event,t,origin_utc,n,status,g0,forcing_mean,u,r,b_net,mse_dual_fit_to_mean,mse_net_fit_to_mean,sigma2,mean_path_peak,S_plug,nu2_plug,S_hat,nu2_hat,NET,ASYM,n_train_events,delta_cv,lam,net_better,w
2018-10-11,108,2018-10-13 12:00:00,106,OK,0.060263388180917,0.0,0.2,0.0299223683302338,-0.63541578045685,7.986383306169887e-06,5.543899993976196e-06,0.0009618616270925,0.0578966149012409,6.91375906785134e-05,0.0013470403555088,6.464833160874319e-05,0.0014220095277126,0.0007416343432569688,0.0008754984741470227,14,-0.0021653242927014,0.6364771999652369,1.0,0.047619047619047616
2018-10-11,114,2018-10-13 18:00:00,106,OK,0.0509896683818419,0.0,0.2,0.0283661679056401,-0.7128155859353845,9.874682897919076e-06,6.911526902697281e-06,0.000505054737119,0.0488518817432445,9.968838272923724e-05,0.0008796240799904,9.475175795405204e-05,0.0008919241237856,0.00044515136611099907,0.0005033697413008726,14,-0.0021653242927014,1.4872617255003153,1.0,0.047619047619047616
2018-10-11,120,2018-10-14 00:00:00,106,OK,0.0381162323046755,0.0,0.02,0.0219965457308221,4.10834915113367,1.1012266890689235e-05,2.7250941394749483e-06,0.0003198350939468,0.0408792187878403,0.0001755213769062,0.0022296817624358,0.0001497717077052,0.002173201888601,0.00036655289440195655,0.00036101344977162764,14,-0.0021653242927014,0.9648454287064047,0.0,0.047619047619047616
2018-10-11,126,2018-10-14 06:00:00,106,OK,0.0408792187878403,0.0,0.02,0.0439972589015837,0.9527368677472332,3.0339834532290243e-06,2.20767585440412e-06,0.000600258999874,0.0354440115994877,1.8550052197986388e-05,0.0026373221415666,-1.9813641492994753e-05,0.0026626952230812,0.001371409972327356,0.002686405142522867,14,-0.0021653242927014,0.0,1.0,0.047619047619047616
2018-10-11,132,2018-10-14 12:00:00,106,OK,0.0328228017274079,0.0,0.2,0.0458735945838083,-1.0369741854257,2.7640098356491295e-06,2.3369567685007203e-06,0.000136970773702,0.0317191730740553,1.1444689043841349e-05,0.0004129561497698,8.294309188021181e-06,0.0004214527196477,0.0003485779824963735,0.0006654165694547307,14,-0.0021653242927014,0.2755239750958628,1.0,0.047619047619047616
2018-10-11,138,2018-10-14 18:00:00,106,OK,0.0254951888733333,0.0220125786163522,0.0070892164531135,0.0417869655435879,-2.2941713878158674,5.349309866812066e-06,2.8568337544181583e-06,0.0001600130260511,0.0240401625591766,0.0001217043469965,0.0006263059387929,0.0001223293229579,0.0006775996863375,0.00019303227194637752,0.0003247572829146073,14,-0.0021653242927014,2.5274665203395323,1.0,0.047619047619047616
2018-10-11,144,2018-10-15 00:00:00,105,OK,0.0157601509128383,0.0222222222222222,5.253106961570557e-13,0.0179773898735858,12.042964790765769,1.9252715882149086e-06,6.12067033999748e-07,4.711098055403079e-05,0.0153428140003908,1.8152776621350508e-06,4.568787312364821e-05,1.196997218280903e-06,4.487287918911469e-05,0.0001712459128312082,5.754655651662591e-05,14,-0.0021653242927014,0.373454107665055,0.0,0.047619047619047616
2019-02-20,24,2019-02-19 00:00:00,151,OK,0.0003436833227745,0.0311810154525386,4.1957456980981015e-06,9.990412035091243e-05,17.924827292662222,4.848651618150824e-07,4.828976331623963e-07,9.067314468806156e-05,0.0035985916628475,8.778637180600022e-07,5.944174418061119e-05,-1.900364046291976e-07,7.553487328664874e-05,9.388131291005958e-05,7.932809894657604e-05,15,8.022325133146959e-05,0.0,0.0,0.047619047619047616
2019-02-20,30,2019-02-19 06:00:00,135,OK,4.140994376605006e-05,0.087037037037037,0.0030799631233977,0.9999999999995092,19.99999611958875,6.023105249010587e-08,5.98571684068478e-08,1.4605766310196329e-05,0.0013813297251549,4.48550184815018e-07,8.638039620802533e-05,-2.0000464221723366e-07,8.592457191908868e-05,4.3785732774333916e-05,1.4665190462591946e-05,15,8.022325133146959e-05,0.0,0.0,0.047619047619047616
2019-02-20,36,2019-02-19 12:00:00,136,OK,0.000491979830293,0.244485294117647,0.0027072182039158,0.6451661167561995,19.9999999943223,7.35758760133837e-08,6.89512195629998e-08,7.993205733416733e-05,0.0034405045528394,2.938433565220033e-07,3.5588090481341e-05,2.0440598816728383e-08,3.486202921965178e-05,0.0001328109912607108,0.00010690274028424722,15,8.022325133146959e-05,0.008794926431823703,0.0,0.047619047619047616
2019-02-20,42,2019-02-19 18:00:00,139,OK,0.0002862307874114,0.3911870503597123,0.0005079918118836,1.4853532672686334e-14,19.99999998366185,1.5173172649816158e-07,1.4100686334838414e-07,0.0002054661729239,0.0053624287148358,1.0800719540902949e-07,0.0002508516906097,-2.643608032324517e-06,0.0002957526019796,0.00034827786642192083,0.0002091940430631844,15,8.022325133146959e-05,0.0,0.0,0.047619047619047616
2019-02-20,48,2019-02-20 00:00:00,138,OK,6.585492681183157e-05,0.4498792270531401,0.0007577236869734,0.0465938797300355,19.999999999996835,2.925471195725236e-07,2.8419396795960696e-07,0.0003038495238144,0.0063312307228121,1.7241491814307022e-06,8.556535531344381e-05,-3.859998098153846e-06,0.0006145973413642,0.0004836665930930344,0.0003105768500251311,15,8.022325133146959e-05,0.0,0.0,0.047619047619047616
2019-02-20,54,2019-02-20 06:00:00,141,OK,0.00132382034798,0.4379432624113475,0.0004852023764223,4.1197058380204126e-14,19.999999942359725,4.6196466236844203e-07,4.238288361806328e-07,0.0003001556194542,0.0074833917817265,1.5050718652220068e-06,0.0003806141973821,1.2502983623689274e-06,0.0003525482848581,0.0005641687702291132,0.00032044154917027797,15,8.022325133146959e-05,0.05319689881084672,0.0,0.047619047619047616
2019-02-20,60,2019-02-20 12:00:00,141,OK,0.0031636884055548,0.2943262411347517,0.0005239616470606,0.004021100014345,19.999999999999993,5.301727730496706e-07,4.96006529587216e-07,0.0005145442943391,0.0074833917817265,2.988911078221349e-06,0.0003346977096273,1.714266460919412e-07,0.0005327227609,0.0006358989421489533,0.0004622165671114726,15,8.022325133146959e-05,0.004826900369405856,0.0,0.047619047619047616
2019-02-20,66,2019-02-20 18:00:00,141,OK,0.0049668577908432,0.1583924349881796,0.0016627473264725,0.0544225884945232,19.99999999999233,9.517464251912872e-07,5.802046567382585e-07,0.000442594806865,0.0074833917817265,1.4078356189663273e-05,0.0004853852934389,5.055607529703141e-06,0.0003929216797716,0.0005699054776749154,0.0006746527034425839,15,8.022325133146959e-05,0.19300058217614371,1.0,0.047619047619047616
2019-02-20,72,2019-02-21 00:00:00,141,OK,0.0062421243797582,0.0842198581560283,0.0033597329699617,0.0977751573493868,19.999999999999996,1.96979301658513e-06,8.321850368222858e-07,0.0002145686427622,0.0074833917817265,3.755654343763714e-05,0.000905771696982,2.474230147566995e-05,0.0008330565563195,0.0007399073642577154,0.00028820344411500546,15,8.022325133146959e-05,0.44550939467393014,0.0,0.047619047619047616
2019-02-20,78,2019-02-21 06:00:00,145,OK,0.0062597686115869,0.046551724137931,2.187535157557443e-21,0.0799946301706689,19.999999999999996,1.0776890831029257e-06,4.544932343638243e-07,5.397545085930117e-05,0.0068059224598148,1.1404984749713456e-08,2.972131381749124e-05,-3.035460081821526e-07,3.0765419535286924e-05,0.0002293740545391739,0.00022614650185911114,15,8.022325133146959e-05,0.0,0.0,0.047619047619047616
2019-02-20,84,2019-02-21 12:00:00,162,OK,0.0046831644379082,0.055298353909465,0.0007576646131487,0.1642558547782108,19.999999786995243,1.1943105904666506e-07,7.391054145435049e-08,1.5256494127935156e-05,0.004482243940097,1.7338231532709598e-06,8.844082240394338e-05,8.877185931487353e-07,8.272879032990377e-05,0.0002422597450132872,4.322598177948891e-05,15,8.022325133146959e-05,0.16095701199220613,0.0,0.047619047619047616
2019-02-20,90,2019-02-21 18:00:00,162,OK,0.0020234739109304,0.0506687242798353,0.002307317286884,0.2870213195341268,-19.999999999996422,1.0218767458694367e-07,9.58289008263372e-08,1.441081277469991e-05,0.0011486222591937,1.131369165378959e-06,2.5526257951818396e-05,9.357830371673322e-07,2.725912091703959e-05,6.114741982817745e-05,1.9079369599657992e-05,15,8.022325133146959e-05,0.5149375726469468,0.0,0.047619047619047616
