event,t,origin_utc,n,status,g0,forcing_mean,u,r,b_net,mse_dual_fit_to_mean,mse_net_fit_to_mean,sigma2,mean_path_peak,S_plug,nu2_plug,S_hat,nu2_hat,NET,ASYM,n_train_events,delta_cv,lam,net_better,w
2020-10-29,126,2020-11-01 06:00:00,109,OK,0.0398254058381125,0.2419724770642202,1.2552352905018864e-11,0.0149247076900005,16.56489823923147,5.882927522352277e-06,7.230464366004789e-07,0.0002406923607429,0.0399531862933919,1.968216677260248e-05,0.000202162658747,1.7799053511892254e-05,0.0002036942007886,0.0005079024182190626,0.0004944483831082461,15,-0.0022264222130496,1.310718722696822,0.0,0.05
2020-10-29,132,2020-11-01 12:00:00,96,OK,0.0449000674459781,0.2860243055555556,6.815595680718881e-14,0.0241578983606644,0.4520551605707709,2.1411858948961704e-06,1.925929408747281e-06,0.0002890769809285,0.0451561004938784,5.952463404857278e-06,0.0005455329253292,-7.975793510835162e-07,0.0005341323054979,0.0005982945887353883,0.0008695057226797209,15,-0.0022264222130496,0.0,1.0,0.05
2020-10-29,138,2020-11-01 18:00:00,96,OK,0.0398770640250717,0.2703993055555556,4.936893555863329e-22,0.0239108993714942,-0.7375807190649905,3.457911737410917e-06,2.344823004136356e-06,0.0002939611258896,0.0404658850371756,3.909313205960112e-05,0.0010115742650087,2.586915020149728e-05,0.001007728102119,0.0005184276682968387,0.0006849270107118183,15,-0.0022264222130496,0.38506145874716996,1.0,0.05
2021-02-15,24,2021-02-14 00:00:00,222,OK,0.0095480308512729,0.0396021021021021,0.0008701558169733,0.0034509233411888,-0.381844240258254,5.240645426063791e-07,5.223542646923229e-07,0.0001878781065654,0.010743743661849,1.0658572514876104e-05,0.0004008433239926,6.71093830612614e-06,0.0003521102925235,0.0004433547232583059,0.0007282633806115664,15,-0.0003886667746823,0.28588790708290285,1.0,0.047619047619047616
2021-02-15,30,2021-02-14 06:00:00,215,OK,0.0088318360449612,0.0810077519379845,0.0004773790899232,5.728404412942028e-18,0.4875959333670652,6.857717865875463e-07,4.904073951628087e-07,0.0002165575912379,0.0110935399671185,4.124826937759721e-07,0.0001560079578039,-6.338318119224469e-07,0.0002048987860089,0.0005320695903821039,0.0007603465198726144,15,-0.0003886667746823,0.0,1.0,0.047619047619047616
2021-02-15,36,2021-02-14 12:00:00,200,OK,0.0096189295545324,0.1360416666666666,0.0083692198346018,0.0450993008227936,19.999999999999865,2.239327713747364e-05,5.903013478627904e-06,0.0010014718419892,0.0349204412979337,0.0004098617854689,0.0032756879378281,0.000381703702037,0.0031189532635886,0.001370940521514676,0.0014252901119053724,15,-0.0003886667746823,1.8357298255785017,1.0,0.047619047619047616
2021-02-15,42,2021-02-14 18:00:00,196,OK,0.0121739504192864,0.1936649659863945,0.0065607481689291,3.2112379948667094e-16,9.469689421020712,6.524357607794584e-05,2.4953396905979345e-05,0.0031943552466673,0.0513036812233686,0.000657558618409,0.003382678473358,0.0007530714978202,0.0038666772855392,0.003907375657706799,0.003613013989619877,15,-0.0003886667746823,2.921390028991723,0.0,0.047619047619047616
2021-02-15,48,2021-02-15 00:00:00,193,OK,0.0096431000148301,0.2530224525043178,0.0097665016531922,1.902597842227992e-15,0.0428104999148531,2.9079773422988276e-05,2.904826719532378e-05,0.0052273625130924,0.0680964775449215,9.60501557747784e-05,0.0084472917873753,4.9372995378319625e-05,0.0084642601557173,0.007086770245991895,0.006454477132767389,15,-0.0003886667746823,0.08749671170900264,0.0,0.047619047619047616
2021-02-15,54,2021-02-15 06:00:00,194,OK,0.010351224548086,0.2946735395189003,0.0144458392294787,4.7195541814550935e-17,2.1086063843876044,6.170750216881255e-05,2.2203139593203025e-05,0.0108863741916181,0.1172753330274802,0.0009043807561081,0.0139312063157558,0.0008347572804711,0.0146910088081463,0.015471116369015474,0.01457567227388238,15,-0.0003886667746823,0.8523144578147207,0.0,0.047619047619047616
2021-02-15,60,2021-02-15 12:00:00,194,OK,0.0360071591505746,0.2452749140893471,0.01409786844739,1.0126019521168613e-15,2.4329664982812074,9.669921196924924e-05,1.650226121776617e-05,0.0145270634507095,0.1216839484358997,0.0013166752425812,0.0294371971117729,0.0012454144012724,0.0293808608907357,0.02438495904609824,0.019262216354823804,15,-0.0003886667746823,0.6358294295241879,0.0,0.047619047619047616
2021-02-15,66,2021-02-15 18:00:00,192,OK,0.0523725398943843,0.1990017361111111,0.0168037604001298,2.185782720996732e-19,4.227755838291972,7.807876232326385e-05,2.6366308478511437e-05,0.022667645483813,0.1282828650333307,0.0010275203325598,0.0123090369591179,0.0009427282922935,0.0123635476713253,0.03166146660615269,0.029628095299880055,15,-0.0003886667746823,1.1437594418954244,0.0,0.047619047619047616
2021-02-15,72,2021-02-16 00:00:00,193,OK,0.0681023947942888,0.1204663212435233,0.0378941869035489,0.0232151225261661,3.652286589325113,0.0001052690237452,4.428268161977932e-05,0.0194167542113951,0.1276181869761632,0.0008919302882164,0.0063600455636992,0.000800012872892,0.0061278906385527,0.03623376708857048,0.031133462781918482,15,-0.0003886667746823,1.9582910011289358,0.0,0.047619047619047616
2021-02-15,78,2021-02-16 06:00:00,198,OK,0.1175784375343835,0.038510101010101,2.7541223769251268e-11,0.0105815576161768,1.5444910800047773,0.0001209706565648,5.4329403586276304e-05,0.0033799973798614,0.1266333445984356,0.0020257368269499,0.011344562927048,0.0019280870229971,0.0113053754569143,0.01475229432134248,0.022560619288385403,15,-0.0003886667746823,2.558190610756621,1.0,0.047619047619047616
2021-02-15,84,2021-02-16 12:00:00,202,OK,0.1183682823698916,0.0457920792079208,0.0059658957352741,0.023390089660688,0.3045507757418781,4.466274817216439e-05,4.005485886892599e-05,0.0047746758507663,0.1243953851450505,0.0001486794107294,0.0104545182971068,6.528885222800887e-05,0.0101026068199151,0.01024586902853054,0.02364502447913846,15,-0.0003886667746823,0.09693862196929122,1.0,0.047619047619047616
2021-02-15,90,2021-02-16 18:00:00,207,OK,0.1149799503217694,0.0384460547504025,0.0563724981030793,0.046456107882068,-0.4651005050082419,3.3951708356213076e-05,1.6435516214391014e-05,0.0056306811433293,0.1060581566380585,0.000699696391095,0.0099966828313679,0.0006658226854438,0.0102586375000175,0.0063509975248740354,0.017543473014491995,15,-0.0003886667746823,0.97355426406674,1.0,0.047619047619047616
2021-02-15,96,2021-02-17 00:00:00,210,OK,0.085693161201009,0.0617063492063492,0.0112723648613968,0.0180102041993427,0.8277081413183448,5.999641417184666e-06,5.740302845055476e-06,0.0022044214968359,0.0863335023034373,3.822758572580635e-06,0.001904213202776,-8.286812710545785e-06,0.00187264072273,0.004017963118733943,0.008795023588032495,15,-0.0003886667746823,0.0,1.0,0.047619047619047616
2021-02-15,102,2021-02-17 06:00:00,207,OK,0.0802065040641106,0.1268115942028985,0.0114904785107465,0.019408716752345,-0.2555518536222814,7.233564462347699e-06,7.091629903372168e-06,0.0045668153548819,0.0765914003681082,4.09327574454987e-06,0.0038230075461411,-7.42033945610143e-06,0.0036935312853929,0.005863640329275717,0.005295588919742525,15,-0.0003886667746823,0.0,0.0,0.047619047619047616
2021-02-15,108,2021-02-17 12:00:00,209,OK,0.0736276595825278,0.1891945773524721,0.0054937273525773,0.0107836279939821,-0.155560949073136,7.717171305581356e-06,7.563534997002776e-06,0.0073828458048301,0.0770458182026621,2.9088874133026935e-05,0.0081845926110703,-1.851966550290235e-05,0.0066854027032988,0.009892189377987632,0.008683571271797667,15,-0.0003886667746823,0.0,0.0,0.047619047619047616
2021-02-15,114,2021-02-17 18:00:00,207,OK,0.0704524623541009,0.2020933977455716,0.0068810068601949,0.0160296108969102,-0.2532782719041144,8.180767462492787e-06,7.892768931508145e-06,0.0106853533683933,0.0772801152782736,1.0166842028097423e-05,0.015863957112505,-4.563001006039966e-05,0.0131750466658436,0.0135327144916973,0.012084159948241932,15,-0.0003886667746823,0.0,0.0,0.047619047619047616
2021-02-15,120,2021-02-18 00:00:00,207,OK,0.0696408505014198,0.1708937198067633,0.0085999661688816,0.0222100430456924,0.7229971825505159,5.470997571207281e-06,5.2742929136429815e-06,0.0063860219152901,0.0772801152782736,3.0689883490616256e-06,0.0035978756640542,1.4731118799154023e-05,0.0037053686692319,0.01426333012868125,0.008176221520803691,15,-0.0003886667746823,0.05963422312660602,0.0,0.047619047619047616
2021-02-15,126,2021-02-18 06:00:00,207,OK,0.0742818906137974,0.1048711755233494,0.0101936999725111,0.0284593389780195,1.2477658884179883,7.622902397348996e-06,4.8588221140937635e-06,0.0028132827918701,0.0772801152782736,8.143702340460409e-05,0.0015425430355996,6.502904074331606e-05,0.0014919595689569,0.007074099639583983,0.003107499695467723,15,-0.0003886667746823,0.6537949361668791,0.0,0.047619047619047616
2021-02-15,132,2021-02-18 12:00:00,208,OK,0.0754211800327269,0.0308493589743589,0.014595392488749,0.0267856417020845,-0.4551300055513875,1.0628415933176602e-05,9.0718407530096e-06,0.0021695867559573,0.076982466539101,6.65502635711517e-05,0.0019503596859944,6.394189428934659e-05,0.0019953763133583,0.005129032174813011,0.0030967706571011526,15,-0.0003886667746823,0.48067545350678564,0.0,0.047619047619047616
2021-02-15,138,2021-02-18 18:00:00,209,OK,0.0745585492869366,0.0049840510366826,2.3878781774490668e-17,0.0228233896688557,-0.3809938067726445,3.127548305984593e-05,2.229962659303895e-05,0.0023586049637129,0.0753621911224138,1.1299690982843564e-05,0.000714593519949,9.756771476262052e-06,0.000713046975069,0.0034715277742670956,0.0037246652192575638,15,-0.0003886667746823,0.20524814950623507,1.0,0.047619047619047616
2021-02-15,144,2021-02-19 00:00:00,209,OK,0.058255165616519,0.001993620414673,2.687968187635514e-13,0.0113359391461969,-0.2151995458871714,1.0149921969403368e-05,9.933754817528828e-06,0.0008129295621939,0.0556549616186519,3.631785321464788e-05,0.0006729872572271,3.299834649014352e-05,0.0006717445184632,0.002186889490836447,0.002128667028900761,15,-0.0003886667746823,0.7368503705613324,0.0,0.047619047619047616
2021-05-04,24,2021-05-03 00:00:00,187,OK,0.000746867444644,0.1635472370766488,0.0005221927916305,0.0516102974942829,19.999999999999694,1.592123018371552e-07,1.49608925823279e-07,9.504566963690682e-05,0.0021185216629109,8.147829425698269e-07,0.0005267569769397,-8.661392766033255e-07,0.0001632955289254,0.0004773190165444412,0.0003216952349852753,17,2.313396599321004e-05,0.0,0.0,0.047619047619047616
2021-05-04,30,2021-05-03 06:00:00,185,OK,0.0014232254401474,0.1556306306306306,0.0001611999031734,8.142106291140328e-16,19.99999999541412,9.810551164821786e-07,8.971489972194194e-07,0.0002471802703994,0.0053064264743356,9.713750623289137e-06,0.0006292922799491,5.828262301270549e-06,0.0004885943298849,0.00039123500013371767,0.00020725639641372805,17,2.313396599321004e-05,0.202786755926824,0.0,0.047619047619047616
2021-05-04,36,2021-05-03 12:00:00,182,OK,0.000475315717109,0.1426282051282051,0.0030310213958906,5.50020660704258e-17,17.816993219093757,3.8470094958479145e-05,9.663874065981722e-06,0.0008618722328536,0.0248073909960746,0.0002028539023151,0.0023530054805078,0.0001965321937601,0.0023435182791732,0.0011225999872514025,0.0009779432618721878,17,2.313396599321004e-05,1.4256544630411123,0.0,0.047619047619047616
2021-05-04,42,2021-05-03 18:00:00,181,OK,0.0008145032646983,0.1675874769797421,0.0061468746608942,6.624913045654695e-18,1.9870460143763813,3.542063981369344e-05,3.36910687459264e-05,0.0017109171348989,0.0249444484048927,0.0001927927233388,0.0029036872970001,0.0001721840505586,0.002896818822516,0.0019380521829654416,0.0018124504171094249,17,2.313396599321004e-05,1.0104632145940955,0.0,0.047619047619047616
2021-05-04,48,2021-05-04 00:00:00,171,OK,0.0023116835095681,0.1825048732943469,0.0098137337649677,1.0178936360150425e-13,0.3483294004999248,5.228550174237901e-05,5.190430273007197e-05,0.0039634788177454,0.0473657256462048,0.0002685873318215,0.0175862894624582,0.000177479434382,0.0178003985054293,0.0038552513790735578,0.00429485694253148,17,2.313396599321004e-05,0.16949903585437923,1.0,0.047619047619047616
2021-05-04,54,2021-05-04 06:00:00,168,OK,0.0058424870557673,0.1783234126984127,0.0165372066844673,0.0824430064687537,-2.1237458072986226,9.30885232565974e-05,8.612131476397404e-05,0.0046751789891568,0.0482112738750919,0.0003568629013644,0.0227594820301166,0.0001796547482889,0.0227702990138441,0.004896505756628941,0.005288519934327864,17,2.313396599321004e-05,0.1341278267384377,1.0,0.047619047619047616
2021-05-04,60,2021-05-04 12:00:00,174,OK,0.027315456374088,0.160919540229885,0.0094988226298557,0.0574829091877,3.302983827615579,5.4560910193244714e-05,5.0898541162294426e-05,0.0044137924409072,0.0494447223256179,0.000194865194424,0.0069625619752696,0.0001512027035606,0.0069612845671059,0.0046084446718775655,0.005123046769634632,17,2.313396599321004e-05,0.36924879822846296,1.0,0.047619047619047616
2021-05-04,66,2021-05-04 18:00:00,174,OK,0.0219453013570457,0.1115900383141762,0.0324984130076044,0.1181030672064907,-0.0099606938411509,7.273330088008611e-05,7.273327209427419e-05,0.0041997394425777,0.0494594616234309,6.349849951223532e-10,0.0013439589047256,4.056321649380775e-05,0.0015908367922308,0.004521387085087815,0.0046528702276242,17,2.313396599321004e-05,0.43346664080339403,1.0,0.047619047619047616
2021-05-04,72,2021-05-05 00:00:00,172,OK,0.0435710991483663,0.0920542635658914,0.0005305297099572,0.0645363560145656,-2.310867938490638,1.1538584415429895e-05,6.6374776939173035e-06,0.0009424107671525,0.0331127532749908,0.0002277261101961,0.0028054882988677,0.0002491819053645,0.0029031162038294,0.0012191632424403674,0.0016413126968322358,17,2.313396599321004e-05,1.4591535762877206,1.0,0.047619047619047616
2021-05-04,78,2021-05-05 06:00:00,172,OK,0.023662619542014,0.0731589147286821,1.0503786759675173e-10,0.0428433497795842,6.450894048786835,6.297848468065803e-06,9.195218177717296e-07,0.0004986248304657,0.0240637926225029,4.934994476093667e-05,0.0012164911630511,3.706574066657198e-05,0.0012332369976506,0.0006312197609314343,0.0004945167468859418,17,2.313396599321004e-05,0.510946065137634,0.0,0.047619047619047616
2021-05-04,84,2021-05-05 12:00:00,169,OK,0.0234447884655746,0.0631163708086785,0.0003572356494065,0.0737340919735889,1.319128168598951,5.411209439390809e-07,3.8593646847185355e-07,0.0004787742307865,0.0218450428863046,6.2458541741397145e-06,0.0009706871325171,-1.9897282623843416e-06,0.0010200484620076,0.0006629763990723339,0.0005741123659371525,17,2.313396599321004e-05,0.0,0.0,0.047619047619047616
2021-05-04,90,2021-05-05 18:00:00,200,OK,0.0236177360012533,0.0241666666666666,1.3970699866103858e-20,0.0804179409038923,-7.255840053825427,1.25620374086416e-06,3.775000542114779e-07,0.0003411247630717,0.0209089949928157,1.2980116772346085e-05,0.0007792642020395,1.0679164813497049e-05,0.0008134575561484,0.0008033494491907672,0.0005607861096017894,17,2.313396599321004e-05,0.22317796479639584,0.0,0.047619047619047616
2021-05-04,96,2021-05-06 00:00:00,199,OK,0.0144712444955784,0.0127721943048576,0.0086605043582025,0.0781488967497428,-8.165937600727789,1.5776356739314735e-06,7.12361481544318e-07,0.0002863048068726,0.0126481002064347,2.470256614573845e-05,0.0003405748659695,2.5952640307262895e-05,0.0003817793360102,0.0006643581014913341,0.0006922231638201338,17,2.313396599321004e-05,1.1556279861403547,1.0,0.047619047619047616
2021-05-04,102,2021-05-06 06:00:00,191,OK,0.0073001130305425,0.0115619546247818,7.373816940450535e-11,0.0396901732039103,19.99999999999992,1.1565449288457872e-06,7.306972485551173e-07,0.0002031275616145,0.0070529308795616,5.102707447029663e-06,0.0002381753335117,3.458260915885536e-06,0.0002275587801118,0.00036153434276543756,0.00023612083230167486,17,2.313396599321004e-05,0.25835274534856567,0.0,0.047619047619047616
2021-05-04,108,2021-05-06 12:00:00,207,OK,0.005704882629113,0.0134863123993558,0.0005354299966946,0.0618239995661808,19.99999999999986,9.487669104811606e-07,6.628780140562845e-07,0.0001728403566448,0.0065129505358867,7.729765558170312e-06,0.0001485587287104,6.728299128580921e-06,0.0001445374051476,0.0002851899654363105,0.000266698478286847,17,2.313396599321004e-05,0.7913597526472194,0.0,0.047619047619047616
2021-05-04,114,2021-05-06 18:00:00,207,OK,0.0047717440874354,0.0281803542673107,0.0011183338756512,0.0959195960648423,18.215909263647,6.603999620869647e-07,6.259022667783395e-07,0.000157061638141,0.0065129505358867,7.04631202452062e-07,0.0003454382062824,-1.195541325245863e-06,0.0003169075423868,0.00025686298793133896,0.00022351265929893672,17,2.313396599321004e-05,0.0,0.0,0.047619047619047616
2021-05-04,120,2021-05-07 00:00:00,212,OK,0.0067526049507662,0.0418632075471698,0.0016345715803726,0.3162296767051569,-19.99999999990266,3.747239105322382e-07,2.506690203172399e-07,0.0001183250125787,0.0028705527080412,6.996677039880214e-06,0.0007204421524389,4.087740084750219e-06,0.0025276910192395,0.0008206827051983582,0.0006351388307877112,17,2.313396599321004e-05,0.027492118661584464,0.0,0.047619047619047616
2021-05-04,126,2021-05-07 06:00:00,212,OK,0.001242111254438,0.0414701257861635,0.0001101348183893,0.0806063272840133,19.615099385115,1.789687160963938e-08,1.7189949325860262e-08,4.68205639671851e-06,0.0011124369300054,3.994961772683053e-08,9.37351279487339e-06,-2.3540687515958372e-08,9.602120216741629e-06,6.837660790393559e-05,7.488146035714213e-06,17,2.313396599321004e-05,0.0,0.0,0.047619047619047616
2021-05-04,132,2021-05-07 12:00:00,233,OK,0.0005340223398883,0.0434549356223175,4.465666872982568e-05,0.0477110392497595,15.456087545331474,2.5060865592603783e-08,2.4905430242703065e-08,4.840447560317576e-06,0.0007847483209775,5.7620566255306276e-08,6.880008157650122e-06,1.3592117175750278e-07,7.4747937933082605e-06,7.107136017163786e-05,6.040566909269934e-06,17,2.313396599321004e-05,0.3091269115605763,0.0,0.047619047619047616
2021-05-04,138,2021-05-07 18:00:00,229,OK,0.0004281740141111,0.0680494905385735,1.1905921887135085e-06,0.0175913099420804,-18.968773774903035,3.7054725516727055e-08,3.73538112627469e-08,7.646011447577404e-06,0.0007800896818794,2.411871605142476e-07,1.6251766333776324e-05,3.096205627886544e-07,2.154641187338355e-05,0.00010476136029016723,6.884458356680635e-06,17,2.313396599321004e-05,0.24428891447625337,0.0,0.047619047619047616
2021-05-04,144,2021-05-08 00:00:00,229,OK,0.0002842867407112,0.0962518195050946,9.067655885191032e-05,4.162215451070213e-06,19.9943979508488,2.9004539503335107e-08,2.8042593852197728e-08,7.916570380225935e-06,0.0007901571308412,1.238438963184248e-07,1.8760415095273417e-05,-9.081652145930902e-09,2.048395227295328e-05,7.201180316390563e-05,6.981052820956719e-06,17,2.313396599321004e-05,0.0,0.0,0.047619047619047616
2021-06-21,24,2021-06-20 00:00:00,175,OK,0.0017739925508441,0.0307142857142857,0.0009914818583673,0.1100122161871335,-19.999999999999993,1.0329571767590814e-07,9.438533745286949e-08,2.179538784427009e-05,0.0015605775778366,6.159801224532714e-07,9.155570182434328e-05,1.3167572502394627e-06,8.105821965655065e-05,0.00014291275032613621,4.2373221079528215e-05,17,7.216165511882386e-05,0.27615796829633243,0.0,0.047619047619047616
2021-06-21,30,2021-06-20 06:00:00,172,OK,0.0013711357909193,0.03125,0.0123971816920614,0.2567335836700603,19.999999999999996,6.587964698979954e-07,6.226052891771532e-07,5.795737675183953e-05,0.0040638579039139,5.165684069364735e-06,0.0001402088391636,6.588336556504486e-06,0.000177104379789,0.00021339750419237642,8.556551368367609e-05,17,7.216165511882386e-05,0.6324051477101456,0.0,0.047619047619047616
2021-06-21,36,2021-06-20 12:00:00,184,OK,0.0009321920411786,0.0597826086956521,0.0089772429972587,3.6166560233313193e-13,12.913601740468495,2.6515954835411003e-06,2.145383084283709e-06,0.0011199967837419,0.0147290012076187,2.653041379588758e-06,0.0007717209003228,6.766842727622119e-06,0.001093614300232,0.0010521200500620625,0.001121498751571838,17,7.216165511882386e-05,0.1051891204652062,1.0,0.047619047619047616
2021-06-21,42,2021-06-20 18:00:00,185,OK,0.0003133873075304,0.186036036036036,0.0041553742675987,2.8250025922247434e-18,-19.999999999999996,2.9467245912917424e-05,2.278880625251617e-05,0.0015824265542359,0.0146493849848748,0.0001939642078471,0.0052193780979197,0.0001353038959055,0.0044214582482775,0.0014334490283424127,0.0016007698857545532,17,7.216165511882386e-05,0.5202279658050808,1.0,0.047619047619047616
2021-06-21,48,2021-06-21 00:00:00,185,OK,0.0034255409523739,0.2731981981981982,0.0026627074094321,3.286388573673179e-21,1.4969693450103645,1.979351576130689e-05,1.966316460009755e-05,0.001362606870463,0.0220095656011049,3.268871030061863e-05,0.0102583527765643,7.101377022270614e-05,0.0123699351648806,0.0015636239104677044,0.0016102673595932632,17,7.216165511882386e-05,0.09759421352615125,1.0,0.047619047619047616
2021-06-21,54,2021-06-21 06:00:00,185,OK,0.0087337033964051,0.2912162162162162,0.0027797591871673,0.0496603604628323,-3.615458308476408,1.5616632566384602e-05,1.4263566161123592e-05,0.0011225781037647,0.0220095656011049,6.0418182490615945e-05,0.0091374300298205,4.3321369085466895e-05,0.0091489745002251,0.0013836027657609892,0.0011983248006050995,17,7.216165511882386e-05,0.08049681135681572,0.0,0.047619047619047616
2021-06-21,60,2021-06-21 12:00:00,183,OK,0.012826081267969,0.3007741347905282,0.0035307298377455,0.1040894728333161,19.53190633591154,1.1899361406731696e-05,7.1969990563074304e-06,0.0007065651670562,0.0218840573209425,0.0001530202567124,0.0023874527520117,0.0001039642732664,0.0021552510304813,0.0012891488085527785,0.000818189257858552,17,7.216165511882386e-05,0.8200402739787181,0.0,0.047619047619047616
2021-06-21,66,2021-06-21 18:00:00,182,OK,0.00940284562303,0.190018315018315,0.0131414703273221,0.2421841393703944,11.578321606480358,4.585917464067697e-06,1.037192527843605e-06,0.0006545116737175,0.0220042993941345,9.16883623311658e-05,0.0014406711838714,7.349266638415988e-05,0.0013723703479186,0.0010654791775167253,0.0009955056074110052,17,7.216165511882386e-05,0.9103776764235529,0.0,0.047619047619047616
2021-06-21,72,2021-06-22 00:00:00,182,OK,0.0184155143382251,0.0989010989010989,0.0066315419870843,0.1965430676297246,1.53188801821495,5.346396787199684e-07,5.268048267502535e-07,0.0001983424227238,0.0166142567160788,1.4312243441292876e-07,0.000153655363905,-5.408276760818426e-07,0.0001595596819493,0.000417908898641002,0.0002686746608027517,17,7.216165511882386e-05,0.0,0.0,0.047619047619047616
2021-06-21,78,2021-06-22 06:00:00,183,OK,0.0085727336914062,0.0626138433515482,0.006014930625859,0.1760944574360575,5.8169821847042495,3.189066549091e-07,3.0704302462452754e-07,9.09503063056163e-05,0.0075292183103093,1.7484110136854334e-07,0.0001628006291209,-4.259955572141709e-07,0.0001890947528415,0.00019745188343112222,0.0001014534526141761,17,7.216165511882386e-05,0.0,0.0,0.047619047619047616
2021-06-21,84,2021-06-22 12:00:00,184,OK,0.0067437746734273,0.0292119565217391,0.0018940730663923,0.1368315799991602,9.69214223592796,1.439842489838215e-07,1.3106796748354345e-07,3.94453700974354e-05,0.0067656085442254,6.871765539025739e-07,2.78065415146608e-05,4.225782655711983e-07,3.204468960840802e-05,0.00012532545923977118,6.737726096940295e-05,17,7.216165511882386e-05,0.22418162268064057,0.0,0.047619047619047616
2021-06-21,90,2021-06-22 18:00:00,184,OK,0.00359819048321,0.0095108695652173,0.0035341325540865,0.1459505926197907,7.368490244502854,8.985563991999567e-08,8.893850876988516e-08,1.8837833960328383e-05,0.0033951581119083,2.0255181014250823e-08,5.777254498361389e-05,-2.3401898292183113e-07,4.879630182108712e-05,8.119354179976501e-05,4.235716537367763e-05,17,7.216165511882386e-05,0.0,0.0,0.047619047619047616
2021-06-21,96,2021-06-23 00:00:00,186,OK,0.0020446146924529,0.0190412186379928,0.0011940881365166,0.211166717058649,-19.999967779824825,7.459762876943449e-08,6.953295197177726e-08,6.5985856784297995e-06,0.0017441764104582,6.626394794024093e-07,1.1705630529815194e-05,8.292087537728908e-07,2.6510242800972103e-05,9.295705772167458e-05,4.815645857654727e-05,17,7.216165511882386e-05,0.5317397098159448,0.0,0.047619047619047616
2021-06-21,102,2021-06-23 06:00:00,186,OK,0.0007509176953613,0.0183691756272401,0.0006299777404157,0.1428011733420035,-19.751239831532352,2.0553263774637313e-08,2.007288183185526e-08,2.614451009942965e-06,0.0006369000448364,2.393754483316457e-07,5.562828603148128e-06,2.270590277304864e-07,1.133515068399219e-05,5.9056177257719074e-05,1.1699854386154752e-05,17,7.216165511882386e-05,0.34053393545702676,0.0,0.047619047619047616
2021-06-21,108,2021-06-23 12:00:00,186,OK,0.0002431190946614,0.0183691756272401,0.0005079679767866,2.4386777770325022e-14,19.99999999999999,5.083540383287589e-07,4.96046269500574e-07,8.183481507115226e-05,0.0033887889761617,4.0018733588942624e-08,2.8462350448306903e-06,2.136203079072389e-07,0.0002314110669623,0.00012401708099913224,8.174241577798248e-05,17,7.216165511882386e-05,0.015693049092655058,0.0,0.047619047619047616
2021-06-21,114,2021-06-23 18:00:00,186,OK,0.0002603140514079,0.0396505376344086,0.0080912797142882,0.9999999999999716,-19.999999999994852,1.0820351098324813e-06,1.081240474560774e-06,0.0001438841469242,0.0033887889761617,2.118423436143522e-08,2.240856079810565e-05,2.2710796446635498e-07,4.668548626661075e-05,0.00019593751065068133,0.0001452069214582966,17,7.216165511882386e-05,0.08269883650519641,0.0,0.047619047619047616
2021-06-21,120,2021-06-24 00:00:00,187,OK,0.0002231230132558,0.0443404634581105,0.0082254906173049,1.0,-19.99999999983853,1.0562594900366009e-06,1.0545782803171355e-06,0.0001446591733318,0.003370667109979,1.8248849125247058e-07,4.0380579491278927e-05,6.01327878367704e-08,5.226076004601116e-05,0.00019764795416057386,0.00014721067199920297,17,7.216165511882386e-05,0.019560706586071192,0.0,0.047619047619047616
2021-06-21,126,2021-06-24 06:00:00,178,OK,5.6828956149018995e-05,0.0505617977528089,0.0084829943186712,0.9999999999731468,-19.999999999999993,1.1742213545097422e-06,1.1721873163207827e-06,0.0001539039559459,0.0035407442215277,2.459271851443419e-07,3.7219440880054995e-05,1.335015744009213e-06,0.0001584643835841,0.00023971257048410933,0.0001551437701325131,17,7.216165511882386e-05,0.14321999136236072,0.0,0.047619047619047616
2021-06-21,132,2021-06-24 12:00:00,178,OK,0.0019497068579717,0.0727996254681647,0.0007014947761593,0.1526761585849454,19.999999999999996,1.825448595790488e-07,1.7971739432793857e-07,5.010923646783493e-05,0.0024853276161172,1.1226822867176193e-07,0.0001145639656321,6.574923903278575e-07,6.075308079999123e-05,0.000313037407470833,0.00031253025023292427,17,7.216165511882386e-05,0.18398030994298467,0.0,0.047619047619047616
2021-06-21,138,2021-06-24 18:00:00,178,OK,0.0012433939294902,0.0723314606741573,0.0046832051864706,0.6448489726305929,-19.999999999999996,5.339561509435615e-08,5.2857854915798075e-08,1.64542044723854e-05,0.0011103698504337,1.2487275869914097e-07,1.4170171489951124e-05,8.680965546971749e-07,3.460083022156315e-05,0.00014843152088592774,4.733732795969249e-05,17,7.216165511882386e-05,0.42651119453934516,0.0,0.047619047619047616
2021-06-21,144,2021-06-25 00:00:00,178,OK,0.0002592429173241,0.0870786516853932,0.0032182992626993,0.5176721830337049,-19.999979238351703,7.323155273914143e-08,7.243333556814393e-08,1.6956601674265574e-05,0.0011103698504337,5.251832564646633e-07,2.981633506865206e-05,3.892849648441462e-07,3.0001314820378926e-05,0.00010404502558110841,1.7975106516012912e-05,17,7.216165511882386e-05,0.2205851457501855,0.0,0.047619047619047616
2021-08-11,24,2021-08-10 00:00:00,156,OK,0.0006274450313576,0.0982905982905982,0.0019892983168915,4.1949276117012733e-14,7.358227387743179,9.49083841966452e-07,7.670293913770737e-07,0.0010296569329936,0.0065816066120049,1.9216550859128584e-07,0.0013876039577828,-9.04568991143957e-06,0.0012113072459665,0.0011682776199119212,0.0010581487697671169,15,-3.699795333648595e-05,0.0,0.0,0.047619047619047616
