event,t,origin_utc,n,status,g0,forcing_mean,u,r,b_net,mse_dual_fit_to_mean,mse_net_fit_to_mean,sigma2,mean_path_peak,S_plug,nu2_plug,S_hat,nu2_hat
2018-01-16,84,2018-01-17 12:00:00,25,OK,0.007111807235367957,0.04666666666666667,0.09330499679184791,0.9999999999999011,-19.999999999909768,2.680946096672767e-05,2.617403106264007e-05,0.0005243295704341973,0.02121810102477811,2.525054949628339e-05,0.0004022997528872557,5.59815057991237e-05,0.0017188236604953715
2018-01-16,90,2018-01-17 18:00:00,24,OK,0.015119159493469004,0.026041666666666668,2.0832440735253204e-08,0.3766993750264878,19.99999268340327,6.193834554447901e-06,6.160536991496211e-06,9.157457721076553e-05,0.01097267759874534,7.030078852880603e-08,5.380831468155838e-05,1.3824047433618237e-07,8.437793750061358e-05
2018-01-16,144,2018-01-20 00:00:00,43,OK,0.00013470357513185326,0.0029069767441860465,0.10185671404226859,0.9999999999999999,-19.999999999999996,3.5059806901672924e-06,3.4806090379066317e-06,0.00011096942771375276,0.00531102776432003,1.8868748159103887e-08,3.544040661040712e-07,4.151384367779216e-06,8.305166483905957e-05
2018-10-11,24,2018-10-10 00:00:00,108,OK,0.00014859747466779884,0.1404320987654321,0.0040499997363740445,0.9999999999892685,-19.999999999958927,1.8660281358667683e-07,1.8641259386042514e-07,3.653046957900407e-05,0.0017667225179439612,9.25310124632641e-08,9.109103143232904e-05,-6.807601088615084e-07,8.64631983530713e-05
2018-10-11,30,2018-10-10 06:00:00,108,OK,0.0004162567170668914,0.18441358024691357,0.000765591828141842,1.503394292565539e-17,19.999999999999996,3.829908503683139e-06,2.8305296777150405e-06,0.00021237727083718854,0.010123269652831564,1.3097780863889728e-05,0.0006660802163672798,1.0936286098825445e-05,0.0006698739597835381
2018-10-11,36,2018-10-10 12:00:00,102,OK,0.00013171107502972336,0.24754901960784315,0.0258738652835974,0.9000977271297357,11.168382273648048,3.120797134764176e-05,7.368069913398398e-06,0.0010364975439063368,0.019649061725654737,0.00036378081137840464,0.0037833485103159785,0.0003191391409953253,0.0037730643592497988
2018-10-11,42,2018-10-10 18:00:00,102,OK,0.0014248437042458564,0.3909313725490196,0.0025392827640414364,1.9893011868826812e-16,-2.368445487831933,2.037925615616142e-05,1.9354214031722607e-05,0.001779868276827034,0.020662010933709292,0.0003419116848370958,0.0069011590038452935,0.00018791998669808618,0.00535741295301252
2018-10-11,48,2018-10-11 00:00:00,101,OK,0.0010604373905309446,0.5222772277227722,0.005820717146686534,6.782925513619555e-17,3.478934097791518,0.00022819846415207635,6.347048794467186e-05,0.005301852827565157,0.10604311242669542,0.0005516878656799476,0.0031933234742748617,0.0005189275260815771,0.003338524036033291
2018-10-11,54,2018-10-11 06:00:00,101,OK,0.010798834347153775,0.6002475247524752,0.0076779795500182485,1.5550198324817475e-15,0.6376920076601466,0.00044285545292874207,0.00027707215716223224,0.015094753882389275,0.12840034244052176,0.001216128319299159,0.010341704225384015,0.0012822696817708812,0.015345734791996224
2018-10-11,60,2018-10-11 12:00:00,101,OK,0.019248460726040154,0.5627062706270628,0.008713290512110857,5.753871662566008e-18,0.07659129242742826,0.0003538661119759804,0.0003434818200252311,0.02578786689598882,0.12840034244052176,0.0074532275545576045,0.04080344077732407,0.006397163086651746,0.03877766907109418
2018-10-11,66,2018-10-11 18:00:00,101,OK,0.018778064092795227,0.38861386138613857,0.02093297124484622,0.0346980902936211,-0.26695729018800346,6.099655196594597e-05,5.4767332803368434e-05,0.03349945067143622,0.13186468680149527,0.0006177276216990472,0.017322496249567734,0.00020821595081814051,0.018064520302385305
2018-10-11,72,2018-10-12 00:00:00,101,OK,0.10604311242669545,0.1963696369636964,0.01827599866963569,0.03506394879973426,1.08356425537201,3.664105176073056e-05,2.2671562579807667e-05,0.012665869387279274,0.13186468680149527,0.00024365975906747106,0.003431789796059344,0.0001817952123646598,0.003465791102847464
2018-10-11,78,2018-10-12 06:00:00,101,OK,0.12558666844068442,0.06600660066006601,0.03152235037930505,0.04254155481334824,0.0937905706064054,1.8593054731003417e-05,1.8399686745615627e-05,0.00468397024483006,0.13186468680149527,5.839958401215839e-06,0.001350278566844167,9.285808255299268e-07,0.0013157695816461907
2018-10-11,84,2018-10-12 12:00:00,107,OK,0.11752323449805467,0.014797507788161994,0.025790733955595675,0.03666997772069988,-0.45754517371202763,3.2061470937168355e-05,1.6083154847212592e-05,0.0022692710332573632,0.12449816726639469,0.0006166201093707704,0.0024984562925042756,0.0006187162515331041,0.002619199427348111
2018-10-11,90,2018-10-12 18:00:00,107,OK,0.10585601461862382,0.0,0.02,0.03629882491830816,-0.47124709493847267,5.566497183516768e-05,2.5363432091915488e-05,0.001617306207190676,0.09393130806959751,0.0011155021756155846,0.004374821695257714,0.001152780350210933,0.004663942302725979
2018-10-11,96,2018-10-13 00:00:00,108,OK,0.07065787934633355,0.0,0.2,0.019911802789576293,1.1554021387439273,8.311639585916896e-06,1.7146964033237187e-06,0.0006271611123271697,0.06898364651107522,0.00014413391661004366,0.0026492820244198518,0.00010652321246239278,0.0026046045457216753
2018-10-11,102,2018-10-13 06:00:00,108,OK,0.06447635479449895,0.0,0.05,0.025512154212546358,0.8686005258552796,9.703326653726717e-06,5.904276650584078e-06,0.0006538513714283975,0.0641400921139106,9.987830428011268e-05,0.001431585003717937,7.940625221383032e-05,0.0014289290091755943
2018-10-11,108,2018-10-13 12:00:00,106,OK,0.06026338818091702,0.0,0.2,0.029922368330233824,-0.63541578045685,7.986383306169887e-06,5.543899993976196e-06,0.0009618616270925801,0.05789661490124098,6.91375906785134e-05,0.0013470403555088592,6.464833160874319e-05,0.0014220095277126753
2018-10-11,114,2018-10-13 18:00:00,106,OK,0.05098966838184195,0.0,0.2,0.028366167905640175,-0.7128155859353845,9.874682897919075e-06,6.911526902697281e-06,0.0005050547371190352,0.04885188174324455,9.968838272923723e-05,0.000879624079990478,9.475175795405205e-05,0.000891924123785607
2018-10-11,120,2018-10-14 00:00:00,106,OK,0.038116232304675576,0.0,0.02,0.021996545730822152,4.10834915113367,1.1012266890689237e-05,2.7250941394749483e-06,0.0003198350939468178,0.04087921878784032,0.0001755213769062929,0.0022296817624358114,0.00014977170770525482,0.0021732018886010777
