event,population,model,seed,untrained_path_mse
2022-01-16,unaffected,ASYM,9205,1.1511445783327575e-06
2022-06-08,all,ASYM,9205,0.0005775957338190464
2022-06-08,affected,ASYM,9205,0.0009424313179684918
2022-06-08,unaffected,ASYM,9205,1.2612603076038667e-06
2024-06-26,all,ASYM,9205,0.0003989095356563012
2024-06-26,affected,ASYM,9205,0.0005633963833403471
2024-06-26,unaffected,ASYM,9205,1.7339766143365884e-06
2020-08-04,all,NET,9201,0.004536279151678609
2020-08-04,affected,NET,9201,0.005332763242197755
2020-08-04,unaffected,NET,9201,2.4466364157717517e-06
2021-06-21,all,NET,9201,0.0004685746180131716
2021-06-21,affected,NET,9201,0.0006283520761722558
2021-06-21,unaffected,NET,9201,1.5328172404639835e-06
2022-03-12,all,NET,9201,0.00012464093964660648
2022-03-12,affected,NET,9201,0.0002961617377170026
2022-03-12,unaffected,NET,9201,1.022346442717378e-06
2022-06-17,all,NET,9201,0.0015013145127921498
2022-06-17,affected,NET,9201,0.0017763697728302296
2022-06-17,unaffected,NET,9201,1.4848873014863885e-06
2020-08-04,all,NET,9202,0.004542368495307136
2020-08-04,affected,NET,9202,0.005339935950319275
2020-08-04,unaffected,NET,9202,2.3691360072722162e-06
2021-06-21,all,NET,9202,0.0004685300564174868
2021-06-21,affected,NET,9202,0.0006284211457036911
2021-06-21,unaffected,NET,9202,1.156103119351372e-06
2022-03-12,all,NET,9202,0.00012431252036818928
2022-03-12,affected,NET,9202,0.0002958512420145633
2022-03-12,unaffected,NET,9202,6.810092717035327e-07
2022-06-17,all,NET,9202,0.0014989784498569542
2022-06-17,affected,NET,9202,0.001773677830948556
2022-06-17,unaffected,NET,9202,1.0893718291639226e-06
2020-08-04,all,NET,9203,0.004539497379975249
2020-08-04,affected,NET,9203,0.005336567159909076
2020-08-04,unaffected,NET,9203,2.3309403519267505e-06
2021-06-21,all,NET,9203,0.0004683495888460323
2021-06-21,affected,NET,9203,0.0006281699306436289
2021-06-21,unaffected,NET,9203,1.1824358992113061e-06
2022-03-12,all,NET,9203,0.0001242622449978419
2022-03-12,affected,NET,9203,0.0002957295264675339
2022-03-12,unaffected,NET,9203,6.82222316982789e-07
2022-06-17,all,NET,9203,0.0015002558523686915
2022-06-17,affected,NET,9203,0.0017751786599510256
2022-06-17,unaffected,NET,9203,1.148467627285567e-06
2020-08-04,all,NET,9204,0.004534716818257826
2020-08-04,affected,NET,9204,0.005330895906717776
2020-08-04,unaffected,NET,9204,2.620468562732703e-06
2021-06-21,all,NET,9204,0.0004686083194122084
2021-06-21,affected,NET,9204,0.0006283205665799268
2021-06-21,unaffected,NET,9204,1.7571353834927326e-06
2022-03-12,all,NET,9204,0.00012492342395348577
2022-03-12,affected,NET,9204,0.0002964437932585673
2022-03-12,unaffected,NET,9204,1.3051397696432582e-06
2022-06-17,all,NET,9204,0.0015015099363263169
2022-06-17,affected,NET,9204,0.0017765648253489255
2022-06-17,unaffected,NET,9204,1.6823339200146738e-06
2020-08-04,all,NET,9205,0.00454185836050952
2020-08-04,affected,NET,9205,0.005339339518132025
2020-08-04,unaffected,NET,9205,2.35023250449381e-06
2021-06-21,all,NET,9205,0.00046841207287226164
2021-06-21,affected,NET,9205,0.0006282699325708302
2021-06-21,unaffected,NET,9205,1.1352522149073917e-06
2022-03-12,all,NET,9205,0.00012427218802832745
2022-03-12,affected,NET,9205,0.00029578093381315564
2022-03-12,unaffected,NET,9205,6.622811563791793e-07
2022-06-17,all,NET,9205,0.0014992126549287451
2022-06-17,affected,NET,9205,0.0017739554777866798
2022-06-17,unaffected,NET,9205,1.086696326045679e-06
2020-08-04,all,ASYM,9201,0.004378675920275057
2020-08-04,affected,ASYM,9201,0.00514742907975142
2020-08-04,unaffected,ASYM,9201,2.6963971019139813e-06
2021-06-21,all,ASYM,9201,0.0004559415733076539
2021-06-21,affected,ASYM,9201,0.0006114761541640796
2021-06-21,unaffected,ASYM,9201,1.3020292657940038e-06
2022-03-12,all,ASYM,9201,0.00012132698642704704
2022-03-12,affected,ASYM,9201,0.00028849854439788836
2022-03-12,unaffected,ASYM,9201,8.429806822965008e-07
2022-06-17,all,ASYM,9201,0.0014641310198902561
2022-06-17,affected,ASYM,9201,0.001732409298467596
2022-06-17,unaffected,ASYM,9201,1.255123496835151e-06
2020-08-04,all,ASYM,9202,0.00437868700326734
2020-08-04,affected,ASYM,9202,0.0051474420173165435
2020-08-04,unaffected,ASYM,9202,2.696923294952727e-06
2021-06-21,all,ASYM,9202,0.0004559399752171534
2021-06-21,affected,ASYM,9202,0.0006114739423046374
2021-06-21,unaffected,ASYM,9202,1.302225269123036e-06
2022-03-12,all,ASYM,9202,0.00012132966894681412
2022-03-12,affected,ASYM,9202,0.0002885052610207537
2022-03-12,unaffected,ASYM,9202,8.427557403711949e-07
2022-06-17,all,ASYM,9202,0.0014641391752157624
2022-06-17,affected,ASYM,9202,0.0017324189218722475
2022-06-17,unaffected,ASYM,9202,1.255273636063097e-06
2020-08-04,all,ASYM,9203,0.0043786657534030235
2020-08-04,affected,ASYM,9203,0.005147417023884348
2020-08-04,unaffected,ASYM,9203,2.6969829708585268e-06
2021-06-21,all,ASYM,9203,0.00045594297627437615
2021-06-21,affected,ASYM,9203,0.0006114779530708357
2021-06-21,unaffected,ASYM,9203,1.3022748693406883e-06
2022-03-12,all,ASYM,9203,0.00012132841097656647
2022-03-12,affected,ASYM,9203,0.00028850223314057417
2022-03-12,unaffected,ASYM,9203,8.427733808852746e-07
2022-06-17,all,ASYM,9203,0.0014641197986595027
2022-06-17,affected,ASYM,9203,0.001732395973592435
2022-06-17,unaffected,ASYM,9203,1.2553730818161416e-06
2020-08-04,all,ASYM,9204,0.004378585724165714
2020-08-04,affected,ASYM,9204,0.005147323029792053
2020-08-04,unaffected,ASYM,9204,2.6964459850145266e-06
2021-06-21,all,ASYM,9204,0.0004559358633684098
2021-06-21,affected,ASYM,9204,0.0006114684436057263
2021-06-21,unaffected,ASYM,9204,1.3021672901005309e-06
2022-03-12,all,ASYM,9204,0.00012132837447131248
2022-03-12,affected,ASYM,9204,0.000288502191716901
2022-03-12,unaffected,ASYM,9204,8.427404204378989e-07
2022-06-17,all,ASYM,9204,0.0014641172751579117
2022-06-17,affected,ASYM,9204,0.001732392990446978
2022-06-17,unaffected,ASYM,9204,1.255355940174982e-06
2020-08-04,all,ASYM,9205,0.004378774814308001
2020-08-04,affected,ASYM,9205,0.005147545274488572
2020-08-04,unaffected,ASYM,9205,2.696810203213073e-06
2021-06-21,all,ASYM,9205,0.0004559462025796728
2021-06-21,affected,ASYM,9205,0.0006114822881384923
2021-06-21,unaffected,ASYM,9205,1.3022601769691812e-06
2022-03-12,all,ASYM,9205,0.0001213292963249566
2022-03-12,affected,ASYM,9205,0.0002885046185166484
2022-03-12,unaffected,ASYM,9205,8.425776282417608e-07
2022-06-17,all,ASYM,9205,0.001464135823147726
2022-06-17,affected,ASYM,9205,0.0017324149400250106
2022-06-17,unaffected,ASYM,9205,1.2553556470603962e-06
2020-10-29,all,NET,9201,0.0042282485648139955
2020-10-29,affected,NET,9201,0.0051923065444339075
2020-10-29,unaffected,NET,9201,1.225115711306189e-06
2021-08-11,all,NET,9201,0.0011854008975516251
2021-08-11,affected,NET,9201,0.0015778364931475282
2021-08-11,unaffected,NET,9201,1.764504383336478e-06
2022-07-23,all,NET,9201,0.0006743276226075174
2022-07-23,affected,NET,9201,0.0008820747485913305
2022-07-23,unaffected,NET,9201,1.6226432313607566e-06
2024-01-09,all,NET,9201,0.000794950559447435
2024-01-09,affected,NET,9201,0.0009258068252844738
2024-01-09,unaffected,NET,9201,2.115537023021948e-06
2024-01-12,all,NET,9201,0.0005703358747193109
2024-01-12,affected,NET,9201,0.0008549271005085073
2024-01-12,unaffected,NET,9201,1.1534231409181813e-06
2020-10-29,all,NET,9202,0.004209128455885423
2020-10-29,affected,NET,9202,0.005168803457913183
2020-10-29,unaffected,NET,9202,1.3226777637029545e-06
2021-08-11,all,NET,9202,0.001183753870988995
2021-08-11,affected,NET,9202,0.0015757433203519879
2021-08-11,unaffected,NET,9202,1.4631124264187032e-06
2022-07-23,all,NET,9202,0.0006720177060368935
2022-07-23,affected,NET,9202,0.0008790841257796079
2022-07-23,unaffected,NET,9202,1.516918298579599e-06
2024-01-09,all,NET,9202,0.0007942850098425119
2024-01-09,affected,NET,9202,0.0009250436494557647
2024-01-09,unaffected,NET,9202,2.041487479862239e-06
2024-01-12,all,NET,9202,0.0005680074020739728
2024-01-12,affected,NET,9202,0.0008515323289987204
2024-01-12,unaffected,NET,9202,9.575482244773856e-07
2020-10-29,all,NET,9203,0.00420196527469783
2020-10-29,affected,NET,9203,0.0051600231632857796
2020-10-29,unaffected,NET,9203,1.24991704298158e-06
2021-08-11,all,NET,9203,0.0011828366029388716
2021-08-11,affected,NET,9203,0.0015745289470500668
2021-08-11,unaffected,NET,9203,1.4419521518796652e-06
2022-07-23,all,NET,9203,0.0006733865133123774
2022-07-23,affected,NET,9203,0.0008808880339567368
2022-07-23,unaffected,NET,9203,1.4768274163562834e-06
2024-01-09,all,NET,9203,0.0007924056226397054
2024-01-09,affected,NET,9203,0.0009228945727899217
2024-01-09,unaffected,NET,9203,1.796101141336003e-06
2024-01-12,all,NET,9203,0.0005656370723893424
2024-01-12,affected,NET,9203,0.0008480145897698173
2024-01-12,unaffected,NET,9203,8.820376283928834e-07
2020-10-29,all,NET,9204,0.00420140501244122
2020-10-29,affected,NET,9204,0.00515922470789758
2020-10-29,unaffected,NET,9204,1.7340400556475406e-06
2021-08-11,all,NET,9204,0.0011826309624566956
2021-08-11,affected,NET,9204,0.0015734565044672958
2021-08-11,unaffected,NET,9204,3.850698650531141e-06
2022-07-23,all,NET,9204,0.00067367945502343
2022-07-23,affected,NET,9204,0.0008807188897883083
2022-07-23,unaffected,NET,9204,3.2660472133480185e-06
2024-01-09,all,NET,9204,0.0007978144872118614
2024-01-09,affected,NET,9204,0.0009290582943025643
2024-01-09,unaffected,NET,9204,2.6314207211316768e-06
2024-01-12,all,NET,9204,0.0005688210696675104
2024-01-12,affected,NET,9204,0.0008526482526513457
2024-01-12,unaffected,NET,9204,1.1667036998397226e-06
2020-10-29,all,NET,9205,0.004200639471133699
2020-10-29,affected,NET,9205,0.005158400667370825
2020-10-29,unaffected,NET,9205,1.2249953247619287e-06
2021-08-11,all,NET,9205,0.001186876640964063
2021-08-11,affected,NET,9205,0.0015798471041681256
2021-08-11,unaffected,NET,9205,1.627018074389893e-06
2022-07-23,all,NET,9205,0.0006720640136773307
2022-07-23,affected,NET,9205,0.0008791334774498944
2022-07-23,unaffected,NET,9205,1.5533690804582053e-06
2024-01-09,all,NET,9205,0.0007905322669717006
2024-01-09,affected,NET,9205,0.0009206964166389382
2024-01-09,unaffected,NET,9205,1.8906542819677602e-06
2024-01-12,all,NET,9205,0.000564539267162207
2024-01-12,affected,NET,9205,0.0008463091915719874
2024-01-12,unaffected,NET,9205,9.994183426462888e-07
2020-10-29,all,ASYM,9201,0.003978889260492727
2020-10-29,affected,ASYM,9201,0.004886095772748073
2020-10-29,unaffected,ASYM,9201,1.137629834672992e-06
2021-08-11,all,ASYM,9201,0.0011376460453764742
2021-08-11,affected,ASYM,9201,0.0015143841058134716
2021-08-11,unaffected,ASYM,9201,1.355443735851926e-06
2022-07-23,all,ASYM,9201,0.0006518479068613302
2022-07-23,affected,ASYM,9201,0.0008527061386359502
2022-07-23,unaffected,ASYM,9201,1.4498230197037821e-06
2024-01-09,all,ASYM,9201,0.0007741812067028429
2024-01-09,affected,ASYM,9201,0.0009016454225334671
2024-01-09,unaffected,ASYM,9201,1.8980166702379574e-06
2024-01-12,all,ASYM,9201,0.0005457260496609183
2024-01-12,affected,ASYM,9201,0.0008181508044081814
2024-01-12,unaffected,ASYM,9201,8.765401663923481e-07
2020-10-29,all,ASYM,9202,0.003978877985582316
2020-10-29,affected,ASYM,9202,0.0048860819060693875
2020-10-29,unaffected,ASYM,9202,1.137718831307624e-06
2021-08-11,all,ASYM,9202,0.0011376286427581502
2021-08-11,affected,ASYM,9202,0.0015143608928276245
2021-08-11,unaffected,ASYM,9202,1.3555659357032017e-06
2022-07-23,all,ASYM,9202,0.0006518435330275597
2022-07-23,affected,ASYM,9202,0.0008527003865904583
2022-07-23,unaffected,ASYM,9202,1.4499119667458378e-06
2024-01-09,all,ASYM,9202,0.0007741851876137574
2024-01-09,affected,ASYM,9202,0.0009016500708085538
2024-01-09,unaffected,ASYM,9202,1.8979541394026691e-06
2024-01-12,all,ASYM,9202,0.000545729881086384
2024-01-12,affected,ASYM,9202,0.0008181566354990788
2024-01-12,unaffected,ASYM,9202,8.763722609946054e-07
2020-10-29,all,ASYM,9203,0.003978705902740594
2020-10-29,affected,ASYM,9203,0.004885870573094297
2020-10-29,unaffected,ASYM,9203,1.137732728200904e-06
2021-08-11,all,ASYM,9203,0.0011376203656607855
2021-08-11,affected,ASYM,9203,0.0015143498816807509
2021-08-11,unaffected,ASYM,9203,1.3555350844369824e-06
2022-07-23,all,ASYM,9203,0.000651844818845005
2022-07-23,affected,ASYM,9203,0.0008527020757842002
2022-07-23,unaffected,ASYM,9203,1.4498916133250112e-06
2024-01-09,all,ASYM,9203,0.0007741765263660357
2024-01-09,affected,ASYM,9203,0.0009016399677545346
2024-01-09,unaffected,ASYM,9203,1.8980285416005637e-06
2024-01-12,all,ASYM,9203,0.0005457163537867031
2024-01-12,affected,ASYM,9203,0.0008181362399492725
2024-01-12,unaffected,ASYM,9203,8.765814615642818e-07
2020-10-29,all,ASYM,9204,0.00397893823142653
2020-10-29,affected,ASYM,9204,0.004886155878969701
2020-10-29,unaffected,ASYM,9204,1.1377768141680855e-06
2021-08-11,all,ASYM,9204,0.0011376550137490867
2021-08-11,affected,ASYM,9204,0.0015143960109793367
2021-08-11,unaffected,ASYM,9204,1.355554361074805e-06
2022-07-23,all,ASYM,9204,0.0006518560802930348
2022-07-23,affected,ASYM,9204,0.0008527167871261561
2022-07-23,unaffected,ASYM,9204,1.4499819762609447e-06
2024-01-09,all,ASYM,9204,0.0007741883245801621
2024-01-09,affected,ASYM,9204,0.0009016537031255182
2024-01-09,unaffected,ASYM,9204,1.8980898641819196e-06
2024-01-12,all,ASYM,9204,0.0005457317443309574
2024-01-12,affected,ASYM,9204,0.0008181593415097598
2024-01-12,unaffected,ASYM,9204,8.765499733523474e-07
2020-10-29,all,ASYM,9205,0.003978886811662017
2020-10-29,affected,ASYM,9205,0.004886092767646888
2020-10-29,unaffected,ASYM,9205,1.1376200360483825e-06
2021-08-11,all,ASYM,9205,0.0011376340110652418
2021-08-11,affected,ASYM,9205,0.0015143681555054222
2021-08-11,unaffected,ASYM,9205,1.3552205763112288e-06
2022-07-23,all,ASYM,9205,0.0006518504123164977
2022-07-23,affected,ASYM,9205,0.0008527094649962734
2022-07-23,unaffected,ASYM,9205,1.4496703057952162e-06
2024-01-09,all,ASYM,9205,0.0007741853343645732
2024-01-09,affected,ASYM,9205,0.0009016502509544353
2024-01-09,unaffected,ASYM,9205,1.8978985554077642e-06
2024-01-12,all,ASYM,9205,0.0005457255517309658
2024-01-12,affected,ASYM,9205,0.0008181500316617197
2024-01-12,unaffected,ASYM,9205,8.76591869458043e-07
