event,fold,type,type_group,population,n_windows,n_counties,NET_path_mse,ASYM_path_mse,PERSISTENCE_path_mse,NET_path_rmse,ASYM_path_rmse,PERSISTENCE_path_rmse,delta_rmse_seed_mean,seeds_delta_rmse_positive,delta_rmse_1h,delta_rmse_6h,delta_rmse_24h,delta_seed_mean,delta_seed_sd,seeds_delta_positive,delta_mse_1h,delta_mse_6h,delta_mse_24h,NET_mean_signed_error,ASYM_mean_signed_error,PERSISTENCE_mean_signed_error,NET_oob_fraction,delta_untrained_seed_mean
2021-12-15,0,wind,wind_tropical,unaffected,405,20,0.00035808148530175164,1.0809709165616356e-06,1.084174218356438e-06,0.018529609580560907,0.001015469940496711,0.0010412368694761235,0.017514139640064198,5,0.001296366778161576,0.009310922158236937,0.026064609700359332,0.00035700051438518994,0.0001644956387600435,5,3.681840910923975e-06,0.0001086637298886829,0.0007823944706106089,-0.003902996418147097,5.8763315020224675e-05,2.1259823876926663e-05,0.5919138943110982,1.1099181164341328e-06
2022-01-16,2,winter,winter,affected,3990,193,0.0004585944515287352,0.0003815858055487812,0.00045693478659509644,0.02136812422645786,0.019533008792954533,0.02137603299480744,0.0018351154335033294,5,9.272517520401043e-05,0.0008076165277084247,0.003381242795996761,7.700864597995398e-05,7.781584012404059e-05,5,1.7288744905176755e-06,2.645111993583767e-05,0.0001751393082662621,-0.00032017693649546584,-0.0013767339563120636,-0.00013445945353874754,0.4773986861584012,1.272586908444023e-05
2022-01-16,2,winter,winter,all,8628,428,0.00032591892058403486,0.00017302265427460026,0.00020650611455657892,0.01791541988918941,0.013153191667608565,0.014370320614258365,0.004762228221580844,5,0.00020909718045092617,0.002410039464860048,0.007359650808351247,0.00015289626630943454,9.601183045599617e-05,5,2.6667799455526077e-06,5.809979274409587e-05,0.0002971537215881654,0.0013297833133222767,-0.0005343952002306843,-6.314356114980168e-05,0.48490726344333235,5.622131819349094e-06
2022-01-16,2,winter,winter,unaffected,4638,235,0.00021695561219115333,1.734619398358124e-06,8.349073079240717e-07,0.014321425762082313,0.0012224264618892122,0.0009137326238698451,0.013098999300193098,5,0.0013871035997105221,0.008051943286002153,0.017789973826818413,0.00021522099279279523,0.00011452620494584343,5,3.4370597447940732e-06,8.409210700789946e-05,0.00039736130359296256,0.002684857050406635,0.00015739790582763988,-4.573487826114216e-06,0.49107388223478654,-2.1200133878961113e-07
2022-03-12,3,winter,winter,affected,3249,160,0.0004528541467248554,0.0003064641609194863,0.0002957465421980993,0.021153918213174312,0.01747210068774883,0.017197282988835744,0.003681817525425482,5,1.9449560549450115e-05,0.0015570654991973513,0.006412722956148758,0.00014638998580536908,7.500646057209096e-05,5,4.123807354237285e-07,5.427564617650308e-05,0.000284836179896545,0.0021234710303231702,0.00013155060122659485,-0.00012959783447187136,0.4388591039313696,7.490876895611422e-06
2022-03-12,3,winter,winter,all,7550,382,0.0003202258428815124,0.00014379219592501269,0.00012425409336745693,0.017706932893113182,0.011890223466484924,0.01114693201591617,0.0058167094266282585,5,0.00018940930514500277,0.0030602967498018973,0.00915036157783872,0.00017643364695649975,6.783265503276789e-05,5,2.6443033206495608e-06,7.675131808755887e-05,0.0003251614030520773,0.0028131767789610213,0.00029240425540360177,-6.0175610152489784e-05,0.43330375776412505,3.153715969550833e-06
2022-03-12,3,winter,winter,unaffected,4301,222,0.00022463787614757165,2.6551140073139848e-05,6.55932048074992e-07,0.014694759225592841,0.003907614356661073,0.0008098963193366123,0.010787144868931765,5,0.0015481139369389017,0.007721225298464876,0.014376412044937387,0.00019808673607443183,6.366958925906657e-05,5,4.25289617486636e-06,9.295000054597747e-05,0.00035422462694795654,0.0033102620032045165,0.00040833481697261575,-1.014157460698955e-05,0.42929990467061535,2.7834221038701462e-08
2022-04-13,1,convective,convective_flood,affected,2572,133,0.0007420455231476161,0.0005492695594412481,0.0007304747167298728,0.027190256122545282,0.02342029897825183,0.027027295771680022,0.003769957144293451,5,0.005586496675406203,0.004427868053595992,0.003441114048829955,0.00019277596370636792,8.444306990464405e-05,5,0.00017395572742973732,0.0002141408103794617,0.0001889997876901298,0.0031738619581817206,0.0013250509340267725,-5.912025606455969e-05,0.31197343946230965,2.1606958103253496e-05
2022-04-13,1,convective,convective_flood,all,3794,202,0.000588277460125328,0.000386950041423441,0.0004811691434587815,0.024211975277446802,0.019643946110506155,0.021935567999456534,0.0045680291669406466,5,0.006805679325159439,0.005400035584660302,0.003981152150904249,0.00020132741870188697,5.232938923081689e-05,5,0.00018775184105002257,0.00022163348011624884,0.000191758158685208,0.004358364490353847,0.0018734242555468665,-3.861248810215096e-05,0.3191666653481937,1.436289998971369e-05
2022-04-13,1,convective,convective_flood,unaffected,1222,69,0.0002918839473432367,7.407328930216083e-05,6.236181681273724e-07,0.016898022182102422,0.008094689548721157,0.0007896949842359216,0.008803332633381265,5,0.013728426991406344,0.011753862838217366,0.006414798461247753,0.00021781065804107582,9.867545309028778e-05,5,0.00021434434991231152,0.0002360758725074475,0.00019707501871919905,0.006641536037874034,0.0029304337013754535,9.169776804630681e-07,0.3330318688673616,3.9971550999186017e-07
2022-06-08,2,convective,convective_flood,affected,2005,109,0.0009546476273297394,0.0007312462770785082,0.0009712490632967775,0.030877302642355962,0.02700067029750013,0.031164869056307255,0.003876632344855832,5,0.0015938334918607852,0.0015051414270901447,0.0063314031231198,0.00022340135025123117,6.58520515727672e-05,5,3.945824096434149e-05,8.255547661806602e-05,0.00043840967488945374,0.005381280028499019,0.0006969653327436827,-1.0435847025287466e-06,0.34855781501212457,2.8902830572829272e-05
2022-06-08,2,convective,convective_flood,all,3256,178,0.0007369532432329626,0.00048591201807085397,0.00059511444406947,0.02709747322334351,0.022003538552550998,0.024394967597221155,0.005093934670792514,5,0.001340093255831231,0.002215304307817015,0.0077584822899775365,0.0002510412251621086,7.956302765692629e-05,5,2.617544452499247e-05,9.879201836739861e-05,0.0004732071511247573,0.005748916846820453,0.001163155184945229,3.83722752921997e-06,0.36298687040093747,1.7616561838293238e-05
2022-06-08,2,convective,convective_flood,unaffected,1251,69,0.0003930592161815327,9.835500021818282e-05,9.307702176362536e-07,0.01959149356044077,0.009446329099598912,0.0009647643326928362,0.01014516446084186,5,0.001442690493293659,0.007135839632403866,0.012771150648421898,0.00029470421596334987,0.0001599217774062295,5,5.192476236745417e-06,0.00012444104808735862,0.0005281770773515413,0.006329676458371705,0.0018996000239302803,1.1547496127199796e-05,0.3857805955803667,-2.1247138003196035e-07
2022-06-17,3,convective,convective_flood,affected,5173,289,0.0014228377502388016,0.0015147953791230626,0.001773536523849226,0.037713912419578215,0.03891715214301207,0.04211337701786958,-0.001203239723433855,1,-0.0003229761007551617,-0.0014840792019042224,-0.0006583576102422023,-9.195762888426105e-05,9.623688395260493e-05,1,-1.2488177813812302e-05,-9.641116819480609e-05,-5.3111324149421104e-05,-0.0005628961669541837,-0.005999185725195361,-0.001538354857431153,0.30390172512182995,4.2742888492229874e-05
