event,fold,type,type_group,population,n_windows,n_counties,model,seed,path_mse,mse_1h,mse_6h,mse_24h,mean_signed_error,oob_fraction
2019-11-27,2,wind,wind_tropical,affected,3009,165,ASYM,9204,0.00016841118850255966,3.8194495341791883e-05,8.911195491519987e-05,0.00019164195673952882,0.0011153366193934473,0.0
2019-11-27,2,wind,wind_tropical,affected,3009,165,ASYM,9205,0.0001713883150280442,3.882200108833617e-05,8.954036078840066e-05,0.00022920891448147465,0.0004620257619315108,0.0
2019-11-27,2,wind,wind_tropical,affected,3009,165,PERSISTENCE,0,0.00022142584843857192,3.962025964700997e-05,0.00011574144301776299,0.00025531262028190076,-0.00014849545388722298,0.0
2019-11-27,2,wind,wind_tropical,unaffected,1865,117,NET,9201,0.0003069472382828038,4.533477452673351e-06,9.682621474705888e-05,0.0007909248012772172,0.002001673325676272,0.5376521248126344
2019-11-27,2,wind,wind_tropical,unaffected,1865,117,NET,9202,0.00028945111873392783,5.132687742888117e-06,0.00011796662793857543,0.0005587294954952989,-0.0002310989508104863,0.5966586828070466
2019-11-27,2,wind,wind_tropical,unaffected,1865,117,NET,9203,0.00036124663141157636,5.1597163266016586e-06,0.00011661953963634469,0.0008144968260477292,0.0039601570828874015,0.4857911284861071
2019-11-27,2,wind,wind_tropical,unaffected,1865,117,NET,9204,0.0002863033417906794,4.206619317771013e-06,0.00010719083687550682,0.0005785607355028316,-0.00026983923146570236,0.609994214884847
2019-11-27,2,wind,wind_tropical,unaffected,1865,117,NET,9205,0.00019153731828139682,3.6015719988431237e-06,8.316172515232867e-05,0.0003693279042712275,-0.00014229082169790096,0.5918800692016786
2019-11-27,2,wind,wind_tropical,unaffected,1865,117,ASYM,9201,3.653999856541282e-05,5.299744552871205e-07,5.271189871903514e-06,0.00011130540587438376,0.0017790080328874058,0.0
2019-11-27,2,wind,wind_tropical,unaffected,1865,117,ASYM,9202,7.5454481873885766e-06,4.378205986725787e-07,3.735577198621176e-06,1.9235772624579012e-05,0.001128081749180514,0.0
2019-11-27,2,wind,wind_tropical,unaffected,1865,117,ASYM,9203,1.0460569237188712e-05,4.87323599085472e-07,3.6224518232781287e-06,3.110248955051462e-05,0.0012759754514339093,0.0
2019-11-27,2,wind,wind_tropical,unaffected,1865,117,ASYM,9204,2.5520452744306556e-05,5.390271193300517e-07,5.119189292849033e-06,6.950007078878032e-05,0.0024070366759121223,0.0
2019-11-27,2,wind,wind_tropical,unaffected,1865,117,ASYM,9205,2.4366855443824216e-05,5.381011384561008e-07,3.242871686531504e-06,9.612165165570972e-05,0.0017274951829621805,0.0
2019-11-27,2,wind,wind_tropical,unaffected,1865,117,PERSISTENCE,0,1.325816915983667e-06,4.3285375107529267e-07,1.1259948390066146e-06,1.5428845587657277e-06,-1.4484655912412489e-05,0.0
2020-02-06,1,flood,convective_flood,all,2716,160,NET,9201,0.0011214900381041,0.0002574976460928237,0.0010322912726219197,0.0013520103464908391,0.0017076548379206095,0.37952251866045283
2020-02-06,1,flood,convective_flood,all,2716,160,NET,9202,0.0011771824200892018,0.00024689693592601483,0.0009392384645440907,0.0015132781618949474,-0.00013616721659850793,0.5005809293764317
2020-02-06,1,flood,convective_flood,all,2716,160,NET,9203,0.0009700629468152369,0.00022224491278948367,0.0007032432090194199,0.0012995033152304375,-0.00033979030719435526,0.40096872937384853
2020-02-06,1,flood,convective_flood,all,2716,160,NET,9204,0.0010427917243008816,0.0002614463464156276,0.000724750666985304,0.0014599076443678085,-0.004419235981305397,0.654740546764843
2020-02-06,1,flood,convective_flood,all,2716,160,NET,9205,0.00100411329285736,0.00019428634697322863,0.0006957085283363912,0.001423677833477128,0.0021950257890782044,0.22256730118034057
2020-02-06,1,flood,convective_flood,all,2716,160,ASYM,9201,0.0008465261686480604,8.010717459349447e-05,0.0003152880659224968,0.0016943753885673685,-7.684578051758593e-05,0.0
2020-02-06,1,flood,convective_flood,all,2716,160,ASYM,9202,0.0009319863391722544,8.645071888520434e-05,0.00037626315660244493,0.00182087495799166,0.0010083079493136916,0.0
2020-02-06,1,flood,convective_flood,all,2716,160,ASYM,9203,0.0008714955560771396,0.00011592882101356466,0.0003231506744783001,0.0017157640890927838,2.6916986218307026e-05,0.0
2020-02-06,1,flood,convective_flood,all,2716,160,ASYM,9204,0.0008851357983296531,7.928795471032444e-05,0.00036442194585000756,0.0017233152170106683,0.0004586820444655493,0.0
2020-02-06,1,flood,convective_flood,all,2716,160,ASYM,9205,0.0008640954373564297,8.14819525655511e-05,0.0003435711253385675,0.0017085675753147598,-9.72673399297041e-05,0.0
2020-02-06,1,flood,convective_flood,all,2716,160,PERSISTENCE,0,0.0009585614004715721,7.714834305007668e-05,0.0004330765766821132,0.001843792292557969,9.03112065760587e-06,0.0
2020-02-06,1,flood,convective_flood,affected,1536,89,NET,9201,0.0019204171846967369,0.00035761220771663186,0.0017284922892532037,0.002373516669292374,0.0008466003677227992,0.34660531070846706
2020-02-06,1,flood,convective_flood,affected,1536,89,NET,9202,0.0019995682025908874,0.00034556048528623683,0.0015812933027305456,0.0026121338285807366,-0.0008338809570308672,0.46729331544252445
2020-02-06,1,flood,convective_flood,affected,1536,89,NET,9203,0.001690725783572695,0.00030814744359086927,0.0012160014899483588,0.002290151959342946,-0.002320358619609825,0.4015590942899119
2020-02-06,1,flood,convective_flood,affected,1536,89,NET,9204,0.0018178339340199278,0.0003581261026858708,0.001264745648575694,0.002563365434504212,-0.005364157356635025,0.6071720080054646
2020-02-06,1,flood,convective_flood,affected,1536,89,NET,9205,0.0017565680201484858,0.00027608372019169734,0.0012093585412005945,0.002503105012674751,0.0007947627016992824,0.20011491338184126
2020-02-06,1,flood,convective_flood,affected,1536,89,ASYM,9201,0.001514046090381166,0.000143860817224924,0.000564702674515255,0.0030267190346591213,-0.0006663519256743624,0.0
2020-02-06,1,flood,convective_flood,affected,1536,89,ASYM,9202,0.0016239128179338744,0.00015489201342891066,0.0006578747462332796,0.0031619301797659164,0.000520835563970702,0.0
2020-02-06,1,flood,convective_flood,affected,1536,89,ASYM,9203,0.0015451156337598993,0.00020820148220054385,0.0005759255446870955,0.0030312760606366258,-0.0008256601465504042,0.0
2020-02-06,1,flood,convective_flood,affected,1536,89,ASYM,9204,0.0015645903893827052,0.000142230053821118,0.0006464880265180999,0.003040631579798388,-0.00011230376411846739,0.0
2020-02-06,1,flood,convective_flood,affected,1536,89,ASYM,9205,0.0015358837199546873,0.00014613409262498203,0.0006084483965841621,0.0030400383317341515,-0.0008005019143845298,0.0
2020-02-06,1,flood,convective_flood,affected,1536,89,PERSISTENCE,0,0.0017226985517506924,0.00013858666100427928,0.0007780663231043492,0.003314056887329828,2.1883952382484786e-05,0.0
2020-02-06,1,flood,convective_flood,unaffected,1180,71,NET,9201,0.0001200179811076958,0.00013200192800100785,0.00015958858980242235,7.153058973961919e-05,0.002787004807605187,0.4207849342622378
2020-02-06,1,flood,convective_flood,unaffected,1180,71,NET,9202,0.00014630446737582135,0.00012322009236179283,0.00013440916033853462,0.00013583936844374693,0.0007384316974645906,0.5423076567020337
2020-02-06,1,flood,convective_flood,unaffected,1180,71,NET,9203,6.66968556685648e-05,0.00011456427558774672,6.0489870953567225e-05,5.770431063870067e-05,0.0021428939154109513,0.4002286944790651
2020-02-06,1,flood,convective_flood,unaffected,1180,71,NET,9204,7.125994028686584e-05,0.00014025622940081568,4.7855549217068236e-05,7.66999919433027e-05,-0.0032347570742020616,0.7143687150688526
2020-02-06,1,flood,convective_flood,unaffected,1180,71,NET,9205,6.0895395267075986e-05,9.175161153035943e-05,5.183738545027724e-05,7.059305955334823e-05,0.003950285152130657,0.25071184363198057
2020-02-06,1,flood,convective_flood,unaffected,1180,71,ASYM,9201,9.775844222054796e-06,1.9063664705459078e-07,2.6415847287574303e-06,2.4254480086156944e-05,0.0006621126267916126,0.0
2020-02-06,1,flood,convective_flood,unaffected,1180,71,ASYM,9202,6.46418798795203e-05,6.581102318259967e-07,2.3257079459567735e-05,0.00013983390534505656,0.0016193648830534952,0.0
2020-02-06,1,flood,convective_flood,unaffected,1180,71,ASYM,9203,2.7098557291708654e-05,2.6309079326677776e-07,6.292034357416001e-06,6.674204025613659e-05,0.0010956404343368323,0.0
2020-02-06,1,flood,convective_flood,unaffected,1180,71,ASYM,9204,3.3425113770194e-05,3.8870371228746673e-07,1.0846154590004522e-05,7.203132562887814e-05,0.0011744248186060773,0.0
2020-02-06,1,flood,convective_flood,unaffected,1180,71,ASYM,9205,2.199463240931808e-05,4.3912911077146516e-07,1.1541869833526215e-05,3.9540852479183934e-05,0.0007842520562178945,0.0
2020-02-06,1,flood,convective_flood,unaffected,1180,71,PERSISTENCE,0,6.993376005628842e-07,1.3411350185090902e-07,6.246410260707013e-07,7.845610833849928e-07,-7.080175448228233e-06,0.0
2020-08-04,3,tropical,wind_tropical,all,1615,87,NET,9201,0.0029592618198986914,0.00032131676662938106,0.0018399140023940615,0.004955191741359701,0.0005770653882204014,0.31874979877008275
2020-08-04,3,tropical,wind_tropical,all,1615,87,NET,9202,0.0033241856063856963,0.00033678755992285007,0.001944625668269709,0.0055155894437572475,-0.007065057476664692,0.4129907223720612
2020-08-04,3,tropical,wind_tropical,all,1615,87,NET,9203,0.003255577648026169,0.0003268429972189256,0.001988526351151699,0.005523073337736298,0.009428885868606296,0.11465892870558184
2020-08-04,3,tropical,wind_tropical,all,1615,87,NET,9204,0.0029997520121918713,0.0003179355500157693,0.0018661942725658209,0.004866449529593383,0.005724581707128306,0.18071216402859405
2020-08-04,3,tropical,wind_tropical,all,1615,87,NET,9205,0.0030708837050733074,0.00032450001819494785,0.0019178805847762407,0.005108299357339627,0.007172675635251226,0.12503952361964532
2020-08-04,3,tropical,wind_tropical,all,1615,87,ASYM,9201,0.0035495409063688375,0.00035049654510901137,0.0022042328274670953,0.006096103081296273,-0.0033931171400733255,0.0
2020-08-04,3,tropical,wind_tropical,all,1615,87,ASYM,9202,0.004046398437408529,0.000349438131755118,0.0024079743915280485,0.006998781824662138,-8.035946697111185e-05,0.0
2020-08-04,3,tropical,wind_tropical,all,1615,87,ASYM,9203,0.004005884344227581,0.0003388124273086949,0.0023200263161728685,0.007091737463006484,0.0008711601938710672,0.0
2020-08-04,3,tropical,wind_tropical,all,1615,87,ASYM,9204,0.0036887198255479577,0.00032107447887553696,0.002097950026295768,0.006594520940341774,-0.0004714092141370461,0.0
2020-08-04,3,tropical,wind_tropical,all,1615,87,ASYM,9205,0.003939179480680882,0.000347479663202069,0.0023789421921784656,0.006800481467079236,-0.0006872456392820521,0.0
2020-08-04,3,tropical,wind_tropical,all,1615,87,PERSISTENCE,0,0.004541346937332208,0.0003438781754097964,0.002504533774657708,0.008253027712674417,0.003670405151932897,0.0
2020-08-04,3,tropical,wind_tropical,affected,1410,74,NET,9201,0.0032317028501449353,0.0003722160619808402,0.002009385721221812,0.005502912353596692,-0.0008030348583787976,0.29250321750321745
2020-08-04,3,tropical,wind_tropical,affected,1410,74,NET,9202,0.0038188739713276095,0.0003919663595288681,0.002193216260620245,0.006352641917786461,-0.008581845086714907,0.3947983697983698
2020-08-04,3,tropical,wind_tropical,affected,1410,74,NET,9203,0.003495840816506866,0.0003764671574714599,0.0021649213603853116,0.006030403370626496,0.007629751245303931,0.11018339768339766
2020-08-04,3,tropical,wind_tropical,affected,1410,74,NET,9204,0.0032206409473989443,0.000366459098250491,0.002036707398576852,0.005226311833889302,0.003843064655192391,0.1789843414843415
2020-08-04,3,tropical,wind_tropical,affected,1410,74,NET,9205,0.003324515870253157,0.0003781519315307181,0.0021651942283198566,0.005463330532405846,0.00551622395840827,0.11596954096954097
2020-08-04,3,tropical,wind_tropical,affected,1410,74,ASYM,9201,0.0041660291526531565,0.00041188537770545184,0.002590042855795941,0.007132510186724876,-0.004338837357765022,0.0
2020-08-04,3,tropical,wind_tropical,affected,1410,74,ASYM,9202,0.004739340208697854,0.0004104531217531303,0.002823858716525245,0.008174573209771127,-0.000725697178663036,0.0
2020-08-04,3,tropical,wind_tropical,affected,1410,74,ASYM,9203,0.004703449030897618,0.0003979997961444334,0.0027226463373853887,0.00832882930972026,0.0007913550254917431,0.0
2020-08-04,3,tropical,wind_tropical,affected,1410,74,ASYM,9204,0.004330834158283721,0.0003769888113864949,0.0024629530562293093,0.007743193911363337,-0.0008175679934317101,0.0
2020-08-04,3,tropical,wind_tropical,affected,1410,74,ASYM,9205,0.0045833214637761325,0.00040832295760359687,0.0027933495255292526,0.00790307205600743,-0.001433509540838777,0.0
2020-08-04,3,tropical,wind_tropical,affected,1410,74,PERSISTENCE,0,0.005338735240691159,0.0004041562537824919,0.002944134768087994,0.009702399693988728,0.00427210834490641,0.0
2020-08-04,3,tropical,wind_tropical,unaffected,205,13,NET,9201,0.0014084436477277652,3.158231616722959e-05,0.0008752288336822488,0.0018373974870876083,0.00843302063809276,0.46815341521223874
2020-08-04,3,tropical,wind_tropical,unaffected,205,13,NET,9202,0.0005082672213317279,2.269285447320945e-05,0.0005295715271974225,0.0007508292069755696,0.001568964303621141,0.5165471908684579
2020-08-04,3,tropical,wind_tropical,unaffected,205,13,NET,9203,0.0018879257659052762,4.436700808911547e-05,0.000984431683206518,0.00263519468897671,0.019670113724327434,0.14013502837032246
2020-08-04,3,tropical,wind_tropical,unaffected,205,13,NET,9204,0.001742384227166999,4.172458314119957e-05,0.0008955810937337953,0.002818002566678155,0.016434755695071204,0.19054746158818558
2020-08-04,3,tropical,wind_tropical,unaffected,205,13,NET,9205,0.0016271313802033935,1.9096819206717166e-05,0.000510095229220276,0.0030873526685011466,0.01660170825728038,0.17666865562793163
2020-08-04,3,tropical,wind_tropical,unaffected,205,13,ASYM,9201,4.030011982732932e-05,1.0524210985046368e-06,8.083435441356963e-06,0.000196554942702684,0.0019902133298640243,0.0
2020-08-04,3,tropical,wind_tropical,unaffected,205,13,ASYM,9202,0.00010196066237699168,2.1220348433555824e-06,4.0632849236314395e-05,0.00030581547865712134,0.003593101353429073,0.0
2020-08-04,3,tropical,wind_tropical,unaffected,205,13,ASYM,9203,3.513151241351609e-05,1.8997123975680743e-06,2.818927234775368e-05,4.9830027866536494e-05,0.0013254357677226014,0.0
2020-08-04,3,tropical,wind_tropical,unaffected,205,13,ASYM,9204,3.360746997515639e-05,2.7928938131613076e-06,2.024047128945513e-05,5.592095144979552e-05,0.0014990330680018085,0.0
2020-08-04,3,tropical,wind_tropical,unaffected,205,13,ASYM,9205,0.00027252511536945934,1.1409104549109193e-06,2.0008140797064023e-05,0.0005241965762572046,0.0035607181080408476,0.0
2020-08-04,3,tropical,wind_tropical,unaffected,205,13,PERSISTENCE,0,2.3673643658718487e-06,7.568062113758561e-07,2.1896582083882947e-06,2.756434423740155e-06,0.0002453254380836716,0.0
2020-10-29,4,tropical,wind_tropical,all,2309,140,NET,9201,0.0034771548883516068,0.0005481791520096913,0.002773194797319386,0.0054475653923505086,-0.004168613795201049,0.2896227474575689
2020-10-29,4,tropical,wind_tropical,all,2309,140,NET,9202,0.003621639244339908,0.0005504097487933532,0.002844701328437029,0.0055309981580550565,-0.011154131717350415,0.36846197948876525
2020-10-29,4,tropical,wind_tropical,all,2309,140,NET,9203,0.003358516134902383,0.0005478658323537444,0.0027860149194152387,0.005140083747686588,-0.004881293282002408,0.23882837731052017
2020-10-29,4,tropical,wind_tropical,all,2309,140,NET,9204,0.0038362549043363544,0.0005605753352499957,0.003023136345776956,0.005690045494278145,-0.011513671107706442,0.3923479050711194
2020-10-29,4,tropical,wind_tropical,all,2309,140,NET,9205,0.0037382386159901873,0.0005491990885341558,0.0028444104085933617,0.005946708042762441,-0.008601355432051351,0.1885854720676149
2020-10-29,4,tropical,wind_tropical,all,2309,140,ASYM,9201,0.0054934171875067,0.0006214011506672926,0.004541956143177941,0.007758113653481443,-0.015641928612027668,0.0
2020-10-29,4,tropical,wind_tropical,all,2309,140,ASYM,9202,0.003978877985582316,0.0005568328546797296,0.003056471972653994,0.006135678914123071,0.005087727191521163,0.0
2020-10-29,4,tropical,wind_tropical,all,2309,140,ASYM,9203,0.005625830663463937,0.0006723146802667537,0.004583801090789872,0.007707374226472833,-0.01372043623165748,0.0
2020-10-29,4,tropical,wind_tropical,all,2309,140,ASYM,9204,0.004919521266466957,0.0005619312755356184,0.0039209529888879205,0.006882980096199936,-0.013050278132442712,0.0
2020-10-29,4,tropical,wind_tropical,all,2309,140,ASYM,9205,0.0068352563616882744,0.0008108735770502879,0.0058275789923625376,0.00894137278071062,-0.017526690924759506,0.0
2020-10-29,4,tropical,wind_tropical,all,2309,140,PERSISTENCE,0,0.004206633897026514,0.0005585666605035411,0.003100682202453565,0.006729503878709555,0.006157863554473245,0.0
2020-10-29,4,tropical,wind_tropical,affected,1907,114,NET,9201,0.004162076182116175,0.0006723434836399862,0.0033752889210357678,0.006434019460597274,-0.00682754924666718,0.26682558933107176
2020-10-29,4,tropical,wind_tropical,affected,1907,114,NET,9202,0.004402046960973629,0.0006752443082878153,0.003473893209701395,0.006696821501727427,-0.013580601490009782,0.3175791435659857
2020-10-29,4,tropical,wind_tropical,affected,1907,114,NET,9203,0.0040643856879292745,0.00067227627098864,0.003403561952995177,0.006177186191733655,-0.007512577547307235,0.21351840776182882
2020-10-29,4,tropical,wind_tropical,affected,1907,114,NET,9204,0.004635555855904773,0.000687306988717266,0.003681501288771454,0.006842788659716164,-0.014936390231735633,0.369651875901876
2020-10-29,4,tropical,wind_tropical,affected,1907,114,NET,9205,0.004552033819256547,0.0006739701140281706,0.003480463112699363,0.007210244099173297,-0.011755095885644473,0.16542091761390004
2020-10-29,4,tropical,wind_tropical,affected,1907,114,ASYM,9201,0.0067432456804702385,0.0007630091031971193,0.005575281748930437,0.00952316216045719,-0.019467118270405762,0.0
2020-10-29,4,tropical,wind_tropical,affected,1907,114,ASYM,9202,0.0048860819060693875,0.0006838025257181278,0.0037533354298818324,0.00753472156172191,0.006184070979611625,0.0
2020-10-29,4,tropical,wind_tropical,affected,1907,114,ASYM,9203,0.00689269668284547,0.0008249361420319401,0.005624057698492733,0.009425700984210732,-0.017380297901596717,0.0
2020-10-29,4,tropical,wind_tropical,affected,1907,114,ASYM,9204,0.006039148691520691,0.0006900380837758208,0.004813676053853218,0.00844912028657453,-0.016236808520122256,0.0
2020-10-29,4,tropical,wind_tropical,affected,1907,114,ASYM,9205,0.008387036610522747,0.000995605557750705,0.007151372935281843,0.010969170578915149,-0.021803598697193508,0.0
2020-10-29,4,tropical,wind_tropical,affected,1907,114,PERSISTENCE,0,0.005165799635322099,0.0006859315636868553,0.003807631267894018,0.008264039649007713,0.007568635650292154,0.0
2020-10-29,4,tropical,wind_tropical,unaffected,402,26,NET,9201,0.0004740384464608091,3.7663133230135885e-06,0.00013324363948602057,0.0011223437084993035,0.007489795491996607,0.3895795177045177
2020-10-29,4,tropical,wind_tropical,unaffected,402,26,NET,9202,0.00019985156371513162,3.058218702250247e-06,8.59369259701944e-05,0.00041931118964543706,-0.0005149950218439572,0.5915636446886446
2020-10-29,4,tropical,wind_tropical,unaffected,402,26,NET,9203,0.0002635496331690875,2.3739091084325575e-06,7.830869525704312e-05,0.0005927884160955965,0.006655876188949527,0.34980285917785914
2020-10-29,4,tropical,wind_tropical,unaffected,402,26,NET,9204,0.0003316276551517486,4.9057777396568905e-06,0.00013645928803185075,0.0006357100765883709,0.0034936358207292443,0.49186126373626377
2020-10-29,4,tropical,wind_tropical,unaffected,402,26,NET,9205,0.00017005964782230109,2.1261305988613695e-06,5.556393674397342e-05,0.000406588410807147,0.0052265834798569475,0.2901531339031339
2020-10-29,4,tropical,wind_tropical,unaffected,402,26,ASYM,9201,1.339994912810129e-05,5.047434211299903e-07,1.1220794878527206e-05,1.9054815203164038e-05,0.0011300568131686057,0.0
2020-10-29,4,tropical,wind_tropical,unaffected,402,26,ASYM,9202,1.137718831307624e-06,1.196816652153231e-07,9.937371165482006e-07,1.4149977281540222e-06,0.00028068135143220893,0.0
2020-10-29,4,tropical,wind_tropical,unaffected,402,26,ASYM,9203,7.11104246372139e-05,3.1282709886284616e-06,2.267596470810383e-05,0.0001731722886989643,0.0023266495519222467,0.0
2020-10-29,4,tropical,wind_tropical,unaffected,402,26,ASYM,9204,1.0385633539045252e-05,2.3219325165381912e-07,6.705704040074303e-06,1.6057723019023486e-05,0.0009214320289214407,0.0
2020-10-29,4,tropical,wind_tropical,unaffected,402,26,ASYM,9205,3.129680910636223e-05,8.948924407659005e-07,2.325170417789307e-05,5.025935781383841e-05,0.00122590469283573,0.0
2020-10-29,4,tropical,wind_tropical,unaffected,402,26,PERSISTENCE,0,1.0610444997224548e-06,1.2054654593271313e-07,9.8245398388747e-07,1.1547320176405796e-06,-2.7829481040444505e-05,0.0
2021-02-15,1,winter,winter,all,9179,497,NET,9201,0.004611328611337958,0.0006959638381184305,0.0036972647583939796,0.006499029014085872,-0.014901874545759046,0.4962839979387796
2021-02-15,1,winter,winter,all,9179,497,NET,9202,0.00444150758980044,0.0007311795430246101,0.0033033540738714763,0.006433656604585052,-0.01621199028782518,0.5987996786367895
2021-02-15,1,winter,winter,all,9179,497,NET,9203,0.004692099397853137,0.0007912437669940899,0.003734985007937623,0.006557968440116043,-0.014239156682663418,0.40445127493964633
2021-02-15,1,winter,winter,all,9179,497,NET,9204,0.004582374168394968,0.0007124155421504068,0.0034583711080762966,0.006629123055462919,-0.016473907890690722,0.5553154877083745
2021-02-15,1,winter,winter,all,9179,497,NET,9205,0.004301911719509533,0.000750146201464296,0.0031844787550660064,0.006246829848550124,-0.005358063177440369,0.04126283052043497
2021-02-15,1,winter,winter,all,9179,497,ASYM,9201,0.003593117599958056,0.0002541753634707124,0.0017623965052528349,0.0063602357220364355,-0.00618053272014751,0.0
2021-02-15,1,winter,winter,all,9179,497,ASYM,9202,0.00511662511614599,0.0003915632347756611,0.003340467535843817,0.007900108395481005,-0.012307684252257683,0.0
2021-02-15,1,winter,winter,all,9179,497,ASYM,9203,0.003943855777971503,0.00025841914905526533,0.0019989010781685497,0.006955082074153621,-0.007426274795287712,0.0
2021-02-15,1,winter,winter,all,9179,497,ASYM,9204,0.005056132722061863,0.00037484914364664136,0.0032400575575724073,0.007877927118760114,-0.011331133378952214,0.0
2021-02-15,1,winter,winter,all,9179,497,ASYM,9205,0.005545145963523827,0.0005348863119500071,0.003958918219698185,0.008170663751581344,-0.012285323539176852,0.0
2021-02-15,1,winter,winter,all,9179,497,PERSISTENCE,0,0.003191094722850511,0.0002439064944074751,0.0014796164176537159,0.005923396824527143,-0.0015880946072131265,0.0
2021-02-15,1,winter,winter,affected,4279,229,NET,9201,0.009935975123870901,0.0013514816426886303,0.00796193154936059,0.01403850167320997,-0.032919774678142937,0.40462743830647757
2021-02-15,1,winter,winter,affected,4279,229,NET,9202,0.009515338358283013,0.0013846775595253032,0.007076601021273467,0.013867122149627778,-0.03363370349210786,0.5047731915908772
2021-02-15,1,winter,winter,affected,4279,229,NET,9203,0.010099132270942003,0.001526931560696548,0.008041690313311485,0.014155064652667786,-0.03343058223690133,0.3335621175686678
2021-02-15,1,winter,winter,affected,4279,229,NET,9204,0.009869597645400007,0.0013887488317286462,0.00745431463170254,0.014321004925790167,-0.03501341858753891,0.4962968547302608
2021-02-15,1,winter,winter,affected,4279,229,NET,9205,0.00910474674081609,0.0011520662602693254,0.006693358067827388,0.013319787715948108,-0.023479762900407337,0.038531574967164486
2021-02-15,1,winter,winter,affected,4279,229,ASYM,9201,0.007797742459707455,0.0005514350516591267,0.00382459477640908,0.01380324331425324,-0.013412184251103871,0.0
2021-02-15,1,winter,winter,affected,4279,229,ASYM,9202,0.011104245093653514,0.0008496075458220571,0.007249505872496937,0.017145263824120526,-0.02668314979318906,0.0
2021-02-15,1,winter,winter,affected,4279,229,ASYM,9203,0.008558954630408445,0.0005606451272907047,0.004337880483712768,0.015094242976532876,-0.01610115124993672,0.0
2021-02-15,1,winter,winter,affected,4279,229,ASYM,9204,0.010972934231591283,0.0008133358384349929,0.007031571693339979,0.017097106433072138,-0.02456532071278445,0.0
2021-02-15,1,winter,winter,affected,4279,229,ASYM,9205,0.012034247597363113,0.0011606671794000265,0.008591726049463823,0.017732432991491135,-0.026644647769013336,0.0
2021-02-15,1,winter,winter,affected,4279,229,PERSISTENCE,0,0.006925206231816059,0.0005291445291833661,0.0032108546548567946,0.012855147329425812,-0.0034398963710966643,0.0
2021-02-15,1,winter,winter,unaffected,4900,268,NET,9201,6.153737488256785e-05,0.00013583854988493915,5.320246312773479e-05,5.671842102833875e-05,0.0004940177315391299,0.5746024761320526
2021-02-15,1,winter,winter,unaffected,4900,268,NET,9202,0.00010603279135823963,0.00017278011847737609,7.919903299440095e-05,8.192671721645455e-05,-0.001325526393120946,0.6791432067469161
2021-02-15,1,winter,winter,unaffected,4900,268,NET,9203,7.19108607734704e-05,0.00016261501789758645,5.5001743271151716e-05,6.641981073414308e-05,0.002159486794651815,0.46502447284246007
2021-02-15,1,winter,winter,unaffected,4900,268,NET,9204,6.456007796902173e-05,0.00013450388799586657,4.3926828559843754e-05,5.658220357881491e-05,-0.0006323110639062619,0.605745588275494
2021-02-15,1,winter,winter,unaffected,4900,268,NET,9205,0.00019799671996027402,0.00040671450942567024,0.00018621993931094486,0.00020314570066154805,0.010126523526139611,0.043596627243192215
2021-02-15,1,winter,winter,unaffected,4900,268,ASYM,9201,3.597906945777121e-07,1.7361498135840833e-07,2.942511678347126e-07,3.523689855093551e-07,-1.2483895915163865e-06,0.0
2021-02-15,1,winter,winter,unaffected,4900,268,ASYM,9202,3.3789655933748444e-07,1.7462570989745411e-07,2.817929573818812e-07,3.300628002212747e-07,-2.4170786312591577e-05,0.0
2021-02-15,1,winter,winter,unaffected,4900,268,ASYM,9203,3.5713167277314944e-07,1.7381690632650646e-07,2.9554134158632775e-07,3.51303090749587e-07,-1.378707844209826e-05,0.0
2021-02-15,1,winter,winter,unaffected,4900,268,ASYM,9204,3.582978744131302e-07,1.7207981629614965e-07,2.93613203848451e-07,3.447942173761561e-07,-2.2816589968701774e-05,0.0
2021-02-15,1,winter,winter,unaffected,4900,268,ASYM,9205,3.5389580294563074e-07,1.7057073338604465e-07,2.8764874172379897e-07,3.460055390176855e-07,-1.560246218969883e-05,0.0
2021-02-15,1,winter,winter,unaffected,4900,268,PERSISTENCE,0,3.800379508437544e-07,1.7697961762798012e-07,3.1210302869772663e-07,3.712065353675475e-07,-5.7714582230878495e-06,0.0
2021-05-04,2,convective,convective_flood,all,5547,339,NET,9201,0.0007823396041841127,0.0002231914744312028,0.0007142972424582602,0.0010238719026580076,0.0005623399854903238,0.42815147293236594
2021-05-04,2,convective,convective_flood,all,5547,339,NET,9202,0.000810797879848086,0.0002257392856591595,0.0007316253127513682,0.0010879457864523812,0.0023509727887774195,0.4128414403249416
2021-05-04,2,convective,convective_flood,all,5547,339,NET,9203,0.0008216737427869409,0.00022664988464443078,0.0007240256105766655,0.0011353678826322364,-0.0026256811236293467,0.5809477257957011
2021-05-04,2,convective,convective_flood,all,5547,339,NET,9204,0.0007795048036980947,0.00022312296369456503,0.0006977077500918207,0.0010502718745063976,0.001799511236993243,0.30881689027331716
2021-05-04,2,convective,convective_flood,all,5547,339,NET,9205,0.000911844974834818,0.00022701466839522043,0.0007573734011910221,0.001314118235469645,0.0007119441177020799,0.4570385186687174
2021-05-04,2,convective,convective_flood,all,5547,339,ASYM,9201,0.0007399464001307323,0.00022327155983817488,0.0006728945050316838,0.000944189622257852,-0.0015315116902087052,0.0
2021-05-04,2,convective,convective_flood,all,5547,339,ASYM,9202,0.0007276244317176468,0.00019153116810840162,0.0006754195284794771,0.0009106423178894402,-0.0017207310421800573,0.0
