event,footprint,in_conus_grid,G1_denominator,G2_coverage,coverage_year_used,G3_origin_observed,G4_observed_share,era5_files,final,states,observed_share_final
2024-05-08,473,471,468,465,2022,464,460,era5_2024-05-08.nc,460,31,1.0
