design,seed,model,rmse,mae,rmse 1-6 h,rmse 7-24 h,rmse 25-48 h,rmse 49-144 h,rmse_event_equal,false_activity,false_activity_005,oracle_scale,peak_mag,peak_time
event,0,W,0.027997711019485953,0.00705761797388352,0.020117755751039395,0.03127947687081516,0.036063454842390014,0.02533728665483558,0.024443140299368112,0.5899749006608108,0.15962111667335852,0.7982987413663694,0.07463531069072854,25.432992327365728
event,0,GCRK,0.028181715944950572,0.007083105334751818,0.01990515330003466,0.03119214397775976,0.0366819332625285,0.025451860598712163,0.024661827674567673,0.553057708701302,0.16130627325249064,0.6752949410492975,0.0742950276232368,23.418670076726343
event,0,closed,0.02792167301667988,0.006935448013273514,0.019900022105395068,0.03117896789575505,0.03616723462979363,0.025208122771759676,0.024363202646938666,0.5538745745078532,0.1576847689140036,0.8741502061822964,0.0739627809206228,23.42148337595908
