design,contrast,cluster,n_clusters,seeds,rel_rmse_change,ci_lo,ci_hi,p_worse
event,GCRK vs W,county,2409,1,0.006572141748893534,0.0010306362104159973,0.013551679190236093,0.991
event,GCRK vs W,event x state,411,1,0.006572141748893534,-0.003949850919224537,0.024391238493160307,0.817
event,GCRK vs W,event,12,1,0.006572141748893534,-0.005140526725326763,0.031551942338748196,0.723
event,closed vs W,county,2409,1,-0.0027158649774318144,-0.0041270435841419565,-0.001306294626909659,0.0
event,closed vs W,event x state,411,1,-0.0027158649774318144,-0.007122850463665534,0.002759715660654223,0.1458
event,closed vs W,event,12,1,-0.0027158649774318144,-0.008064201647496003,0.003936252417881686,0.1702
