variant,model,seed,event,lead_h,mse
raw,NET,8204,2024-05-08,22,0.0004450566049875283
raw,NET,8204,2024-05-08,23,0.0004247617484037392
raw,NET,8204,2024-05-08,24,0.0004887483291580233
raw,NET,8204,2024-05-26,1,0.000551620032840392
raw,NET,8204,2024-05-26,2,0.001085811780224886
raw,NET,8204,2024-05-26,3,0.0015805070943853837
raw,NET,8204,2024-05-26,4,0.0020495514740581735
raw,NET,8204,2024-05-26,5,0.0024524941892794094
raw,NET,8204,2024-05-26,6,0.002587379326989104
raw,NET,8204,2024-05-26,7,0.0026468136341937175
raw,NET,8204,2024-05-26,8,0.0028503228720814793
raw,NET,8204,2024-05-26,9,0.0030163285373177393
raw,NET,8204,2024-05-26,10,0.0033402579673930347
raw,NET,8204,2024-05-26,11,0.003604234077586435
raw,NET,8204,2024-05-26,12,0.003599776036307035
raw,NET,8204,2024-05-26,13,0.003603112021657896
raw,NET,8204,2024-05-26,14,0.0037272946317284264
raw,NET,8204,2024-05-26,15,0.0038786864947183905
raw,NET,8204,2024-05-26,16,0.00418801589878019
raw,NET,8204,2024-05-26,17,0.0044429018606446215
raw,NET,8204,2024-05-26,18,0.004511052576127747
raw,NET,8204,2024-05-26,19,0.00448967860279363
raw,NET,8204,2024-05-26,20,0.0045266965224911165
raw,NET,8204,2024-05-26,21,0.004685676705520814
raw,NET,8204,2024-05-26,22,0.004981666576814298
raw,NET,8204,2024-05-26,23,0.005238095336785277
raw,NET,8204,2024-05-26,24,0.005292881515594262
raw,NET,8204,2024-06-26,1,0.00022711366056090194
raw,NET,8204,2024-06-26,2,0.00016362729012376966
raw,NET,8204,2024-06-26,3,0.00023892793905723708
raw,NET,8204,2024-06-26,4,0.00021054608244462514
raw,NET,8204,2024-06-26,5,0.00030977030254459784
raw,NET,8204,2024-06-26,6,0.0003816202691085063
raw,NET,8204,2024-06-26,7,0.0003107795028339741
raw,NET,8204,2024-06-26,8,0.00031866195814112084
raw,NET,8204,2024-06-26,9,0.00035766609587909847
raw,NET,8204,2024-06-26,10,0.00033988776674454945
raw,NET,8204,2024-06-26,11,0.0003802784791825132
raw,NET,8204,2024-06-26,12,0.00048345601794680404
raw,NET,8204,2024-06-26,13,0.00039619457236934256
raw,NET,8204,2024-06-26,14,0.00041273172237098904
raw,NET,8204,2024-06-26,15,0.00044320864523225034
raw,NET,8204,2024-06-26,16,0.0004332054266358973
raw,NET,8204,2024-06-26,17,0.00048154623859480083
raw,NET,8204,2024-06-26,18,0.0006223783645904591
raw,NET,8204,2024-06-26,19,0.0005523026436459609
raw,NET,8204,2024-06-26,20,0.0005810926119019649
raw,NET,8204,2024-06-26,21,0.000602391638332934
raw,NET,8204,2024-06-26,22,0.0005965073144675602
raw,NET,8204,2024-06-26,23,0.0006424120429841272
raw,NET,8204,2024-06-26,24,0.000736487593768202
raw,NET,8204,2024-09-27,1,0.0008025924589694084
raw,NET,8204,2024-09-27,2,0.0018158428940293855
raw,NET,8204,2024-09-27,3,0.002932872793926106
raw,NET,8204,2024-09-27,4,0.003962221880634435
raw,NET,8204,2024-09-27,5,0.005240532614863212
raw,NET,8204,2024-09-27,6,0.005779659837353997
raw,NET,8204,2024-09-27,7,0.006323586299345711
raw,NET,8204,2024-09-27,8,0.006797058243779966
raw,NET,8204,2024-09-27,9,0.007317952267099527
raw,NET,8204,2024-09-27,10,0.007762526673248656
raw,NET,8204,2024-09-27,11,0.00837622510474059
raw,NET,8204,2024-09-27,12,0.00851823662420607
raw,NET,8204,2024-09-27,13,0.008727322991806357
raw,NET,8204,2024-09-27,14,0.00883342034517214
raw,NET,8204,2024-09-27,15,0.009371930907021217
raw,NET,8204,2024-09-27,16,0.009770810219065219
raw,NET,8204,2024-09-27,17,0.010782368374046902
raw,NET,8204,2024-09-27,18,0.011059333817533273
raw,NET,8204,2024-09-27,19,0.011316474507578205
raw,NET,8204,2024-09-27,20,0.011590075235005623
raw,NET,8204,2024-09-27,21,0.012442416176068385
raw,NET,8204,2024-09-27,22,0.01284268033413291
raw,NET,8204,2024-09-27,23,0.013970848129888537
raw,NET,8204,2024-09-27,24,0.014416505596447204
raw,NET,8205,2024-01-09,1,0.0003068534574849499
raw,NET,8205,2024-01-09,2,0.00032830937974827443
raw,NET,8205,2024-01-09,3,0.00042629260564884243
raw,NET,8205,2024-01-09,4,0.0005615446489887345
raw,NET,8205,2024-01-09,5,0.0006099913101011764
raw,NET,8205,2024-01-09,6,0.0006089305985851367
raw,NET,8205,2024-01-09,7,0.0005621788490975089
raw,NET,8205,2024-01-09,8,0.0005733368958237054
raw,NET,8205,2024-01-09,9,0.0005610012464110756
raw,NET,8205,2024-01-09,10,0.0006929537262640014
raw,NET,8205,2024-01-09,11,0.0007160415435754771
raw,NET,8205,2024-01-09,12,0.0007457995122478999
raw,NET,8205,2024-01-09,13,0.0006940178437372862
raw,NET,8205,2024-01-09,14,0.0007828160689997353
raw,NET,8205,2024-01-09,15,0.0007460124852496882
raw,NET,8205,2024-01-09,16,0.0009124459598093218
raw,NET,8205,2024-01-09,17,0.0009433854586218966
raw,NET,8205,2024-01-09,18,0.0009844780553011545
raw,NET,8205,2024-01-09,19,0.0009153282948020809
raw,NET,8205,2024-01-09,20,0.0009184665768084562
raw,NET,8205,2024-01-09,21,0.0008655493693477956
raw,NET,8205,2024-01-09,22,0.001052762264668646
raw,NET,8205,2024-01-09,23,0.0010003110685247603
raw,NET,8205,2024-01-09,24,0.001030515943146512
raw,NET,8205,2024-01-12,1,0.0003010685517249548
raw,NET,8205,2024-01-12,2,0.00022620242345165512
raw,NET,8205,2024-01-12,3,0.0004218879448849396
raw,NET,8205,2024-01-12,4,0.0004059420406219515
raw,NET,8205,2024-01-12,5,0.0004897151528955679
raw,NET,8205,2024-01-12,6,0.00041850840774447376
raw,NET,8205,2024-01-12,7,0.00046335920038057584
raw,NET,8205,2024-01-12,8,0.00046225936469002245
raw,NET,8205,2024-01-12,9,0.0005146585609085653
raw,NET,8205,2024-01-12,10,0.0005348997794858616
raw,NET,8205,2024-01-12,11,0.0005362690402930726
raw,NET,8205,2024-01-12,12,0.0005004187604434175
raw,NET,8205,2024-01-12,13,0.0005138540784335642
raw,NET,8205,2024-01-12,14,0.0005456145923829193
raw,NET,8205,2024-01-12,15,0.0005708457534084673
raw,NET,8205,2024-01-12,16,0.0005965628983307343
raw,NET,8205,2024-01-12,17,0.0005739020601959707
raw,NET,8205,2024-01-12,18,0.000569374418333253
raw,NET,8205,2024-01-12,19,0.0005852551704537765
raw,NET,8205,2024-01-12,20,0.0006172730142126712
raw,NET,8205,2024-01-12,21,0.0006311650869973876
raw,NET,8205,2024-01-12,22,0.0006751365079127971
raw,NET,8205,2024-01-12,23,0.0006548398404989457
raw,NET,8205,2024-01-12,24,0.0006416861064692276
raw,NET,8205,2024-05-08,1,0.0002685207693027714
raw,NET,8205,2024-05-08,2,0.00018690844315346678
raw,NET,8205,2024-05-08,3,0.00023960942936549436
raw,NET,8205,2024-05-08,4,0.00022530515134927247
raw,NET,8205,2024-05-08,5,0.00021114519026857912
raw,NET,8205,2024-05-08,6,0.00023876401922859003
raw,NET,8205,2024-05-08,7,0.00029436388118039933
raw,NET,8205,2024-05-08,8,0.0002391859860401764
raw,NET,8205,2024-05-08,9,0.0002493160150261423
raw,NET,8205,2024-05-08,10,0.0002421642050496953
raw,NET,8205,2024-05-08,11,0.0002098113527972959
raw,NET,8205,2024-05-08,12,0.0002272327675560282
raw,NET,8205,2024-05-08,13,0.00028573874194844654
raw,NET,8205,2024-05-08,14,0.00023748653799699976
raw,NET,8205,2024-05-08,15,0.0002522114045778943
raw,NET,8205,2024-05-08,16,0.00023598659338081845
raw,NET,8205,2024-05-08,17,0.00021401716170683813
raw,NET,8205,2024-05-08,18,0.0002538891313888228
raw,NET,8205,2024-05-08,19,0.0003224997624774523
raw,NET,8205,2024-05-08,20,0.00027295614890146633
raw,NET,8205,2024-05-08,21,0.00029223853540855023
raw,NET,8205,2024-05-08,22,0.0002798170920228462
raw,NET,8205,2024-05-08,23,0.000265657555704995
raw,NET,8205,2024-05-08,24,0.0003006632714573669
raw,NET,8205,2024-05-26,1,0.000566603962756927
raw,NET,8205,2024-05-26,2,0.001071947125757096
raw,NET,8205,2024-05-26,3,0.0015592596479585606
raw,NET,8205,2024-05-26,4,0.0020244153761891557
raw,NET,8205,2024-05-26,5,0.002386341183839062
raw,NET,8205,2024-05-26,6,0.002506436644892025
raw,NET,8205,2024-05-26,7,0.0025271857120127447
raw,NET,8205,2024-05-26,8,0.002768442089560881
raw,NET,8205,2024-05-26,9,0.00292873185530723
raw,NET,8205,2024-05-26,10,0.003230831378020129
raw,NET,8205,2024-05-26,11,0.0034676615487734008
raw,NET,8205,2024-05-26,12,0.0034702651481121334
raw,NET,8205,2024-05-26,13,0.0034162707867892114
raw,NET,8205,2024-05-26,14,0.0035665598566319385
raw,NET,8205,2024-05-26,15,0.0037132386037538774
raw,NET,8205,2024-05-26,16,0.004027037138294696
raw,NET,8205,2024-05-26,17,0.004253614174668992
raw,NET,8205,2024-05-26,18,0.004251176247948861
raw,NET,8205,2024-05-26,19,0.0041521676836043875
raw,NET,8205,2024-05-26,20,0.00415613312726612
raw,NET,8205,2024-05-26,21,0.004267330921707036
raw,NET,8205,2024-05-26,22,0.004555845586141904
raw,NET,8205,2024-05-26,23,0.004766153984714439
raw,NET,8205,2024-05-26,24,0.004757677564125806
raw,NET,8205,2024-06-26,1,0.00021932780353245486
raw,NET,8205,2024-06-26,2,0.00015861345832404782
raw,NET,8205,2024-06-26,3,0.00017878211221803168
raw,NET,8205,2024-06-26,4,0.00019134873434978263
raw,NET,8205,2024-06-26,5,0.00030392535406226397
raw,NET,8205,2024-06-26,6,0.0003683100117182361
raw,NET,8205,2024-06-26,7,0.0002860400761775723
raw,NET,8205,2024-06-26,8,0.0003078441450896528
raw,NET,8205,2024-06-26,9,0.00032752952394275584
raw,NET,8205,2024-06-26,10,0.00032538249865977784
raw,NET,8205,2024-06-26,11,0.00033874335650916986
raw,NET,8205,2024-06-26,12,0.00041453506529334246
raw,NET,8205,2024-06-26,13,0.0003206891442904747
raw,NET,8205,2024-06-26,14,0.000336530694959058
raw,NET,8205,2024-06-26,15,0.0003528680126650472
raw,NET,8205,2024-06-26,16,0.0003395126909614566
raw,NET,8205,2024-06-26,17,0.0003463144906357905
raw,NET,8205,2024-06-26,18,0.0004338018731567305
raw,NET,8205,2024-06-26,19,0.00034195171198403115
raw,NET,8205,2024-06-26,20,0.0003608304237406222
raw,NET,8205,2024-06-26,21,0.0003794442881484839
raw,NET,8205,2024-06-26,22,0.0003690451550899521
raw,NET,8205,2024-06-26,23,0.00037599480505784514
raw,NET,8205,2024-06-26,24,0.0004786925685972464
raw,NET,8205,2024-09-27,1,0.0008746714186353483
raw,NET,8205,2024-09-27,2,0.001956035033143745
raw,NET,8205,2024-09-27,3,0.0033842395266706635
raw,NET,8205,2024-09-27,4,0.0044753352567165165
raw,NET,8205,2024-09-27,5,0.005937838877476974
raw,NET,8205,2024-09-27,6,0.006626102772518892
raw,NET,8205,2024-09-27,7,0.007308292144389472
raw,NET,8205,2024-09-27,8,0.008080672745646757
raw,NET,8205,2024-09-27,9,0.008974117313606684
raw,NET,8205,2024-09-27,10,0.00945404091639969
raw,NET,8205,2024-09-27,11,0.009942547982261709
raw,NET,8205,2024-09-27,12,0.010266362794893177
raw,NET,8205,2024-09-27,13,0.01051497095868039
raw,NET,8205,2024-09-27,14,0.010823448054846559
raw,NET,8205,2024-09-27,15,0.011655180830050628
raw,NET,8205,2024-09-27,16,0.012017165055765167
raw,NET,8205,2024-09-27,17,0.012859027155715361
raw,NET,8205,2024-09-27,18,0.013080351378964019
raw,NET,8205,2024-09-27,19,0.013170831689674022
raw,NET,8205,2024-09-27,20,0.013450039917656935
raw,NET,8205,2024-09-27,21,0.014476692065225845
raw,NET,8205,2024-09-27,22,0.014872063805831039
raw,NET,8205,2024-09-27,23,0.015788088152061203
raw,NET,8205,2024-09-27,24,0.016294163463233893
raw,ASYM,8201,2024-01-09,1,0.00011632174703166064
raw,ASYM,8201,2024-01-09,2,0.0002072567783886271
raw,ASYM,8201,2024-01-09,3,0.00025659661691859997
raw,ASYM,8201,2024-01-09,4,0.00045145342388859153
raw,ASYM,8201,2024-01-09,5,0.00046205370083120874
raw,ASYM,8201,2024-01-09,6,0.0005328073535388889
raw,ASYM,8201,2024-01-09,7,0.00047676223196498394
raw,ASYM,8201,2024-01-09,8,0.0005410303093996875
raw,ASYM,8201,2024-01-09,9,0.0005355426458022454
raw,ASYM,8201,2024-01-09,10,0.000720978155802348
raw,ASYM,8201,2024-01-09,11,0.0007381442006021327
raw,ASYM,8201,2024-01-09,12,0.0007737345594113492
raw,ASYM,8201,2024-01-09,13,0.0007142078865114929
raw,ASYM,8201,2024-01-09,14,0.000811248197823518
raw,ASYM,8201,2024-01-09,15,0.0007939065388466289
raw,ASYM,8201,2024-01-09,16,0.0009975912399233264
raw,ASYM,8201,2024-01-09,17,0.0010041821960367467
raw,ASYM,8201,2024-01-09,18,0.0010401895327728143
raw,ASYM,8201,2024-01-09,19,0.000961438156302458
raw,ASYM,8201,2024-01-09,20,0.0009965287660302158
raw,ASYM,8201,2024-01-09,21,0.0009555550789686744
raw,ASYM,8201,2024-01-09,22,0.001148196558023377
raw,ASYM,8201,2024-01-09,23,0.001075777528445737
raw,ASYM,8201,2024-01-09,24,0.0011073212451525344
raw,ASYM,8201,2024-01-12,1,5.023101557098674e-05
raw,ASYM,8201,2024-01-12,2,0.00011183145405918013
raw,ASYM,8201,2024-01-12,3,0.00016758164602601343
raw,ASYM,8201,2024-01-12,4,0.00023857826702422666
raw,ASYM,8201,2024-01-12,5,0.0002643744452161589
raw,ASYM,8201,2024-01-12,6,0.00027085338582138855
raw,ASYM,8201,2024-01-12,7,0.0002718176204077228
raw,ASYM,8201,2024-01-12,8,0.0003293575708871323
raw,ASYM,8201,2024-01-12,9,0.00035819139439998197
raw,ASYM,8201,2024-01-12,10,0.0004177371164910512
raw,ASYM,8201,2024-01-12,11,0.00041458537784012765
raw,ASYM,8201,2024-01-12,12,0.00041336657128276244
raw,ASYM,8201,2024-01-12,13,0.00039729644875326057
raw,ASYM,8201,2024-01-12,14,0.0004574588666353716
raw,ASYM,8201,2024-01-12,15,0.00047309467630387837
raw,ASYM,8201,2024-01-12,16,0.0005380588725101146
raw,ASYM,8201,2024-01-12,17,0.0004983130072317734
raw,ASYM,8201,2024-01-12,18,0.0004944891268346837
raw,ASYM,8201,2024-01-12,19,0.000498606646207878
raw,ASYM,8201,2024-01-12,20,0.0005349319597871706
raw,ASYM,8201,2024-01-12,21,0.0005410729182467888
raw,ASYM,8201,2024-01-12,22,0.0006066628263259886
raw,ASYM,8201,2024-01-12,23,0.0005840661502964802
raw,ASYM,8201,2024-01-12,24,0.000574755194892049
raw,ASYM,8201,2024-05-08,1,0.00010978253115216826
raw,ASYM,8201,2024-05-08,2,0.0001298401632868132
raw,ASYM,8201,2024-05-08,3,0.00015688330595948935
raw,ASYM,8201,2024-05-08,4,0.00016805569996610953
raw,ASYM,8201,2024-05-08,5,0.00014937503832694506
raw,ASYM,8201,2024-05-08,6,0.00018931206378756596
raw,ASYM,8201,2024-05-08,7,0.00024867583000985215
raw,ASYM,8201,2024-05-08,8,0.00020360703296519017
raw,ASYM,8201,2024-05-08,9,0.00021920711006925454
raw,ASYM,8201,2024-05-08,10,0.00021798683491875366
raw,ASYM,8201,2024-05-08,11,0.00019597350211760387
raw,ASYM,8201,2024-05-08,12,0.00023139547506183738
raw,ASYM,8201,2024-05-08,13,0.0002962051800710574
raw,ASYM,8201,2024-05-08,14,0.0002496303854568562
raw,ASYM,8201,2024-05-08,15,0.0002726166673362411
raw,ASYM,8201,2024-05-08,16,0.00026227196532597493
raw,ASYM,8201,2024-05-08,17,0.0002468343683484252
raw,ASYM,8201,2024-05-08,18,0.0002875687494094036
raw,ASYM,8201,2024-05-08,19,0.0003529904161616937
raw,ASYM,8201,2024-05-08,20,0.00030894771624594543
raw,ASYM,8201,2024-05-08,21,0.000324796066530768
raw,ASYM,8201,2024-05-08,22,0.000309675094024568
raw,ASYM,8201,2024-05-08,23,0.0002840998401135979
raw,ASYM,8201,2024-05-08,24,0.00031316582547425326
raw,ASYM,8201,2024-05-26,1,0.0003150757945176461
raw,ASYM,8201,2024-05-26,2,0.0007690400791135252
raw,ASYM,8201,2024-05-26,3,0.0011548878890913405
raw,ASYM,8201,2024-05-26,4,0.0015707562729692472
raw,ASYM,8201,2024-05-26,5,0.0018950003691267999
raw,ASYM,8201,2024-05-26,6,0.0019723919118807996
raw,ASYM,8201,2024-05-26,7,0.00204197438163466
raw,ASYM,8201,2024-05-26,8,0.0023919540237418865
raw,ASYM,8201,2024-05-26,9,0.0026156337848422875
raw,ASYM,8201,2024-05-26,10,0.0029446596962903015
raw,ASYM,8201,2024-05-26,11,0.003209844462723312
raw,ASYM,8201,2024-05-26,12,0.00320615067201159
raw,ASYM,8201,2024-05-26,13,0.0032215220948072806
raw,ASYM,8201,2024-05-26,14,0.0034739250428155416
raw,ASYM,8201,2024-05-26,15,0.0036498334752521648
raw,ASYM,8201,2024-05-26,16,0.003981148757657355
raw,ASYM,8201,2024-05-26,17,0.004234106763037563
raw,ASYM,8201,2024-05-26,18,0.0042693571104902815
raw,ASYM,8201,2024-05-26,19,0.004258582823387489
raw,ASYM,8201,2024-05-26,20,0.004341547902052854
raw,ASYM,8201,2024-05-26,21,0.004529130711118562
raw,ASYM,8201,2024-05-26,22,0.0048611683588911615
raw,ASYM,8201,2024-05-26,23,0.005082830741373208
raw,ASYM,8201,2024-05-26,24,0.005095966891493427
raw,ASYM,8201,2024-06-26,1,8.59463840534597e-05
raw,ASYM,8201,2024-06-26,2,0.00010930340853809195
raw,ASYM,8201,2024-06-26,3,7.851879113306261e-05
raw,ASYM,8201,2024-06-26,4,0.00010915236000623129
raw,ASYM,8201,2024-06-26,5,0.00022863956437854253
raw,ASYM,8201,2024-06-26,6,0.0002869276289682436
raw,ASYM,8201,2024-06-26,7,0.0002057297270016361
raw,ASYM,8201,2024-06-26,8,0.00023987331000726035
raw,ASYM,8201,2024-06-26,9,0.0002657546503703231
raw,ASYM,8201,2024-06-26,10,0.00027405614239815637
raw,ASYM,8201,2024-06-26,11,0.00028600795686769387
raw,ASYM,8201,2024-06-26,12,0.00037846636809611396
raw,ASYM,8201,2024-06-26,13,0.00027915371544070936
raw,ASYM,8201,2024-06-26,14,0.00029901705571402297
raw,ASYM,8201,2024-06-26,15,0.0003232335533087542
raw,ASYM,8201,2024-06-26,16,0.0003041974745919096
raw,ASYM,8201,2024-06-26,17,0.0003076860170707655
raw,ASYM,8201,2024-06-26,18,0.00041119540919087145
raw,ASYM,8201,2024-06-26,19,0.00031315895978588
raw,ASYM,8201,2024-06-26,20,0.00032955049046544377
raw,ASYM,8201,2024-06-26,21,0.0003468920402321704
raw,ASYM,8201,2024-06-26,22,0.0003295976263567192
raw,ASYM,8201,2024-06-26,23,0.00032683076794459844
raw,ASYM,8201,2024-06-26,24,0.0004276219656615455
raw,ASYM,8201,2024-09-27,1,0.0004122540634396752
raw,ASYM,8201,2024-09-27,2,0.001109202874463309
raw,ASYM,8201,2024-09-27,3,0.0016964708549820524
raw,ASYM,8201,2024-09-27,4,0.0022966100734677338
raw,ASYM,8201,2024-09-27,5,0.0033238106009904666
raw,ASYM,8201,2024-09-27,6,0.0037089483117079864
raw,ASYM,8201,2024-09-27,7,0.004136268605101683
raw,ASYM,8201,2024-09-27,8,0.004575636732278058
raw,ASYM,8201,2024-09-27,9,0.00514025000363642
raw,ASYM,8201,2024-09-27,10,0.0053091604702425865
raw,ASYM,8201,2024-09-27,11,0.005802183765795693
raw,ASYM,8201,2024-09-27,12,0.00612467560769975
raw,ASYM,8201,2024-09-27,13,0.0065197951119262505
raw,ASYM,8201,2024-09-27,14,0.006893758093352761
raw,ASYM,8201,2024-09-27,15,0.007480497916267267
raw,ASYM,8201,2024-09-27,16,0.007807673544720132
raw,ASYM,8201,2024-09-27,17,0.00854884190555175
raw,ASYM,8201,2024-09-27,18,0.009015629358994205
raw,ASYM,8201,2024-09-27,19,0.009272545050188229
raw,ASYM,8201,2024-09-27,20,0.009680349625804302
raw,ASYM,8201,2024-09-27,21,0.010348476939440352
raw,ASYM,8201,2024-09-27,22,0.010737012586933894
raw,ASYM,8201,2024-09-27,23,0.011592052406561384
raw,ASYM,8201,2024-09-27,24,0.012058288099191657
raw,ASYM,8202,2024-01-09,1,0.0001234359045327181
raw,ASYM,8202,2024-01-09,2,0.0002223497132310368
raw,ASYM,8202,2024-01-09,3,0.000274791920469234
raw,ASYM,8202,2024-01-09,4,0.0004545205958224365
raw,ASYM,8202,2024-01-09,5,0.00047811250518772595
raw,ASYM,8202,2024-01-09,6,0.0005318868237425793
raw,ASYM,8202,2024-01-09,7,0.0005022060334018044
raw,ASYM,8202,2024-01-09,8,0.0005732275373949369
raw,ASYM,8202,2024-01-09,9,0.0005674514346832855
raw,ASYM,8202,2024-01-09,10,0.0007572473282536893
raw,ASYM,8202,2024-01-09,11,0.0007872412465597629
raw,ASYM,8202,2024-01-09,12,0.0008238218629327795
raw,ASYM,8202,2024-01-09,13,0.0007662170955586217
raw,ASYM,8202,2024-01-09,14,0.0008879752577153963
raw,ASYM,8202,2024-01-09,15,0.0008708832315152642
raw,ASYM,8202,2024-01-09,16,0.001080112079338332
raw,ASYM,8202,2024-01-09,17,0.0010925767368164295
raw,ASYM,8202,2024-01-09,18,0.0011329227802114761
raw,ASYM,8202,2024-01-09,19,0.0010528143939260363
raw,ASYM,8202,2024-01-09,20,0.0011002466952787426
raw,ASYM,8202,2024-01-09,21,0.0010649413448049895
raw,ASYM,8202,2024-01-09,22,0.0012581544031493837
raw,ASYM,8202,2024-01-09,23,0.0011726773139370775
raw,ASYM,8202,2024-01-09,24,0.0012011362337949263
raw,ASYM,8202,2024-01-12,1,5.294269760978989e-05
raw,ASYM,8202,2024-01-12,2,0.00012678397186207811
raw,ASYM,8202,2024-01-12,3,0.0001941722959267129
raw,ASYM,8202,2024-01-12,4,0.0002882865334990762
raw,ASYM,8202,2024-01-12,5,0.00030116487355051744
raw,ASYM,8202,2024-01-12,6,0.0003242232741079307
raw,ASYM,8202,2024-01-12,7,0.0003337789385077743
raw,ASYM,8202,2024-01-12,8,0.0004128417722535295
raw,ASYM,8202,2024-01-12,9,0.000448224484400954
raw,ASYM,8202,2024-01-12,10,0.0005211108266132386
raw,ASYM,8202,2024-01-12,11,0.00047563638651955994
raw,ASYM,8202,2024-01-12,12,0.00048274093742373624
raw,ASYM,8202,2024-01-12,13,0.000462136073541901
raw,ASYM,8202,2024-01-12,14,0.0005328344888236412
raw,ASYM,8202,2024-01-12,15,0.000547971706426778
raw,ASYM,8202,2024-01-12,16,0.0006120915434075434
raw,ASYM,8202,2024-01-12,17,0.000544870595557539
raw,ASYM,8202,2024-01-12,18,0.0005391813321676536
raw,ASYM,8202,2024-01-12,19,0.0005334515466604149
raw,ASYM,8202,2024-01-12,20,0.0005679428937448254
raw,ASYM,8202,2024-01-12,21,0.0005699000849874725
raw,ASYM,8202,2024-01-12,22,0.0006347355313367505
raw,ASYM,8202,2024-01-12,23,0.0006132304187764287
raw,ASYM,8202,2024-01-12,24,0.0005956450394792121
raw,ASYM,8202,2024-05-08,1,0.0001118269637276135
raw,ASYM,8202,2024-05-08,2,0.0001304255580209214
raw,ASYM,8202,2024-05-08,3,0.00016142937231931648
raw,ASYM,8202,2024-05-08,4,0.00017211650658020022
raw,ASYM,8202,2024-05-08,5,0.00015763960521541132
raw,ASYM,8202,2024-05-08,6,0.00020017956753221375
raw,ASYM,8202,2024-05-08,7,0.0002625755937477909
raw,ASYM,8202,2024-05-08,8,0.00021981395892323874
raw,ASYM,8202,2024-05-08,9,0.00023979717426897318
raw,ASYM,8202,2024-05-08,10,0.00023785585644379314
raw,ASYM,8202,2024-05-08,11,0.00021871664863648395
raw,ASYM,8202,2024-05-08,12,0.000257409305212368
raw,ASYM,8202,2024-05-08,13,0.0003222931034620842
raw,ASYM,8202,2024-05-08,14,0.00027682314977953414
raw,ASYM,8202,2024-05-08,15,0.00030020139272522316
raw,ASYM,8202,2024-05-08,16,0.0002883724151361801
raw,ASYM,8202,2024-05-08,17,0.0002733006567414777
raw,ASYM,8202,2024-05-08,18,0.00031291891080305724
raw,ASYM,8202,2024-05-08,19,0.0003734436355871478
raw,ASYM,8202,2024-05-08,20,0.0003266286196488324
raw,ASYM,8202,2024-05-08,21,0.0003441184042751467
raw,ASYM,8202,2024-05-08,22,0.00032910611598833213
raw,ASYM,8202,2024-05-08,23,0.00030587503177159875
raw,ASYM,8202,2024-05-08,24,0.00033681165582749595
raw,ASYM,8202,2024-05-26,1,0.00035590474758034364
raw,ASYM,8202,2024-05-26,2,0.000891855009218538
raw,ASYM,8202,2024-05-26,3,0.001346835913445069
raw,ASYM,8202,2024-05-26,4,0.0018423931271189077
raw,ASYM,8202,2024-05-26,5,0.002235945017481483
raw,ASYM,8202,2024-05-26,6,0.0023703842891118917
raw,ASYM,8202,2024-05-26,7,0.0024543738623085645
raw,ASYM,8202,2024-05-26,8,0.0028042691511662057
raw,ASYM,8202,2024-05-26,9,0.003051458618931313
raw,ASYM,8202,2024-05-26,10,0.0034277365988702006
raw,ASYM,8202,2024-05-26,11,0.0037419176809588917
raw,ASYM,8202,2024-05-26,12,0.003817678830299555
raw,ASYM,8202,2024-05-26,13,0.0037950211068327896
raw,ASYM,8202,2024-05-26,14,0.003938410853095609
raw,ASYM,8202,2024-05-26,15,0.004091439596702588
raw,ASYM,8202,2024-05-26,16,0.004438023918072667
raw,ASYM,8202,2024-05-26,17,0.00468391888128429
raw,ASYM,8202,2024-05-26,18,0.004742322791208381
raw,ASYM,8202,2024-05-26,19,0.004699165983813793
raw,ASYM,8202,2024-05-26,20,0.004668517518546331
raw,ASYM,8202,2024-05-26,21,0.004809754444888464
raw,ASYM,8202,2024-05-26,22,0.005121244229267063
raw,ASYM,8202,2024-05-26,23,0.005323181535788577
raw,ASYM,8202,2024-05-26,24,0.005353669179728694
raw,ASYM,8202,2024-06-26,1,8.03723239209367e-05
raw,ASYM,8202,2024-06-26,2,0.00010019263829012952
raw,ASYM,8202,2024-06-26,3,8.117132568946876e-05
raw,ASYM,8202,2024-06-26,4,0.00010902131008575068
raw,ASYM,8202,2024-06-26,5,0.00021622930188909978
raw,ASYM,8202,2024-06-26,6,0.0002761249997704072
raw,ASYM,8202,2024-06-26,7,0.00019191998844282152
raw,ASYM,8202,2024-06-26,8,0.00022456969892126996
raw,ASYM,8202,2024-06-26,9,0.00025209615509892957
raw,ASYM,8202,2024-06-26,10,0.00025098236890556155
raw,ASYM,8202,2024-06-26,11,0.00026450062264126687
raw,ASYM,8202,2024-06-26,12,0.00035918717933166667
raw,ASYM,8202,2024-06-26,13,0.0002609977944403599
raw,ASYM,8202,2024-06-26,14,0.000283280919583582
raw,ASYM,8202,2024-06-26,15,0.0003076587046395394
raw,ASYM,8202,2024-06-26,16,0.0002937269991984326
raw,ASYM,8202,2024-06-26,17,0.00030032695680937783
raw,ASYM,8202,2024-06-26,18,0.00040367481888849404
raw,ASYM,8202,2024-06-26,19,0.0003039993932257229
raw,ASYM,8202,2024-06-26,20,0.00032389301269979023
raw,ASYM,8202,2024-06-26,21,0.0003430714548566144
raw,ASYM,8202,2024-06-26,22,0.00033054971799401913
raw,ASYM,8202,2024-06-26,23,0.00033764665064746
raw,ASYM,8202,2024-06-26,24,0.00044341066214867973
raw,ASYM,8202,2024-09-27,1,0.00044342101317502427
raw,ASYM,8202,2024-09-27,2,0.0012675106634114895
