event,fips,delta_path_seed_mean,n_origins
2024-01-12,28087,0.0003151219129369163,21
2024-01-12,28099,0.00044319411901743203,21
2024-01-12,28105,0.0003116597460548968,21
2024-01-12,28125,4.630439208838449e-05,21
2024-01-12,28133,-7.958431996682425e-06,21
2024-01-12,28149,2.48645811623228e-05,21
2024-01-12,28163,5.652214517833004e-05,12
2024-01-12,29009,3.4231798966243606e-05,21
2024-01-12,29077,2.2923688894070783e-05,21
2024-01-12,29125,2.6024793123841193e-05,21
2024-01-12,29133,0.00020904221854223828,21
2024-01-12,29143,0.00025168509739968383,21
2024-01-12,29201,0.00012988521326175748,21
2024-01-12,29207,0.0002279049860272828,21
2024-01-12,29209,3.990776537899073e-05,21
2024-01-12,29213,5.556217293856918e-05,21
2024-01-12,39007,3.3077666588406714e-05,21
2024-01-12,39009,3.555281593045581e-05,21
2024-01-12,39019,4.961403266031894e-05,21
2024-01-12,39035,9.481361895403401e-05,21
2024-01-12,39053,6.789959260120088e-05,21
2024-01-12,39055,6.376900408202512e-05,21
2024-01-12,39079,4.513757986086375e-05,21
2024-01-12,39085,0.0001874947623905979,21
2024-01-12,39087,8.058301534803019e-05,21
2024-01-12,39105,3.4085025141948585e-05,21
2024-01-12,39119,6.301300753729948e-05,21
2024-01-12,39127,5.7545954372728014e-05,21
2024-01-12,39157,5.143836920206485e-05,21
2024-01-12,39163,1.5119755377660516e-05,21
2024-01-12,39167,2.7311436499075156e-05,12
2024-01-12,40021,9.868555711637806e-05,21
2024-01-12,40063,5.299345632039858e-05,21
2024-01-12,40101,6.718840446367781e-05,21
2024-01-12,42003,5.079033185391912e-05,21
2024-01-12,42019,4.527693349960945e-05,21
2024-01-12,42049,8.773315265670094e-05,21
2024-01-12,42051,0.0002766552705926584,21
2024-01-12,42063,0.00016428972893405404,21
2024-01-12,42065,0.00011240313433934018,21
2024-01-12,42125,4.125285770726917e-05,21
2024-01-12,42129,0.00017926686092331647,21
2024-01-12,47009,6.376003347927465e-05,12
2024-01-12,47029,1.835135343835725e-05,21
2024-01-12,47093,0.00011239167762799491,21
2024-01-12,47149,0.00011083977302829014,21
2024-01-12,47155,6.383004516234719e-05,12
2024-01-12,47175,0.00032572031281263695,21
2024-01-12,47179,0.0001887401704973527,21
2024-01-12,47185,0.000390203947915943,21
2024-01-12,48125,6.306688042605385e-05,21
2024-01-12,48159,9.153146844177452e-05,21
2024-01-12,51051,4.3019780983254815e-05,21
2024-01-12,54001,-0.00038530790198382193,21
2024-01-12,54005,-0.00043601856677362503,21
2024-01-12,54015,0.0018344185536174479,21
2024-01-12,54023,0.00011319611225850236,21
2024-01-12,54033,5.579244552056586e-05,21
2024-01-12,54035,6.831554933179224e-05,21
2024-01-12,54039,8.428079235336854e-05,21
2024-01-12,54043,-0.0011656370789680619,21
2024-01-12,54045,-9.95325728834746e-05,21
2024-01-12,54047,-4.430784136436213e-06,21
2024-01-12,54049,3.652355833807003e-05,21
2024-01-12,54053,5.004591091504595e-05,21
2024-01-12,54055,6.602958625832067e-05,12
2024-01-12,54057,4.896325392861404e-05,21
2024-01-12,54061,6.839115972276909e-05,21
2024-01-12,54067,-3.670703942477722e-05,21
2024-01-12,54069,4.7815884508559734e-05,21
2024-01-12,54073,5.199715266386034e-05,21
2024-01-12,54075,8.10652335456909e-05,12
2024-01-12,54077,0.00012726882861007475,21
2024-01-12,54079,7.055420426423861e-05,21
2024-01-12,54081,4.873368911737587e-05,21
2024-01-12,54083,0.00013900686282135863,12
2024-01-12,54085,0.00016088730216843108,21
2024-01-12,54087,2.6472863253783276e-06,21
2024-01-12,54091,0.00013001262134734558,21
2024-01-12,54095,-3.082383705537235e-06,12
2024-01-12,54097,-0.0002756531942788437,21
2024-01-12,54099,-8.191429834116239e-05,21
2024-01-12,54101,-0.0011730169251667824,12
2024-01-12,54105,4.960241522971718e-05,21
2024-01-12,54107,6.710377476182292e-05,21
2024-01-12,54109,2.587035344315034e-05,21
2024-01-12,55009,9.030409300425453e-05,21
2024-01-12,55015,0.00010550887752931377,21
2024-01-12,55021,9.798602594426173e-05,21
2024-01-12,55025,0.0001022780832311893,21
2024-01-12,55027,0.00010323340555222725,21
2024-01-12,55029,0.0005132347017132727,21
2024-01-12,55039,0.00012050880079388311,21
2024-01-12,55047,0.00011797408692501999,21
2024-01-12,55049,-7.709021635486592e-06,21
2024-01-12,55059,0.00012501459745764044,21
2024-01-12,55061,0.00015690014142327112,21
2024-01-12,55063,-0.00012010469800806362,21
2024-01-12,55071,0.00011744854842257511,21
2024-01-12,55077,3.944743794317729e-05,21
2024-01-12,55079,0.00037363832462904384,21
2024-01-12,55081,4.8598655746840194e-06,21
2024-01-12,55087,7.961392294816804e-05,21
2024-01-12,55089,0.000682884214024587,21
2024-01-12,55097,-0.00020735126984245964,21
2024-01-12,55101,0.00015347101326729635,21
2024-01-12,55111,7.237151788547658e-05,21
2024-01-12,55115,-4.007743819919418e-05,21
2024-01-12,55117,-0.00014206729799519922,21
2024-01-12,55121,-0.0001231566730928521,21
2024-01-12,55123,-1.7027573416635936e-05,21
2024-01-12,55127,8.794607560978127e-05,21
