variant,seed,group,company,NET_mse_path,NET_mse_1h,NET_mse_6h,NET_mse_24h,NET_out_of_bounds_fraction,ASYM_mse_path,ASYM_mse_1h,ASYM_mse_6h,ASYM_mse_24h,ASYM_out_of_bounds_fraction,delta_mse_path,delta_mse_1h,delta_mse_6h,delta_mse_24h,delta_out_of_bounds_fraction
raw,5104.0,492,7,0.001182017159238771,0.000692161410163733,0.001207327783843324,0.0012204394621797335,0.0039486943568173855,0.0011867392026712596,0.0008687317889597988,0.0012057423915030016,0.0012155105132307042,0.0,-4.722043432488481e-06,-0.00017657037879606583,1.5853923403224678e-06,4.928948949029345e-06,0.0039486943568173855
raw,5104.0,1087,22,3.628106309810242e-05,2.8329217425336578e-05,3.684427287407633e-05,3.621913986512352e-05,0.034831756046267086,3.489956580517749e-05,2.7854555162078016e-05,3.548008764547255e-05,3.483290060756457e-05,0.0,1.3814972929249305e-06,4.746622632585618e-07,1.3641852286037793e-06,1.3862392575589451e-06,0.034831756046267086
raw,5104.0,1113,22,4.8426865778253804e-05,4.0659645169351135e-05,4.95256292702768e-05,4.534152841763566e-05,0.0599423852085524,4.7888477979055776e-05,4.0744342518451164e-05,4.901414455218388e-05,4.4410218185721094e-05,0.0,5.383877991980279e-07,-8.469734910002933e-08,5.114847180929228e-07,9.31310231914568e-07,0.0599423852085524
raw,5104.0,1219,23,1.0898511568285191e-05,7.0041999721619155e-06,1.0657368335222848e-05,1.1140936397078162e-05,0.19867245005257625,1.0269516895656712e-05,7.425253755980394e-06,1.009730324723973e-05,1.074184618579608e-05,0.0,6.289946726284794e-07,-4.2105378381847845e-07,5.60065087983119e-07,3.990902112820826e-07,0.19867245005257625
raw,5104.0,1231,23,2.4991063568800263e-05,1.2834653015563266e-05,2.490203557502036e-05,2.6423300131296163e-05,0.1258488871363477,2.383139142783796e-05,1.3069430928830009e-05,2.3743328584469397e-05,2.5251383183964098e-05,0.0,1.1596721409623034e-06,-2.3477791326674305e-07,1.1587069905509633e-06,1.1719169473320652e-06,0.1258488871363477
raw,5104.0,1319,25,0.0006087852800548797,0.00038102246509139477,0.0006058592509347256,0.0006348418572994299,0.002535708026638626,0.0006153353547272289,0.0003940133181360866,0.0006042562528563177,0.000642829965215679,0.0,-6.550074672349165e-06,-1.2990853044691846e-05,1.602998078407969e-06,-7.988107916249076e-06,0.002535708026638626
raw,5104.0,1348,25,0.00032199287278462854,0.00026698748090361884,0.00032744372853480563,0.0003236487835066695,0.004709954433929197,0.00032693404594789173,0.00027160710605968945,0.0003362997263343631,0.0003248113129328492,0.0,-4.941173163263194e-06,-4.619625156070605e-06,-8.855997799557492e-06,-1.1625294261797354e-06,0.004709954433929197
raw,5104.0,1389,26,5.197870116043785e-05,2.7215958283349214e-05,5.0922107052808266e-05,5.6478212895742306e-05,0.012158254468980022,5.1230816247329265e-05,2.7869140260189738e-05,4.9798686759975426e-05,5.564976207621727e-05,0.0,7.478849131085878e-07,-6.531819768405233e-07,1.1234202928328405e-06,8.284508195250344e-07,0.012158254468980022
raw,5104.0,1498,27,0.00010430263437783682,4.711023900023377e-05,9.761233622178303e-05,0.00012040871305614762,0.05852939887837364,0.00010352833016922452,4.6299888466764676e-05,9.745109636934915e-05,0.00011783444617174504,0.0,7.743042086122968e-07,8.103505334690935e-07,1.6123985243388116e-07,2.5742668844025776e-06,0.05852939887837364
raw,5104.0,1603,28,2.3530271111459224e-05,1.1612348948071422e-05,2.2278062562092052e-05,2.675923608695752e-05,0.12975376796354715,2.333727262746135e-05,1.1099993733467943e-05,2.222743312733768e-05,2.637076841977383e-05,0.0,1.9299848399787278e-07,5.123552146034787e-07,5.0629434754373296e-08,3.8846766718368957e-07,0.12975376796354715
raw,5104.0,1635,28,3.2440991994434826e-05,1.905273666404353e-05,3.0062249573515894e-05,3.673688580512996e-05,0.09978531370487206,3.2458649183043686e-05,1.9116484287916713e-05,2.998670106749708e-05,3.665725364299556e-05,0.0,-1.7657188608860813e-08,-6.37476238731821e-08,7.554850601881508e-08,7.963216213439749e-08,0.09978531370487206
raw,5104.0,1926,36,0.00013112640525558342,6.20109105925993e-05,0.0001301439107446016,0.00014202886386961442,0.002448080967402734,0.00013231393242033255,6.222340126599873e-05,0.00013428628429214097,0.00014236954417778494,0.0,-1.1875271647491235e-06,-2.124906733994307e-07,-4.142373547539365e-06,-3.4068030817051547e-07,0.002448080967402734
raw,5104.0,1962,37,1.815157254636058e-05,1.4987027799231457e-05,2.0085885075100763e-05,1.5927404049138174e-05,0.13562478093235192,1.701789626961296e-05,1.4918722723875558e-05,1.871621962415384e-05,1.4788308687610407e-05,0.0,1.133676276747619e-06,6.830507535589925e-08,1.3696654509469231e-06,1.139095361527767e-06,0.13562478093235192
raw,5104.0,2001,37,0.00010832742593475967,0.00011351145470503575,0.00010718983791130265,0.00010906710723872264,0.07980086750788644,0.0001069944847071981,9.82030748761867e-05,0.00010713011770576428,0.00010831346939766434,0.0,1.3329412275615686e-06,1.530837982884906e-05,5.972020553836224e-08,7.536378410583024e-07,0.07980086750788644
raw,5104.0,2055,38,0.0002372437951208759,0.00022153019119506532,0.0002345291142737114,0.00024409517205194935,0.005646468629512793,0.0002382558458449698,0.00022179451765339385,0.00023638315686198602,0.00024291375809014403,0.0,-1.012050724093894e-06,-2.6432645832853295e-07,-1.854042588274622e-06,1.1814139618053195e-06,0.005646468629512793
raw,5104.0,2075,38,7.5115848607204e-05,5.4855126162912334e-05,7.404181718120076e-05,7.872816446665818e-05,0.006046267087276551,7.466276564288656e-05,5.4683956976493354e-05,7.425862232032069e-05,7.7259521910412e-05,0.0,4.530829643174404e-07,1.7116918641897974e-07,-2.1680513911992493e-07,1.4686425562461872e-06,0.006046267087276551
raw,5104.0,2242,41,5.054343304720098e-05,2.9235891080892396e-05,4.907193822522148e-05,5.555254870906796e-05,0.04593300911321416,5.05626335704729e-05,3.0326353218577485e-05,4.9237886633964405e-05,5.491348343912878e-05,0.0,-1.920052327192474e-08,-1.0904621376850889e-06,-1.6594840874292733e-07,6.390652699391847e-07,0.04593300911321416
raw,5104.0,2512,42,0.00011791520195555784,8.211131755143082e-05,0.0001207261525699992,0.00011699004459665772,0.0433425341745531,0.00011787974882187305,8.323028606048003e-05,0.00012076781012978908,0.00011622495783762497,0.0,3.545313368478553e-08,-1.1189685090492166e-06,-4.165755978987077e-08,7.650867590327484e-07,0.0433425341745531
raw,5104.0,2543,43,4.748011885030504e-05,3.559048432047939e-05,4.848438748991459e-05,4.765229480881739e-05,0.15985366281107605,4.7001943595894305e-05,3.660915885210309e-05,4.777207860988453e-05,4.709692015685177e-05,0.0,4.781752544107332e-07,-1.0186745316237018e-06,7.123088800300629e-07,5.55374651965617e-07,0.15985366281107605
raw,5105.0,42,2,0.00018424079814818048,0.0001304142953332092,0.00018225001495805428,0.00019714121012386637,0.00034503154574132494,0.00018503068402345,0.00012973658834500177,0.00018087669005640309,0.00020006467132023555,0.0,-7.898858752695254e-07,6.777069882074323e-07,1.3733249016511986e-06,-2.9234611963691796e-06,0.00034503154574132494
raw,5105.0,46,2,0.00021956511222183316,0.00011438497131056577,0.00020880540504632637,0.00024429558424699253,0.0011391517700665966,0.0002219748060769283,0.00011722712530532054,0.00021050592591498058,0.00024640981702424633,0.0,-2.4096938550951348e-06,-2.842153994754771e-06,-1.7005208686542118e-06,-2.114232777253799e-06,0.0011391517700665966
raw,5105.0,117,3,4.209024853402327e-05,3.702727864737058e-05,4.183827943526641e-05,4.3152636958263175e-05,0.005361680686996145,4.131574872435726e-05,3.589186429635252e-05,4.123892284421308e-05,4.2448044851679646e-05,0.0,7.744998096660089e-07,1.135414351018064e-06,5.993565910533287e-07,7.045921065835294e-07,0.005361680686996145
raw,5105.0,199,4,1.5950522533703025e-05,1.4102647757632595e-05,1.574721835371596e-05,1.6914207495166124e-05,0.03877497371188223,1.6097687593405727e-05,1.3057600786261085e-05,1.591249657178967e-05,1.677337823787554e-05,0.0,-1.4716505970270238e-07,1.0450469713715107e-06,-1.6527821807370743e-07,1.408292572905841e-07,0.03877497371188223
raw,5105.0,250,4,4.7931655655355845e-06,2.7612814576382835e-06,4.903531951416531e-06,5.528217688211282e-06,0.12596389765159482,4.933132874407905e-06,2.947886230649521e-06,5.120774726854289e-06,5.150003826101611e-06,0.0,-1.399673088723202e-07,-1.8660477301123747e-07,-2.172427754377577e-07,3.78213862109671e-07,0.12596389765159482
raw,5105.0,492,7,0.0011778153576392585,0.0006798000551339703,0.0012064514090671138,0.001218442451829276,0.004468980021030494,0.001173854958190088,0.0006935857871677464,0.001209057261010631,0.0012151560098196525,0.0,3.960399449170473e-06,-1.3785732033776035e-05,-2.605851943517177e-06,3.286442009623478e-06,0.004468980021030494
raw,5105.0,1087,22,3.604506037609461e-05,2.9096052417103068e-05,3.649988326594116e-05,3.612830823324565e-05,0.01569619698562916,3.513038492453845e-05,2.776387528476971e-05,3.577414636789125e-05,3.520924037929059e-05,0.0,9.146754515561626e-07,1.3321771323333576e-06,7.257368980499084e-07,9.190678539550622e-07,0.01569619698562916
raw,5105.0,1113,22,4.838216636124745e-05,4.1592289688477e-05,4.9174016100688213e-05,4.5253232517090856e-05,0.01570715036803365,4.765134422277428e-05,3.9867241587488075e-05,4.871797097950991e-05,4.4490372740856764e-05,0.0,7.308221384731665e-07,1.7250481009889254e-06,4.560451211783022e-07,7.628597762340917e-07,0.01570715036803365
raw,5105.0,1219,23,1.0493863213670802e-05,7.050189914046314e-06,1.0198963878645464e-05,1.1410140795423301e-05,0.1677346214511041,1.008900339596113e-05,7.4284019083160064e-06,9.875194615401029e-06,1.0553422307619994e-05,0.0,4.0485981770967084e-07,-3.7821199426969204e-07,3.2376926324443525e-07,8.56718487803307e-07,0.1677346214511041
raw,5105.0,1231,23,2.448374165858035e-05,1.2837428091011393e-05,2.433195818521249e-05,2.6408027088383215e-05,0.07857408867858395,2.4302753784537605e-05,1.305801545910691e-05,2.4404537784097794e-05,2.5726041942460827e-05,0.0,1.8098787404274583e-07,-2.205873680955165e-07,-7.257959888530343e-08,6.819851459223877e-07,0.07857408867858395
raw,5105.0,1319,25,0.0006112976420025063,0.0003826879525160329,0.000601691205866431,0.0006400493268999733,0.005580748335085875,0.000614659615178208,0.00038503054428024,0.0006124709420423746,0.0006405618619097299,0.0,-3.36197317570171e-06,-2.342591764207093e-06,-1.0779736175943596e-05,-5.125350097565876e-07,0.005580748335085875
raw,5105.0,1348,25,0.00032391371947179665,0.00027802447567923,0.00032761539562828183,0.000322708838065299,0.0065610760602874164,0.000322440650739753,0.0002602841349533482,0.0003302428503925877,0.00032274902104733596,0.0,1.4730687320436476e-06,1.7740340725881784e-05,-2.6274547643058573e-06,-4.0182982036945404e-08,0.0065610760602874164
raw,5105.0,1389,26,5.110219207920747e-05,2.694675128616835e-05,4.937821828259843e-05,5.598157773438608e-05,0.020581405538030145,5.107990754040365e-05,2.832424695900663e-05,4.967611722672358e-05,5.5600280610486795e-05,0.0,2.2284538803821782e-08,-1.3774956728382783e-06,-2.978989441251463e-07,3.812971238992846e-07,0.020581405538030145
raw,5105.0,1498,27,0.0001022516887026099,4.610727254574964e-05,9.414642981731717e-05,0.00011819429169888948,0.04948190501226779,0.00010129091506875673,4.586562413558622e-05,9.568479202119062e-05,0.00011543342949456042,0.0,9.607736338531643e-07,2.416484101634185e-07,-1.5383622038734457e-06,2.7608622043290586e-06,0.04948190501226779
raw,5105.0,1603,28,2.297344703246238e-05,1.1531262064856896e-05,2.1185231853789075e-05,2.6592096515663522e-05,0.13012618296529968,2.3027836605451092e-05,1.129570990958796e-05,2.1904803681707663e-05,2.6017625412341332e-05,0.0,-5.438957298871248e-08,2.355521552689356e-07,-7.19571827918588e-07,5.744711033221902e-07,0.13012618296529968
raw,5105.0,1635,28,3.191952225533999e-05,1.927771280238168e-05,2.896613017308983e-05,3.661535286366174e-05,0.05087846126883982,3.179103262834715e-05,1.8556714332811547e-05,2.937678107594042e-05,3.6050755116608614e-05,0.0,1.2848962699284287e-07,7.209984695701326e-07,-4.1065090285059147e-07,5.645977470531251e-07,0.05087846126883982
raw,5105.0,1926,36,0.0001302290738442983,6.131311404930314e-05,0.00012881250572528265,0.00014222119730386679,0.005810769365580091,0.00013205921798603083,6.390849066408713e-05,0.00013319044216749692,0.0001422161905678658,0.0,-1.8301441417325408e-06,-2.595376614783994e-06,-4.377936442214261e-06,5.006736000995934e-09,0.005810769365580091
raw,5105.0,1962,37,1.7731107765801935e-05,1.5366689655845305e-05,1.938564219443984e-05,1.595804765129817e-05,0.1262651156677182,1.718203015200882e-05,1.4987224754575593e-05,1.8914314074877412e-05,1.5016721352095225e-05,0.0,5.490776137931163e-07,3.794649012697122e-07,4.713281195624274e-07,9.413262992029436e-07,0.1262651156677182
raw,5105.0,2001,37,0.00010826751441250993,0.00012097558275104345,0.00010652431949933184,0.00010858979895124925,0.07448300035050824,0.00010664615590663996,0.0001008255299670828,0.00010648190507397852,0.00010794066519661116,0.0,1.6213585058699731e-06,2.015005278396065e-05,4.241442535332532e-08,6.491337546380891e-07,0.07448300035050824
raw,5105.0,2055,38,0.00023720323110318554,0.0002329665724757566,0.00023339144655698378,0.00024262118134827818,0.005044032597266036,0.00023626461736123253,0.0002196290471484807,0.00023426673373495413,0.0002420196028179884,0.0,9.386137419530082e-07,1.3337525327275913e-05,-8.752871779703494e-07,6.015785302897854e-07,0.005044032597266036
raw,5105.0,2075,38,7.422706869256549e-05,5.6380931333411134e-05,7.383452403695161e-05,7.781909767297101e-05,0.01569072029442692,7.372223364972072e-05,5.278251965348989e-05,7.326974666011729e-05,7.706850927397037e-05,0.0,5.048350428447744e-07,3.5984116799212405e-06,5.647773768343217e-07,7.505883990006429e-07,0.01569072029442692
raw,5105.0,2242,41,5.009794611027044e-05,2.983105715890841e-05,4.865291177642108e-05,5.5000476800900745e-05,0.021118121275849982,5.036038252908721e-05,3.021302484231015e-05,4.96507051937966e-05,5.41154770894833e-05,0.0,-2.6243641881676676e-07,-3.819676834017406e-07,-9.977934173755187e-07,8.849997114174427e-07,0.021118121275849982
raw,5105.0,2512,42,0.00011798537886572439,8.16929374509684e-05,0.00012063661436193528,0.0001167340956538436,0.030883061689449702,0.00011789560504671513,8.822117031345276e-05,0.00012043853686877344,0.00011579194952803312,0.0,8.977381900925508e-08,-6.528232862484357e-06,1.9807749316184454e-07,9.421461258104727e-07,0.030883061689449702
raw,5105.0,2543,43,4.7235748784638193e-05,3.6013983091132246e-05,4.7874864487380176e-05,4.7414281006461214e-05,0.156452637574483,4.6776780606209454e-05,3.744629603390922e-05,4.7379900878362856e-05,4.68636251199645e-05,0.0,4.5896817842873986e-07,-1.4323129427769736e-06,4.949636090173192e-07,5.506558864967119e-07,0.156452637574483
output_clip_01,5101.0,42,2,0.00018326258032067504,0.0001242894883422587,0.00018077993747618395,0.0001964282631571098,0.0,0.00018603843694369796,0.00013684103020861885,0.0001835213135869022,0.0001971357501926296,0.0,-2.7758566230229223e-06,-1.2551541866360154e-05,-2.74137611071826e-06,-7.074870355197886e-07,0.0
output_clip_01,5101.0,46,2,0.00021949825033204689,0.00011209075726332002,0.00020893078315274612,0.00024365254167713359,0.0,0.00022327584990615275,0.00011962820070323794,0.00020923004457753364,0.0002476315132445668,0.0,-3.77759957410586e-06,-7.537443439917916e-06,-2.992614247875167e-07,-3.978971567433217e-06,0.0
output_clip_01,5101.0,117,3,4.124999159029104e-05,3.516167480501242e-05,4.1128830802559944e-05,4.247675630465329e-05,0.0,4.1865241664139214e-05,3.768674458349866e-05,4.1536381738607525e-05,4.2737557251797645e-05,0.0,-6.152500738481717e-07,-2.5250697784862393e-06,-4.0755093604758126e-07,-2.608009471443567e-07,0.0
output_clip_01,5101.0,199,4,1.618651227529692e-05,1.3368400572337234e-05,1.590716229961016e-05,1.71828624365029e-05,0.0,1.6134757179780096e-05,1.4450403733287691e-05,1.5539091797458135e-05,1.680848496064616e-05,0.0,5.1755095516824276e-08,-1.082003160950457e-06,3.6807050215202617e-07,3.7437747585673814e-07,0.0
output_clip_01,5101.0,250,4,4.470237980922815e-06,2.645786436785346e-06,4.4354264343127075e-06,5.062650538930429e-06,0.0,4.9609001008107445e-06,2.7056363112576993e-06,4.9325520391315935e-06,5.149012019738371e-06,0.0,-4.906621198879291e-07,-5.984987447235313e-08,-4.97125604818886e-07,-8.636148080794212e-08,0.0
output_clip_01,5101.0,492,7,0.0011854532298011071,0.0007166312249607582,0.0012092137057940358,0.0012218004319862947,0.0,0.0011821520636643283,0.0007110555139440594,0.0012244209709452235,0.0012142682040849953,0.0,3.301166136778855e-06,5.575711016698711e-06,-1.5207265151187619e-05,7.532227901299376e-06,0.0
output_clip_01,5101.0,1087,22,3.522602984321616e-05,2.78944910023432e-05,3.5695940572265116e-05,3.5306459225021844e-05,0.0,3.562392743212848e-05,2.8729101314689964e-05,3.6317250132996155e-05,3.538180512301391e-05,0.0,-3.978975889123182e-07,-8.346103123467649e-07,-6.213095607310388e-07,-7.534589799206774e-08,0.0
output_clip_01,5101.0,1113,22,4.775152877626248e-05,4.027648129234909e-05,4.86541521085788e-05,4.44650797197336e-05,0.0,4.8075826202144354e-05,4.10978785073114e-05,4.923672743885583e-05,4.489381807858684e-05,0.0,-3.2429742588187553e-07,-8.213972149623088e-07,-5.825753302770266e-07,-4.2873835885324195e-07,0.0
output_clip_01,5101.0,1219,23,1.0272356110944434e-05,6.925398967315997e-06,1.0013374971791875e-05,1.0912620187585822e-05,0.0,1.0100013932400345e-05,7.148269647493408e-06,9.84724112637709e-06,1.0580380789751109e-05,0.0,1.7234217854408942e-07,-2.2287068017741144e-07,1.6613384541478424e-07,3.322393978347125e-07,0.0
output_clip_01,5101.0,1231,23,2.39558494082932e-05,1.279138466669044e-05,2.3816010179068604e-05,2.5717507891465902e-05,0.0,2.4396669261843012e-05,1.3050401860189397e-05,2.4163674322956928e-05,2.584902726485554e-05,0.0,-4.408198535498116e-07,-2.5901719349895787e-07,-3.4766414388832424e-07,-1.3151937338963876e-07,0.0
output_clip_01,5101.0,1319,25,0.0006100612252738061,0.0003804137845514969,0.0006058862707680473,0.0006325438247748426,0.0,0.0006108879107723137,0.0003997359998213035,0.0005999745676472917,0.000637899870220769,0.0,-8.266854985076707e-07,-1.9322215269806594e-05,5.9117031207556745e-06,-5.356045445926408e-06,0.0
output_clip_01,5101.0,1348,25,0.00032337671713723507,0.0002631181262296632,0.000327039364270355,0.00032396249527074164,0.0,0.00033058755926689747,0.00030511187731554584,0.0003408850250814864,0.00032583142313628947,0.0,-7.210842129662398e-06,-4.199375108588266e-05,-1.3845660811131414e-05,-1.868927865547826e-06,0.0
output_clip_01,5101.0,1389,26,5.100187519566138e-05,2.7271682759694563e-05,4.92334107552834e-05,5.572354948029089e-05,0.0,5.109256301822259e-05,2.7727992155762973e-05,4.967598153576691e-05,5.540605620389265e-05,0.0,-9.068782256121006e-08,-4.563093960684106e-07,-4.4257078048351277e-07,3.174932763982407e-07,0.0
output_clip_01,5101.0,1498,27,0.00010364026647328989,4.737202987572558e-05,9.657354629863889e-05,0.00011834361783892167,0.0,0.00010184457458359049,4.641175123390943e-05,9.511685254723584e-05,0.0001164956558685407,0.0,1.795691889699402e-06,9.602786418161474e-07,1.4566937514030528e-06,1.8479619703809681e-06,0.0
output_clip_01,5101.0,1603,28,2.3133339041909694e-05,1.149114174625941e-05,2.1631192410999114e-05,2.629280137377182e-05,0.0,2.3093913380080507e-05,1.0911493084356052e-05,2.181638031173185e-05,2.6328418830221047e-05,0.0,3.942566182918661e-08,5.796486619033578e-07,-1.851879007327361e-07,-3.561745644922639e-08,0.0
output_clip_01,5101.0,1635,28,3.183432237970169e-05,1.8653033169533898e-05,2.909003936062367e-05,3.612254780686745e-05,0.0,3.185997782286927e-05,1.8977610143398172e-05,2.916680520802072e-05,3.6386258963445096e-05,0.0,-2.5655443167582788e-08,-3.245769738642739e-07,-7.676584739705277e-08,-2.637111565776442e-07,0.0
output_clip_01,5101.0,1926,36,0.00013060146997890244,6.27324219974059e-05,0.00013002599362421348,0.0001415619009182904,0.0,0.00013262875494196845,6.209297913467064e-05,0.00013412677615878916,0.00014171332846742399,0.0,-2.027284963066015e-06,6.394428627352585e-07,-4.100782534575677e-06,-1.514275491335947e-07,0.0
output_clip_01,5101.0,1962,37,1.7361561632830966e-05,1.4828057764784644e-05,1.8991067578563644e-05,1.5439081048535622e-05,0.0,1.7561655139747265e-05,1.5664489178866452e-05,1.919770339802806e-05,1.5302775564314434e-05,0.0,-2.00093506916299e-07,-8.364314140818081e-07,-2.066358194644149e-07,1.363054842211881e-07,0.0
output_clip_01,5101.0,2001,37,0.00010718386765780984,0.00010986758089161141,0.00010615021397275446,0.0001083020620231042,0.0,0.0001067484117686521,0.00010835466438986253,0.00010617693416210739,0.0001076594313164747,0.0,4.3545588915774197e-07,1.512916501748878e-06,-2.6720189352926827e-08,6.426307066294994e-07,0.0
output_clip_01,5101.0,2055,38,0.00023635207197932973,0.00021619349316560348,0.00023386988638661742,0.00024341233091679213,0.0,0.0002360755411165552,0.00022089744559390063,0.0002332262675022795,0.00024202310460200526,0.0,2.765308627745381e-07,-4.703952428297144e-06,6.436188843379157e-07,1.389226314786867e-06,0.0
output_clip_01,5101.0,2075,38,7.40047877479255e-05,5.445728572686115e-05,7.36995738771092e-05,7.771572403970963e-05,0.0,7.385383198513114e-05,5.5593590294560154e-05,7.298779639405094e-05,7.70739352982737e-05,0.0,1.509557627943646e-07,-1.136304567699007e-06,7.117774830582677e-07,6.417887414359298e-07,0.0
output_clip_01,5101.0,2242,41,4.9978336833985435e-05,2.9083367915203433e-05,4.863048111046515e-05,5.485461376559586e-05,0.0,5.016969110455216e-05,2.995854672919528e-05,4.90794451271968e-05,5.447935245156228e-05,0.0,-1.9135427056672508e-07,-8.751788139918466e-07,-4.489640167316554e-07,3.752613140335854e-07,0.0
output_clip_01,5101.0,2512,42,0.00011745670987387441,8.255110758603282e-05,0.00011993116292817429,0.00011621886239978198,0.0,0.00011794030969898227,8.481000071736402e-05,0.00012078014764861427,0.0001158572877217329,0.0,-4.835998251078523e-07,-2.2588931313311986e-06,-8.489847204399848e-07,3.61574678049077e-07,0.0
output_clip_01,5101.0,2543,43,4.685534673085687e-05,3.528323746729279e-05,4.7580098151603105e-05,4.680302420025557e-05,0.0,4.698251736271094e-05,3.743056480324261e-05,4.7781134660417205e-05,4.702465039194994e-05,0.0,-1.271706318540719e-07,-2.1473273359498207e-06,-2.010365088140996e-07,-2.2162619169437342e-07,0.0
output_clip_01,5102.0,42,2,0.0001846581134921698,0.00013019903937120641,0.0001821539673138052,0.0001971701661980991,0.0,0.0001857170644313152,0.0001360195773707164,0.00018335576743606124,0.00019919581869816267,0.0,-1.0589509391453961e-06,-5.8205379995099815e-06,-1.2018001222560389e-06,-2.0256525000635647e-06,0.0
output_clip_01,5102.0,46,2,0.0002196896973706176,0.00011503773069754261,0.00020715143654993342,0.0002433363402226781,0.0,0.0002201981100402477,0.00011948939610202152,0.0002053592227135401,0.0002465375906804872,0.0,-5.084126696301055e-07,-4.4516654044789145e-06,1.7922138363933072e-06,-3.2012504578090727e-06,0.0
output_clip_01,5102.0,117,3,4.206405701329905e-05,3.7219688128605296e-05,4.1914035370559406e-05,4.29287490427174e-05,0.0,4.162497138895904e-05,3.7050802188607166e-05,4.1171229670561496e-05,4.2991899532473914e-05,0.0,4.390856243400093e-07,1.688859399981302e-07,7.428056999979102e-07,-6.315048975651642e-08,0.0
output_clip_01,5102.0,199,4,1.6124337437004503e-05,1.4127583299503556e-05,1.5977003688736473e-05,1.6975312179944306e-05,0.0,1.5912652804165606e-05,1.386169394265664e-05,1.5367828087006105e-05,1.6900937601171565e-05,0.0,2.1168463283889738e-07,2.658893568469154e-07,6.091756017303685e-07,7.437457877274009e-08,0.0
output_clip_01,5102.0,250,4,4.7428476109393895e-06,2.778183554905309e-06,4.796985011679862e-06,5.536330421990856e-06,0.0,5.044098130943208e-06,2.8184363223491015e-06,4.9036485784933406e-06,5.46117719901449e-06,0.0,-3.012505200038185e-07,-4.025276744379247e-08,-1.0666356681347895e-07,7.515322297636606e-08,0.0
output_clip_01,5102.0,492,7,0.0011786949219224612,0.0006783324074097202,0.0012077806759346608,0.0012202463422639747,0.0,0.0011812907393957143,0.0007083500499444619,0.0012204140158571402,0.0012200543330940416,0.0,-2.5958174732531366e-06,-3.0017642534741688e-05,-1.2633339922479446e-05,1.9200916993302938e-07,0.0
output_clip_01,5102.0,1087,22,3.623276388513768e-05,2.9151243178929114e-05,3.66747898289894e-05,3.626406505365744e-05,0.0,3.54891238899913e-05,2.8162355894832263e-05,3.591661823499092e-05,3.562024353497621e-05,0.0,7.436399951463795e-07,9.888872840968506e-07,7.581715939984794e-07,6.438215186812279e-07,0.0
output_clip_01,5102.0,1113,22,4.8329438820516414e-05,4.193212525595339e-05,4.911280993830591e-05,4.473135181256246e-05,0.0,4.792721562581064e-05,4.05274079580901e-05,4.88013438480036e-05,4.480298683004714e-05,0.0,4.022231947057735e-07,1.4047172978632865e-06,3.114660903023102e-07,-7.163501748467453e-08,0.0
output_clip_01,5102.0,1219,23,1.0350516207296713e-05,7.075904151191856e-06,1.0220223793968648e-05,1.1057186815758786e-05,0.0,1.0119749459067939e-05,7.294942343303871e-06,9.908260529452213e-06,1.0610538274104353e-05,0.0,2.3076674822877476e-07,-2.190381921120146e-07,3.119632645164346e-07,4.4664854165443364e-07,0.0
output_clip_01,5102.0,1231,23,2.405734387051555e-05,1.2850278085852279e-05,2.412166560842496e-05,2.6035515781421256e-05,0.0,2.426296422041591e-05,1.3005866987184517e-05,2.3913798214292233e-05,2.601883154761662e-05,0.0,-2.0562034990036067e-07,-1.5558890133223778e-07,2.0786739413272608e-07,1.6684233804636477e-08,0.0
output_clip_01,5102.0,1319,25,0.0006105573655795684,0.00038325433237539975,0.0005974851392426225,0.0006352555821242581,0.0,0.0006112261157499555,0.00039308050972414486,0.0006028064568166863,0.0006378950217205032,0.0,-6.687501703870734e-07,-9.826177348745116e-06,-5.321317574063806e-06,-2.639439596245066e-06,0.0
output_clip_01,5102.0,1348,25,0.0003229130671235578,0.00027391411377643315,0.0003259128376572503,0.0003237268947822473,0.0,0.00032776457871011,0.0002875370965350117,0.000336301627696815,0.00032370741335721256,0.0,-4.851511586552253e-06,-1.3622982758578536e-05,-1.0388790039564703e-05,1.948142503473962e-08,0.0
output_clip_01,5102.0,1389,26,5.106043132252391e-05,2.7106347371984314e-05,4.936939652228993e-05,5.611794984675752e-05,0.0,5.121451085077544e-05,2.745218467818362e-05,4.952089468925993e-05,5.591518017246509e-05,0.0,-1.5407952825153003e-07,-3.4583730619930743e-07,-1.5149816696999552e-07,2.027696742924287e-07,0.0
output_clip_01,5102.0,1498,27,0.00010124172876310324,4.602725969419787e-05,9.291186279207236e-05,0.00011693725264255984,0.0,0.00010247868899472487,4.6402908328753746e-05,9.62825093893683e-05,0.00011652211840514208,0.0,-1.2369602316216328e-06,-3.7564863455587244e-07,-3.3706465972959456e-06,4.151342374177601e-07,0.0
output_clip_01,5102.0,1603,28,2.264282889652129e-05,1.1424974199853808e-05,2.0789628837281574e-05,2.6225723146025334e-05,0.0,2.320239271680953e-05,1.1151327573666789e-05,2.202755680470822e-05,2.6215254148271095e-05,0.0,-5.595638202882404e-07,2.736466261870187e-07,-1.237927967426647e-06,1.0468997754239034e-08,0.0
output_clip_01,5102.0,1635,28,3.193591809570433e-05,1.9210673113672603e-05,2.8894322329629372e-05,3.654755648353093e-05,0.0,3.1890681370301e-05,1.8670633268397416e-05,2.9309592832554602e-05,3.616681291053206e-05,0.0,4.523672540332843e-08,5.400398452751861e-07,-4.152705029252302e-07,3.8074357299886836e-07,0.0
