variant,seed,company,NET_mse_path,NET_mse_1h,NET_mse_6h,NET_mse_24h,NET_out_of_bounds_fraction,ASYM_mse_path,ASYM_mse_1h,ASYM_mse_6h,ASYM_mse_24h,ASYM_out_of_bounds_fraction,delta_mse_path,delta_mse_1h,delta_mse_6h,delta_mse_24h,delta_out_of_bounds_fraction
output_clip_01,5101.0,4,1.0328375128109868e-05,8.00709350456129e-06,1.0171294366961435e-05,1.1122756487716664e-05,0.0,1.0547828640295421e-05,8.578020022272695e-06,1.0235821918294864e-05,1.0978748490192266e-05,0.0,-2.1945351218555284e-07,-5.709265177114055e-07,-6.452755133342993e-08,1.44007997524398e-07,0.0
output_clip_01,5101.0,7,0.0011854532298011071,0.0007166312249607582,0.0012092137057940358,0.0012218004319862947,0.0,0.0011821520636643283,0.0007110555139440594,0.0012244209709452235,0.0012142682040849953,0.0,3.301166136778855e-06,5.575711016698711e-06,-1.5207265151187619e-05,7.532227901299376e-06,0.0
output_clip_01,5101.0,22,4.148877930973932e-05,3.4085486147346144e-05,4.217504634042196e-05,3.988576947237772e-05,0.0,4.184987681713642e-05,3.491348991100068e-05,4.277698878592599e-05,4.013781160080037e-05,0.0,-3.6109750739710025e-07,-8.280037636545351e-07,-6.019424455040327e-07,-2.5204212842265484e-07,0.0
output_clip_01,5101.0,23,1.7114102759618817e-05,9.858391817003218e-06,1.691469257543024e-05,1.8315064039525862e-05,0.0,1.7248341597121678e-05,1.0099335753841402e-05,1.700545772466701e-05,1.8214704027303326e-05,0.0,-1.342388375028611e-07,-2.4094393683818465e-07,-9.076514923677e-08,1.0036001222253686e-07,0.0
output_clip_01,5101.0,25,0.0004667189712055206,0.00032176595539058,0.00046646281751920116,0.0004782531600227921,0.0,0.0004707377350196056,0.0003524239385684247,0.000470429796364389,0.00048186564667852924,0.0,-4.018763814085007e-06,-3.0657983177844654e-05,-3.966978845187843e-06,-3.612486655737144e-06,0.0
output_clip_01,5101.0,26,5.100187519566138e-05,2.7271682759694563e-05,4.92334107552834e-05,5.572354948029089e-05,0.0,5.109256301822259e-05,2.7727992155762973e-05,4.967598153576691e-05,5.540605620389265e-05,0.0,-9.068782256121006e-08,-4.563093960684106e-07,-4.4257078048351277e-07,3.174932763982407e-07,0.0
output_clip_01,5101.0,27,0.00010364026647328989,4.737202987572558e-05,9.657354629863889e-05,0.00011834361783892167,0.0,0.00010184457458359049,4.641175123390943e-05,9.511685254723584e-05,0.0001164956558685407,0.0,1.795691889699402e-06,9.602786418161474e-07,1.4566937514030528e-06,1.8479619703809681e-06,0.0
output_clip_01,5101.0,28,2.7483830710805693e-05,1.5072087457896654e-05,2.5360615885811393e-05,3.1207674590319634e-05,0.0,2.7476945601474888e-05,1.4944551613877112e-05,2.5491592759876286e-05,3.135733889683307e-05,0.0,6.8851093308053e-09,1.2753584401954195e-07,-1.3097687406489274e-07,-1.496643065134387e-07,0.0
output_clip_01,5101.0,36,0.00013060146997890244,6.27324219974059e-05,0.00013002599362421348,0.0001415619009182904,0.0,0.00013262875494196845,6.209297913467064e-05,0.00013412677615878916,0.00014171332846742399,0.0,-2.027284963066015e-06,6.394428627352585e-07,-4.100782534575677e-06,-1.514275491335947e-07,0.0
output_clip_01,5101.0,37,6.22727146453204e-05,6.234781932819802e-05,6.257064077565906e-05,6.187057153581991e-05,0.0,6.215503345419969e-05,6.200957678436449e-05,6.268731878006772e-05,6.148110344039457e-05,0.0,1.1768119112070792e-07,3.3824254383353744e-07,-1.166780044086624e-07,3.894680954253353e-07,0.0
output_clip_01,5101.0,38,0.00015517842986362761,0.0001353253894462323,0.0001537847301318633,0.00016056402747825088,0.0,0.00015496468655084317,0.0001382455179442304,0.00015310703194816523,0.00015954851995013947,0.0,2.1374331278444457e-07,-2.9201284979980824e-06,6.776981836980646e-07,1.0155075281114052e-06,0.0
output_clip_01,5101.0,41,4.9978336833985435e-05,2.9083367915203433e-05,4.863048111046515e-05,5.485461376559586e-05,0.0,5.016969110455216e-05,2.995854672919528e-05,4.90794451271968e-05,5.447935245156228e-05,0.0,-1.9135427056672508e-07,-8.751788139918466e-07,-4.489640167316554e-07,3.752613140335854e-07,0.0
output_clip_01,5101.0,42,0.00011745670987387441,8.255110758603282e-05,0.00011993116292817429,0.00011621886239978198,0.0,0.00011794030969898227,8.481000071736402e-05,0.00012078014764861427,0.0001158572877217329,0.0,-4.835998251078523e-07,-2.2588931313311986e-06,-8.489847204399848e-07,3.61574678049077e-07,0.0
output_clip_01,5101.0,43,4.685534673085687e-05,3.528323746729279e-05,4.7580098151603105e-05,4.680302420025557e-05,0.0,4.698251736271094e-05,3.743056480324261e-05,4.7781134660417205e-05,4.702465039194994e-05,0.0,-1.271706318540719e-07,-2.1473273359498207e-06,-2.010365088140996e-07,-2.2162619169437342e-07,0.0
output_clip_01,5102.0,2,0.0002021739054313937,0.0001226183850343745,0.0001946527019318693,0.0002202532532103886,0.0,0.00020295758723578146,0.00012775448673636895,0.0001943574950748007,0.0002228667046893249,0.0,-7.836818043877643e-07,-5.136101701994441e-06,2.952068570686206e-07,-2.6134514789363187e-06,0.0
output_clip_01,5102.0,3,4.206405701329905e-05,3.7219688128605296e-05,4.1914035370559406e-05,4.29287490427174e-05,0.0,4.162497138895904e-05,3.7050802188607166e-05,4.1171229670561496e-05,4.2991899532473914e-05,0.0,4.390856243400093e-07,1.688859399981302e-07,7.428056999979102e-07,-6.315048975651642e-08,0.0
output_clip_01,5102.0,4,1.0433592523971946e-05,8.452883427204433e-06,1.0386994350208168e-05,1.125582130096758e-05,0.0,1.0478375467554407e-05,8.340065132502871e-06,1.0135738332749723e-05,1.1181057400093027e-05,0.0,-4.478294358246098e-08,1.1281829470156232e-07,2.512560174584452e-07,7.476390087455265e-08,0.0
output_clip_01,5102.0,7,0.0011786949219224612,0.0006783324074097202,0.0012077806759346608,0.0012202463422639747,0.0,0.0011812907393957143,0.0007083500499444619,0.0012204140158571402,0.0012200543330940416,0.0,-2.5958174732531366e-06,-3.0017642534741688e-05,-1.2633339922479446e-05,1.9200916993302938e-07,0.0
output_clip_01,5102.0,22,4.228110135282705e-05,3.5541684217441254e-05,4.289379988364765e-05,4.049770843310995e-05,0.0,4.1708169757900975e-05,3.4344881926461183e-05,4.2358981041497256e-05,4.0211615182511674e-05,0.0,5.729315949260731e-07,1.1968022909800702e-06,5.348188421503948e-07,2.860932505982733e-07,0.0
output_clip_01,5102.0,23,1.720393003890613e-05,9.963091118522068e-06,1.7170944701196803e-05,1.8546351298590022e-05,0.0,1.7191356839741924e-05,1.0150404665244194e-05,1.6911029371872225e-05,1.8314684910860487e-05,0.0,1.2573199164205354e-08,-1.873135467221266e-07,2.5991532932457864e-07,2.3166638772953506e-07,0.0
output_clip_01,5102.0,25,0.0004667352163515631,0.00032858422307591645,0.00046169898844993635,0.0004794912384532527,0.0,0.00046949534723003276,0.00034030880312957824,0.0004695540422567506,0.0004808012175388579,0.0,-2.7601308784696633e-06,-1.1724580053661799e-05,-7.855053806814281e-06,-1.3099790856051902e-06,0.0
output_clip_01,5102.0,26,5.106043132252391e-05,2.7106347371984314e-05,4.936939652228993e-05,5.611794984675752e-05,0.0,5.121451085077544e-05,2.745218467818362e-05,4.952089468925993e-05,5.591518017246509e-05,0.0,-1.5407952825153003e-07,-3.4583730619930743e-07,-1.5149816696999552e-07,2.027696742924287e-07,0.0
output_clip_01,5102.0,27,0.00010124172876310324,4.602725969419787e-05,9.291186279207236e-05,0.00011693725264255984,0.0,0.00010247868899472487,4.6402908328753746e-05,9.62825093893683e-05,0.00011652211840514208,0.0,-1.2369602316216328e-06,-3.7564863455587244e-07,-3.3706465972959456e-06,4.151342374177601e-07,0.0
output_clip_01,5102.0,28,2.728937349611281e-05,1.5317823656763205e-05,2.4841975583455473e-05,3.138663981477813e-05,0.0,2.7546537043555267e-05,1.4910980421032103e-05,2.5668574818631413e-05,3.119103352940158e-05,0.0,-2.57163547442456e-07,4.068432357311024e-07,-8.265992351759403e-07,1.95606285376552e-07,0.0
output_clip_01,5102.0,36,0.0001308429318017615,6.178611182879954e-05,0.00012990384659753164,0.00014238494394545295,0.0,0.00013157642352307653,6.158219733739813e-05,0.00013204194043005024,0.00014261233046267006,0.0,-7.334917213150274e-07,2.0391449140141232e-07,-2.138093832518604e-06,-2.273865172171003e-07,0.0
output_clip_01,5102.0,37,6.287508800841086e-05,6.765741269413583e-05,6.295590580508408e-05,6.220358874459869e-05,0.0,6.192704382713088e-05,5.952126208253326e-05,6.244191655119214e-05,6.153699294937966e-05,0.0,9.480441812799776e-07,8.136150611602567e-06,5.139892538919379e-07,6.665957952190247e-07,0.0
output_clip_01,5102.0,38,0.00015531930740477628,0.0001435866447183541,0.00015285037896864214,0.0001601803467259516,0.0,0.0001555765724936055,0.0001392267077335862,0.000154129055565392,0.00015966410250576484,0.0,-2.5726508882920507e-07,4.359936984767908e-06,-1.2786765967498558e-06,5.162442201867641e-07,0.0
output_clip_01,5102.0,41,4.993243643010646e-05,2.9762020281778292e-05,4.863517665418533e-05,5.463514085847672e-05,0.0,5.011033054477466e-05,2.9875693478458764e-05,4.892991183334187e-05,5.456141126904696e-05,0.0,-1.7789411466819725e-07,-1.1367319668047243e-07,-2.947351791565399e-07,7.372958942976197e-08,0.0
output_clip_01,5102.0,42,0.0001181610065124586,8.244641086941678e-05,0.00012067773705849538,0.0001169612192219851,0.0,0.00011801106689533009,8.6581591407306e-05,0.00012076173854634591,0.00011586913713160365,0.0,1.49939617128517e-07,-4.1351805378892176e-06,-8.400148785052733e-08,1.0920820903814445e-06,0.0
output_clip_01,5102.0,43,4.7064841908299426e-05,3.642871142075154e-05,4.76505891878279e-05,4.7285999072475735e-05,0.0,4.686971859735247e-05,3.6843368408851826e-05,4.7564800950266215e-05,4.6857097249866026e-05,0.0,1.9512331094695754e-07,-4.1465698810028856e-07,8.5788237561685e-08,4.28901822609709e-07,0.0
output_clip_01,5103.0,2,0.0002024742589088317,0.00012168716830024356,0.00019429345817165774,0.00022310537633879192,0.0,0.00022308925559887019,0.0001280060172497549,0.00021611462104154832,0.00024626780593599057,0.0,-2.0614996690038488e-05,-6.318848949511346e-06,-2.1821162869890582e-05,-2.3162429597198655e-05,0.0
output_clip_01,5103.0,3,4.275911752179125e-05,3.677946853038194e-05,4.2234826359955056e-05,4.445662684936292e-05,0.0,4.3875964581721337e-05,3.752306575684389e-05,4.430651194419267e-05,4.562896280012709e-05,0.0,-1.116847059930086e-06,-7.435972264619521e-07,-2.071685584237616e-06,-1.172335950764171e-06,0.0
output_clip_01,5103.0,4,1.0879043923880289e-05,8.250783202720139e-06,1.0279602950218605e-05,1.1513269725879344e-05,0.0,1.141732451550491e-05,8.622642223708157e-06,1.2273809381168562e-05,1.2224842820352936e-05,0.0,-5.382805916246207e-07,-3.7185902098801797e-07,-1.994206430949957e-06,-7.115730944735923e-07,0.0
output_clip_01,5103.0,7,0.00117822138543181,0.0006820321141175659,0.0012050778233201227,0.0012179765115283227,0.0,0.0011997639145593984,0.0008240673197566393,0.001230728846880997,0.0012384196293560947,0.0,-2.154252912758836e-05,-0.00014203520563907336,-2.5651023560874188e-05,-2.0443117827772042e-05,0.0
output_clip_01,5103.0,22,4.2986482254399715e-05,3.51218104077419e-05,4.3538208632109366e-05,4.156798707519165e-05,0.0,4.257971872781159e-05,3.467375159086189e-05,4.3689875863620476e-05,4.1515040669387344e-05,0.0,4.067635265881281e-07,4.480588168800093e-07,-1.5166723151110984e-07,5.294640580430314e-08,0.0
output_clip_01,5103.0,23,1.7873584459123415e-05,9.872023021894754e-06,1.734750674243708e-05,1.8874609795699574e-05,0.0,1.7700752808664103e-05,1.0224109105281835e-05,1.7990689013881214e-05,1.895098136253568e-05,0.0,1.7283165045931176e-07,-3.5208608338708136e-07,-6.431822714441339e-07,-7.63715668361039e-08,0.0
output_clip_01,5103.0,25,0.0004649095395527909,0.0003266755444197303,0.0004641724029925895,0.00047837222312914506,0.0,0.00046587387450319566,0.0003392560643774624,0.0004636193126159921,0.0004800921916921002,0.0,-9.6433495040476e-07,-1.2580519957732135e-05,5.530903765974069e-07,-1.719968562955115e-06,0.0
output_clip_01,5103.0,26,5.2178843834599026e-05,2.7035285261110575e-05,5.0442532326170336e-05,5.6194421392974515e-05,0.0,5.2137630324915587e-05,2.7593877461779646e-05,5.094246400470214e-05,5.787258885286309e-05,0.0,4.121350968343902e-08,-5.58592200669071e-07,-4.999316785318054e-07,-1.6781674598885732e-06,0.0
output_clip_01,5103.0,27,0.00010402128967244804,4.626065900831451e-05,9.646231602522097e-05,0.00011931615154062409,0.0,0.00010289375791420547,4.610754552519653e-05,9.544176965763616e-05,0.000118735945575289,0.0,1.1275317582425733e-06,1.5311348311798e-07,1.0205463675848017e-06,5.802059653350899e-07,0.0
output_clip_01,5103.0,28,2.8225680032078617e-05,1.530715372336537e-05,2.57567097583204e-05,3.206887692610123e-05,0.0,2.7409571005218285e-05,1.4924199752572281e-05,2.556885350007422e-05,3.129616156718718e-05,0.0,8.161090268603314e-07,3.8295397079308973e-07,1.8785625824617813e-07,7.727153589140513e-07,0.0
output_clip_01,5103.0,36,0.00013174307957501208,6.156928213583604e-05,0.0001300596443969708,0.0001428860840952674,0.0,0.00013293415594450058,6.268297547260792e-05,0.00013295140578478912,0.00014547865898695,0.0,-1.1910763694885013e-06,-1.1136933367718804e-06,-2.891761387818309e-06,-2.59257489168259e-06,0.0
output_clip_01,5103.0,37,6.313768852234933e-05,6.649973916652213e-05,6.297332061828598e-05,6.210521530627762e-05,0.0,6.262894647956547e-05,6.126043694348392e-05,6.337791854138904e-05,6.245053922750465e-05,0.0,5.087420427838567e-07,5.239302223038203e-06,-4.045979231030565e-07,-3.4532392122702405e-07,0.0
output_clip_01,5103.0,38,0.00015594198526474267,0.00014195364530496533,0.00015352156417979614,0.00016120070708604284,0.0,0.00015697228134591175,0.0001384828046256526,0.00015572048325289433,0.00016238172709974656,0.0,-1.0302960811690853e-06,3.4708406793127226e-06,-2.1989190730981934e-06,-1.1810200137037216e-06,0.0
output_clip_01,5103.0,41,5.076910999921298e-05,2.964408401942198e-05,4.911979882284252e-05,5.530684303774817e-05,0.0,5.116614412551783e-05,3.0215382528944628e-05,5.058395379243611e-05,5.555948683728252e-05,0.0,-3.970341263048532e-07,-5.712985095226476e-07,-1.464154969593593e-06,-2.526437995343508e-07,0.0
output_clip_01,5103.0,42,0.00011834128395912269,8.209989086595476e-05,0.00012087400762477086,0.00011693663691849691,0.0,0.0001178305517044619,8.466841742823108e-05,0.00012081881519269942,0.00011648905584179506,0.0,5.107322546607902e-07,-2.5685265622763187e-06,5.519243207144256e-08,4.4758107670185587e-07,0.0
output_clip_01,5103.0,43,4.7552472661417026e-05,3.596596185278298e-05,4.828622095475996e-05,4.745255719190667e-05,0.0,4.701499124574574e-05,3.67022970317978e-05,4.793553175396614e-05,4.697630072058059e-05,0.0,5.374814156712892e-07,-7.363351790148204e-07,3.50689200793822e-07,4.762564713260765e-07,0.0
output_clip_01,5104.0,2,0.00020284970389173522,0.0001196022413343828,0.00019417493137453473,0.00022352316321220468,0.0,0.00020526772382801356,0.00012677000376744806,0.00019880971618359652,0.0002250946810495585,0.0,-2.418019936278339e-06,-7.167762433065258e-06,-4.634784809061783e-06,-1.5715178373538238e-06,0.0
output_clip_01,5104.0,3,4.2136067334624595e-05,3.594585649244501e-05,4.157966099219894e-05,4.34462246082827e-05,0.0,4.1376641363450045e-05,3.67520601320985e-05,4.129262394801371e-05,4.252361519869223e-05,0.0,7.594259711745499e-07,-8.06203639653492e-07,2.870370441852301e-07,9.226094095904743e-07,0.0
output_clip_01,5104.0,4,1.0845096100737913e-05,8.165523508136682e-06,1.0614581246206736e-05,1.113781643507114e-05,0.0,1.0450163069712725e-05,8.315598911532965e-06,1.0323576487178284e-05,1.1049272683086457e-05,0.0,3.949330310251877e-07,-1.5007540339628212e-07,2.910047590284521e-07,8.85437519846835e-08,0.0
output_clip_01,5104.0,7,0.0011791704887816978,0.0006921436884424328,0.0012054684099197378,0.0012177318085772589,0.0,0.0011867392026712596,0.0008687317889597988,0.0012057423915030016,0.0012155105132307042,0.0,-7.568713889561729e-06,-0.000176588100517366,-2.739815832637424e-07,2.221295346554672e-06,0.0
output_clip_01,5104.0,22,4.233419169910068e-05,3.4492896141517676e-05,4.3159803298248176e-05,4.077792425364735e-05,0.0,4.1394021892116636e-05,3.429944884026459e-05,4.2247116098828214e-05,3.962155939664284e-05,0.0,9.401698069840404e-07,1.934473012530876e-07,9.126871994199619e-07,1.1563648570045134e-06,0.0
output_clip_01,5104.0,23,1.780865407204461e-05,9.90392605449383e-06,1.7579561031519418e-05,1.8727425093735178e-05,0.0,1.7050454161747334e-05,1.0247342342405201e-05,1.6920315915854563e-05,1.799661468488009e-05,0.0,7.581999102972752e-07,-3.4341628791137046e-07,6.592451156648546e-07,7.308104088550894e-07,0.0
output_clip_01,5104.0,25,0.00046509472540714526,0.00032396605658583104,0.0004663696790059141,0.00047893547195903294,0.0,0.0004711347003375603,0.00033281021209788803,0.0004702779895953404,0.00048382063907426414,0.0,-6.039974930415045e-06,-8.844155512056993e-06,-3.908310589426306e-06,-4.885167115231204e-06,0.0
output_clip_01,5104.0,26,5.196865453933311e-05,2.7215679564541947e-05,5.0912089270471904e-05,5.6476227167740625e-05,0.0,5.1230816247329265e-05,2.7869140260189738e-05,4.9798686759975426e-05,5.564976207621727e-05,0.0,7.378382920038434e-07,-6.534606956477905e-07,1.1134025104964784e-06,8.264650915233539e-07,0.0
output_clip_01,5104.0,27,0.00010428157107943068,4.7107347719890846e-05,9.758564522789578e-05,0.00012040599232060207,0.0,0.00010352833016922452,4.6299888466764676e-05,9.745109636934915e-05,0.00011783444617174504,0.0,7.532409102061562e-07,8.074592531261704e-07,1.345488585466337e-07,2.571546148857028e-06,0.0
output_clip_01,5104.0,28,2.7930731732802387e-05,1.5323784839499687e-05,2.608020251163888e-05,3.173839717978893e-05,0.0,2.7897960905252517e-05,1.5108239010692328e-05,2.6107067097417377e-05,3.151401103138469e-05,0.0,3.2770827549870156e-08,2.155458288073593e-07,-2.6864585778495567e-08,2.2438614840423723e-07,0.0
output_clip_01,5104.0,36,0.0001310804490713457,6.200225274796075e-05,0.00013010556939290125,0.00014198270772446442,0.0,0.00013231393242033255,6.222340126599873e-05,0.00013428628429214097,0.00014236954417778494,0.0,-1.2334833489868453e-06,-2.211485180379796e-07,-4.180714899239718e-06,-3.868364533205133e-07,0.0
output_clip_01,5104.0,37,6.300488286693594e-05,6.42152197566479e-05,6.334108465964475e-05,6.229778722082201e-05,0.0,6.200619048840553e-05,5.656089880003113e-05,6.292316866495905e-05,6.155088904263737e-05,0.0,9.986923785304107e-07,7.654320956616778e-06,4.1791599468569355e-07,7.468981781846417e-07,0.0
output_clip_01,5104.0,38,0.00015598082561606397,0.0001381534403308662,0.0001540734034578198,0.00016120260498592284,0.0,0.00015645930574392818,0.0001382392373149436,0.00015532088959115337,0.00016008664000027802,0.0,-4.784801278642152e-07,-8.579698407740373e-08,-1.2474861333335767e-06,1.1159649856448228e-06,0.0
output_clip_01,5104.0,41,5.053221447981657e-05,2.9234358232969115e-05,4.904990411970946e-05,5.555165505892765e-05,0.0,5.05626335704729e-05,3.0326353218577485e-05,4.9237886633964405e-05,5.491348343912878e-05,0.0,-3.041909065633466e-08,-1.0919949856083702e-06,-1.8798251425494213e-07,6.381716197988738e-07,0.0
output_clip_01,5104.0,42,0.00011783632699943364,8.210364910028094e-05,0.00012064133724616475,0.00011692812585154254,0.0,0.00011787974882187305,8.323028606048003e-05,0.00012076781012978908,0.00011622495783762497,0.0,-4.342182243941787e-08,-1.1266369601990923e-06,-1.2647288362432636e-07,7.031680139175673e-07,0.0
output_clip_01,5104.0,43,4.737713252429125e-05,3.557418845657532e-05,4.83142539731612e-05,4.758995161083505e-05,0.0,4.7001943595894305e-05,3.660915885210309e-05,4.777207860988453e-05,4.709692015685177e-05,0.0,3.7518892839694324e-07,-1.0349703955277715e-06,5.421753632766708e-07,4.930314539832746e-07,0.0
output_clip_01,5105.0,2,0.00020188166588487233,0.00012239724244521286,0.00019551333820485675,0.00022065039560675802,0.0,0.00020350274505018915,0.00012348185682516116,0.00019569130798569183,0.00022323724417224096,0.0,-1.6210791653168159e-06,-1.084614379948302e-06,-1.7796978083508544e-07,-2.586848565482941e-06,0.0
output_clip_01,5105.0,3,4.207428672780908e-05,3.7025948009017145e-05,4.182401916055417e-05,4.313469326939389e-05,0.0,4.131574872435726e-05,3.589186429635252e-05,4.123892284421308e-05,4.2448044851679646e-05,0.0,7.585380034518221e-07,1.1340837126646279e-06,5.850963163410878e-07,6.866484177142429e-07,0.0
output_clip_01,5105.0,4,1.0327527286734855e-05,8.426468829794599e-06,1.0290959050146082e-05,1.112941644986093e-05,0.0,1.0515410233906815e-05,8.002743508455303e-06,1.0516635649321979e-05,1.0961691031988574e-05,0.0,-1.8788294717195998e-07,4.2372532133929653e-07,-2.2567659917589713e-07,1.6772541787235614e-07,0.0
output_clip_01,5105.0,7,0.0011774941679190138,0.0006797951888529317,0.001206383421163289,0.0012179954578186393,0.0,0.001173854958190088,0.0006935857871677464,0.001209057261010631,0.0012151560098196525,0.0,3.639209728925792e-06,-1.3790598314814646e-05,-2.6738398473419734e-06,2.8394479989867893e-06,0.0
output_clip_01,5105.0,22,4.219948931926229e-05,3.534350941282915e-05,4.282718209469424e-05,4.0661978184343024e-05,0.0,4.139086457365637e-05,3.3815558436128896e-05,4.2246058673700584e-05,3.984980656007368e-05,0.0,8.086247456059187e-07,1.5279509767002536e-06,5.811234209936536e-07,8.121716242693463e-07,0.0
output_clip_01,5105.0,23,1.7395376381905306e-05,9.935959521233473e-06,1.7242235980735104e-05,1.8717825087231404e-05,0.0,1.719587859024937e-05,1.0243208683711458e-05,1.7139866199749412e-05,1.8139732125040412e-05,0.0,1.9949779165593775e-07,-3.072491624779854e-07,1.0236978098569153e-07,5.780929621909916e-07,0.0
output_clip_01,5105.0,25,0.0004671351951940243,0.00033034848532755544,0.00046448181682543985,0.0004802465165889313,0.0,0.0004685501329589805,0.00032265733961679406,0.0004713568962174811,0.0004816554414785329,0.0,-1.4149377649562206e-06,7.691145710761373e-06,-6.875079392041272e-06,-1.4089248896016434e-06,0.0
output_clip_01,5105.0,26,5.1078167943964956e-05,2.6944660854395222e-05,4.935891056744793e-05,5.5940107427835734e-05,0.0,5.107990754040365e-05,2.832424695900663e-05,4.967611722672358e-05,5.5600280610486795e-05,0.0,-1.7395964386940116e-09,-1.379586104611406e-06,-3.172066592756472e-07,3.3982681734893934e-07,0.0
output_clip_01,5105.0,27,0.00010222437305595107,4.6106111420203185e-05,9.414093658461233e-05,0.00011813757374138722,0.0,0.00010129091506875673,4.586562413558622e-05,9.568479202119062e-05,0.00011543342949456042,0.0,9.334579871943379e-07,2.4048728461696493e-07,-1.543855436578285e-06,2.704144246826797e-06,0.0
output_clip_01,5105.0,28,2.7395952854153223e-05,1.5399019078406477e-05,2.505321079459349e-05,3.148530084952804e-05,0.0,2.740943461689912e-05,1.4926212121199755e-05,2.5640792378824042e-05,3.103419026447497e-05,0.0,-1.3481762745895173e-08,4.728069572067223e-07,-5.875815842305524e-07,4.511105850530636e-07,0.0
output_clip_01,5105.0,36,0.00013014961004990524,6.130601679150577e-05,0.00012873782199452062,0.00014206673399541077,0.0,0.00013205921798603083,6.390849066408713e-05,0.00013319044216749692,0.0001422161905678658,0.0,-1.9096079361255924e-06,-2.6024738725813655e-06,-4.452620172976291e-06,-1.4945657245501553e-07,0.0
output_clip_01,5105.0,37,6.280319738668088e-05,6.815508660560062e-05,6.279553385359508e-05,6.204038747171476e-05,0.0,6.191409302932439e-05,5.79063773608292e-05,6.269810957442797e-05,6.147869327435319e-05,0.0,8.891043573564943e-07,1.024870924477142e-05,9.742427916710668e-08,5.616941973615654e-07,0.0
output_clip_01,5105.0,38,0.00015555450395298204,0.00014464424790637398,0.00015349561937458287,0.00016003081585463707,0.0,0.00015499342550547664,0.0001362057834009853,0.0001537682401975357,0.0001595440560459794,0.0,5.610784475054058e-07,8.438464505388678e-06,-2.726208229528334e-07,4.867598086576771e-07,0.0
output_clip_01,5105.0,41,5.008240742400504e-05,2.9830702172850166e-05,4.8649912142429535e-05,5.495758191077e-05,0.0,5.036038252908721e-05,3.021302484231015e-05,4.96507051937966e-05,5.41154770894833e-05,0.0,-2.779751050821668e-07,-3.82322669459986e-07,-1.000793051367066e-06,8.421048212866973e-07,0.0
output_clip_01,5105.0,42,0.00011781815951017844,8.168208876954736e-05,0.00012050270781716342,0.00011652965099392974,0.0,0.00011789560504671513,8.822117031345276e-05,0.00012043853686877344,0.00011579194952803312,0.0,-7.74455365366931e-08,-6.539081543905403e-06,6.417094838998352e-08,7.37701465896616e-07,0.0
output_clip_01,5105.0,43,4.7089449766960874e-05,3.599393394331998e-05,4.7750622717037734e-05,4.715690233043113e-05,0.0,4.6776780606209454e-05,3.744629603390922e-05,4.7379900878362856e-05,4.68636251199645e-05,0.0,3.126691607514202e-07,-1.4523620905892412e-06,3.7072183867487723e-07,2.9327721046662995e-07,0.0
