cluster,n,n_eff,mu,v,U,R,c,one_branch,one_U,one_R,sigma,G,Gamma_neff,treatment_over_sigma
0,8626,7895.458991438977,0.005541234248599028,0.001485306842991023,0.0007912315941106308,7.328468657662788e-19,7.328468657662788e-19,U,0.0007912315164462063,0.0,0.01555357879397923,8.054105443902365e-40,2.628657635438949e-32,4.673671517351057e-17
1,46769,38922.19124026699,0.04212745189966509,0.014160046145152753,0.0015368325648222672,0.00857236435576584,0.0015368325648222672,U,0.0012958343041565284,0.0,0.02494461169538066,1.1168611972476697e-06,69.86231767461852,0.0582930719129882
2,27979,23635.067900773058,0.034223230099392564,0.008182452398890948,0.0006399813519092609,0.029789685908959498,0.0006399813519092609,R,0.0,0.02808810493782021,0.01758833729292903,3.5829069642060395e-07,27.374286888178123,0.03452944922706346
3,12054,11110.735697171149,0.04410748922397442,0.014536885889378386,0.0047222938310799685,3.2976448729195415e-18,3.2976448729195415e-18,U,0.0047222938289614635,0.0,0.035235251133013776,1.7029663294709935e-37,1.5240321742314122e-30,8.826720190846847e-17
4,36709,33333.572334375596,0.011770649989868284,0.0033991924533060902,0.0007454191055343785,0.04745244015137578,0.0007454191055343785,R,0.0,0.04571772624436981,0.01949583408644898,5.338887887149087e-07,46.821898561053295,0.03759995172956174
5,65171,55513.61433061206,0.012463030088446715,0.0034062191416632213,2.933663689313216e-07,0.00822608402940985,2.933663689313216e-07,R,0.0,0.008225350809679398,0.007140705126487651,8.231038754021685e-14,8.961319294449001e-05,4.034562899481325e-05
6,8848,8651.832759609508,0.011393361071199714,0.0019833593055700793,0.0013515464285220572,0.028210567229705507,0.0013515464285220572,U,0.0010842203370458785,0.0,0.020060932934324236,1.6117495326870215e-06,34.650014190686214,0.06610978610971825
7,41471,38548.76346218032,0.010295884878977393,0.002232567299222263,0.00035959678242876295,0.037245028394040924,0.00035959678242876295,R,0.0,0.03602145125134499,0.010999371917138153,1.234483549191334e-07,39.33326378621418,0.03216798734582661
