group,company,n_origins,mse_path,mse_1h,mse_6h,mse_24h,out_of_bounds_fraction
42,2,7608,0.00018424079814818048,0.0001304142953332092,0.00018225001495805428,0.00019714121012386637,0.00034503154574132494
46,2,7608,0.00021956511222183316,0.00011438497131056577,0.00020880540504632637,0.00024429558424699253,0.0011391517700665966
117,3,7608,4.209024853402327e-05,3.702727864737058e-05,4.183827943526641e-05,4.3152636958263175e-05,0.005361680686996145
199,4,7608,1.5950522533703025e-05,1.4102647757632595e-05,1.574721835371596e-05,1.6914207495166124e-05,0.03877497371188223
250,4,7608,4.7931655655355845e-06,2.7612814576382835e-06,4.903531951416531e-06,5.528217688211282e-06,0.12596389765159482
492,7,7608,0.0011778153576392585,0.0006798000551339703,0.0012064514090671138,0.001218442451829276,0.004468980021030494
1087,22,7608,3.604506037609461e-05,2.9096052417103068e-05,3.649988326594116e-05,3.612830823324565e-05,0.01569619698562916
1113,22,7608,4.838216636124745e-05,4.1592289688477e-05,4.9174016100688213e-05,4.5253232517090856e-05,0.01570715036803365
1219,23,7608,1.0493863213670802e-05,7.050189914046314e-06,1.0198963878645464e-05,1.1410140795423301e-05,0.1677346214511041
1231,23,7608,2.448374165858035e-05,1.2837428091011393e-05,2.433195818521249e-05,2.6408027088383215e-05,0.07857408867858395
1319,25,7608,0.0006112976420025063,0.0003826879525160329,0.000601691205866431,0.0006400493268999733,0.005580748335085875
1348,25,7608,0.00032391371947179665,0.00027802447567923,0.00032761539562828183,0.000322708838065299,0.0065610760602874164
1389,26,7608,5.110219207920747e-05,2.694675128616835e-05,4.937821828259843e-05,5.598157773438608e-05,0.020581405538030145
1498,27,7608,0.0001022516887026099,4.610727254574964e-05,9.414642981731717e-05,0.00011819429169888948,0.04948190501226779
1603,28,7608,2.297344703246238e-05,1.1531262064856896e-05,2.1185231853789075e-05,2.6592096515663522e-05,0.13012618296529968
1635,28,7608,3.191952225533999e-05,1.927771280238168e-05,2.896613017308983e-05,3.661535286366174e-05,0.05087846126883982
1926,36,7608,0.0001302290738442983,6.131311404930314e-05,0.00012881250572528265,0.00014222119730386679,0.005810769365580091
1962,37,7608,1.7731107765801935e-05,1.5366689655845305e-05,1.938564219443984e-05,1.595804765129817e-05,0.1262651156677182
2001,37,7608,0.00010826751441250993,0.00012097558275104345,0.00010652431949933184,0.00010858979895124925,0.07448300035050824
2055,38,7608,0.00023720323110318554,0.0002329665724757566,0.00023339144655698378,0.00024262118134827818,0.005044032597266036
2075,38,7608,7.422706869256549e-05,5.6380931333411134e-05,7.383452403695161e-05,7.781909767297101e-05,0.01569072029442692
2242,41,7608,5.009794611027044e-05,2.983105715890841e-05,4.865291177642108e-05,5.5000476800900745e-05,0.021118121275849982
2512,42,7608,0.00011798537886572439,8.16929374509684e-05,0.00012063661436193528,0.0001167340956538436,0.030883061689449702
2543,43,7608,4.7235748784638193e-05,3.6013983091132246e-05,4.7874864487380176e-05,4.7414281006461214e-05,0.156452637574483
