model,seed,company,mse_path,mse_1h,mse_6h,mse_24h,oob
ASYM_STEP_ONLY,5102,38,0.00015539576338268377,0.00012598510718418642,0.00015458767918809227,0.00016059067256213064,0.0
ASYM_STEP_ONLY,5102,41,5.002763853301879e-05,3.0052046679725446e-05,4.913526457476461e-05,5.397135980654723e-05,0.0
ASYM_STEP_ONLY,5102,42,0.00011797043165545809,8.372760119272003e-05,0.00012076591150555657,0.00011578053282597535,0.0
ASYM_STEP_ONLY,5102,43,4.692862270077718e-05,3.828428375310965e-05,4.748039206316418e-05,4.696266600232107e-05,0.0
ASYM_STEP_ONLY,5103,2,0.0002048513683355258,0.00012048619780432617,0.00019835647835550604,0.00022168181201278898,0.0
ASYM_STEP_ONLY,5103,3,4.1085863722912945e-05,3.662976033074966e-05,4.099567721020448e-05,4.2181946548785554e-05,0.0
ASYM_STEP_ONLY,5103,4,1.0937447458766315e-05,8.55228830760979e-06,1.0931451914333734e-05,1.1411722340813467e-05,0.0
ASYM_STEP_ONLY,5103,7,0.001177904086341733,0.0007367343320447403,0.0012153313738132204,0.0012092463340576565,0.0
ASYM_STEP_ONLY,5103,22,4.1425563280709284e-05,3.394713050546947e-05,4.220139885518114e-05,3.979513254410782e-05,0.0
ASYM_STEP_ONLY,5103,23,1.7463024265440265e-05,1.0290878273025961e-05,1.7429712254365667e-05,1.8474247816225006e-05,0.0
ASYM_STEP_ONLY,5103,25,0.00046302803960498974,0.0003171167119515987,0.0004623454842320022,0.0004796514872567342,0.0
ASYM_STEP_ONLY,5103,26,5.126104383179568e-05,2.972639595131797e-05,4.992649755904288e-05,5.5387539547219284e-05,0.0
ASYM_STEP_ONLY,5103,27,0.00010315998152302237,4.789978474348226e-05,9.85204155201185e-05,0.00011572062121698237,0.0
ASYM_STEP_ONLY,5103,28,2.801780942912895e-05,1.5567014462501765e-05,2.68741358177819e-05,3.114801586469162e-05,0.0
ASYM_STEP_ONLY,5103,36,0.00013192086083699037,6.247413169934641e-05,0.00013268510612130186,0.0001421071506623761,0.0
ASYM_STEP_ONLY,5103,37,6.211376720506287e-05,6.147903799569829e-05,6.287087224618408e-05,6.127177470874327e-05,0.0
ASYM_STEP_ONLY,5103,38,0.0001552797120249238,0.00012755919238381663,0.00015463039806356925,0.0001600315121371276,0.0
ASYM_STEP_ONLY,5103,41,4.9745481593094504e-05,2.9731667355028176e-05,4.875356001953462e-05,5.3814364768782294e-05,0.0
