model,seed,company,mse_path,mse_1h,mse_6h,mse_24h,oob
ASYM,5101.0,42,0.00011785591622681748,8.516592528428648e-05,0.00012053793673369562,0.00011572071560284686,0.0
ASYM,5101.0,43,4.681993687196288e-05,3.6445000614892964e-05,4.750734477873856e-05,4.6846178948142246e-05,0.0
ASYM,5102.0,2,0.00020273386271714308,0.00012665005358892083,0.00019544752562144542,0.0002205102562637336,0.0
ASYM,5102.0,3,4.124868038584643e-05,3.618771648874906e-05,4.100443358148631e-05,4.249075478650245e-05,0.0
ASYM,5102.0,4,1.0436965881767864e-05,8.180767334577243e-06,1.0414331200814132e-05,1.1136118439454838e-05,0.0
ASYM,5102.0,7,0.0011777632099056468,0.0007332044796694917,0.0012073048703635325,0.0012159009913993032,0.0
ASYM,5102.0,22,4.154501217039532e-05,3.420735694382632e-05,4.230517270080527e-05,4.001644963574774e-05,0.0
ASYM,5102.0,23,1.7095007435601978e-05,1.0060757623506922e-05,1.699419384363788e-05,1.819975242136969e-05,0.0
ASYM,5102.0,25,0.000466410838457461,0.00033141668710951074,0.0004658837862394485,0.00047781330894451884,0.0
ASYM,5102.0,26,5.094140972556077e-05,2.7144992229439877e-05,4.93464781729079e-05,5.5676916430090506e-05,0.0
ASYM,5102.0,27,0.00010164887790903022,4.590064867725902e-05,9.522262233207501e-05,0.00011582393208565886,0.0
ASYM,5102.0,28,2.7456275614331992e-05,1.488752859309771e-05,2.5604890403982856e-05,3.105802297440534e-05,0.0
ASYM,5102.0,36,0.00013132566870512592,6.153351148743672e-05,0.00013175594372194182,0.0001423719761803582,0.0
ASYM,5102.0,37,6.190788482477535e-05,5.928537164699773e-05,6.246937021002309e-05,6.15889117355085e-05,0.0
ASYM,5102.0,38,0.00015583507995614316,0.00014171440906634227,0.00015440284965455355,0.00015945647731354206,0.0
ASYM,5102.0,41,5.0176374104068086e-05,3.0437628300260845e-05,4.9182965860808363e-05,5.4226086620339e-05,0.0
ASYM,5102.0,42,0.00011807514027010751,8.614175266733037e-05,0.00012075945727526403,0.00011567310244398541,0.0
ASYM,5102.0,43,4.691077589670244e-05,3.717961103604186e-05,4.7612616475535494e-05,4.673967896473494e-05,0.0
ASYM,5103.0,2,0.0002026328750254872,0.0001286294954442895,0.0001955568242181738,0.00022039338513438726,0.0
ASYM,5103.0,3,4.149249259635476e-05,3.7366074826214467e-05,4.124505198405701e-05,4.238380909845213e-05,0.0
ASYM,5103.0,4,1.0352838610252802e-05,8.521192464906527e-06,1.0220888853487502e-05,1.0838918980902711e-05,0.0
ASYM,5103.0,7,0.0011860725098316225,0.0007526257458561612,0.001223251521101376,0.0012142805190477955,0.0
ASYM,5103.0,22,4.163656830328976e-05,3.4873258549258585e-05,4.2450623328763566e-05,3.996911027482205e-05,0.0
ASYM,5103.0,23,1.7019546334295296e-05,1.0003865382130581e-05,1.6877796382918942e-05,1.8048545559821115e-05,0.0
ASYM,5103.0,25,0.00046710486056483676,0.0003397246862073661,0.0004620040840873093,0.0004810739151510279,0.0
ASYM,5103.0,26,5.088304535704554e-05,2.746875231502303e-05,4.934673601445498e-05,5.545196234841465e-05,0.0
ASYM,5103.0,27,0.00010084676766464605,4.613028293012893e-05,9.322658151801361e-05,0.00011623184755134611,0.0
ASYM,5103.0,28,2.72327872882047e-05,1.4943154338598963e-05,2.5171673858937183e-05,3.10172752557426e-05,0.0
ASYM,5103.0,36,0.00013320774986314842,6.184235485868293e-05,0.00013435768135207365,0.0001429879571026194,0.0
ASYM,5103.0,37,6.201336440992975e-05,6.0651451145754935e-05,6.258021784275234e-05,6.14679222544053e-05,0.0
ASYM,5103.0,38,0.00015565295908460605,0.00014221791924144526,0.00015424922127415278,0.00015974050107966703,0.0
