group,company,n_origins,mse_path,mse_1h,mse_6h,mse_24h,out_of_bounds_fraction
42,2,7608,0.00018494257379498405,0.00013598306455602614,0.0001837049177399756,0.00019510276032416003,0.0
46,2,7608,0.00022076486445855227,0.0001174833865815318,0.00020915582069004838,0.00024379052936135303,0.0
117,3,7608,4.135119511915901e-05,3.7030906982956495e-05,4.1116132675159634e-05,4.225140962950767e-05,0.0
199,4,7608,1.6012731813492873e-05,1.3983227345077859e-05,1.5961251397649993e-05,1.668381082039428e-05,0.0
250,4,7608,4.783458296136708e-06,2.7574483358655556e-06,4.956510187938507e-06,5.28917831082578e-06,0.0
492,7,7608,0.001180177533766151,0.0007642037517871927,0.0012096816278977978,0.0012128807614780342,0.0
1087,22,7608,3.5225306998400506e-05,2.8393544879290393e-05,3.578513631001351e-05,3.528108027591304e-05,0.0
1113,22,7608,4.77295625366963e-05,4.0731896634841597e-05,4.858841386107546e-05,4.438387656980005e-05,0.0
1219,23,7608,1.0096739345110433e-05,7.1013062384774725e-06,9.902838240389887e-06,1.0582348983309928e-05,0.0
1231,23,7608,2.3810876326758135e-05,1.2967078835154985e-05,2.3901535091058197e-05,2.5482183566222635e-05,0.0
1319,25,7608,0.0006111998910508888,0.0004010573002544762,0.0005996092135885338,0.000637802969781266,0.0
1348,25,7608,0.0003232691472143473,0.00027594864884663596,0.0003277418925823176,0.0003247396031592373,0.0
1389,26,7608,5.074604709574812e-05,2.7172333961598298e-05,4.917901853742239e-05,5.55027242175115e-05,0.0
1498,27,7608,0.00010155230648356793,4.614081845013279e-05,9.473112431847389e-05,0.00011580423638293084,0.0
1603,28,7608,2.2978200367375407e-05,1.105144158072221e-05,2.173711171881951e-05,2.606260697922598e-05,0.0
1635,28,7608,3.1951936226772126e-05,1.8825118542479757e-05,2.9415712435896023e-05,3.6119773161090514e-05,0.0
1926,36,7608,0.00013134143130620528,6.149552537746735e-05,0.00013305023427325394,0.00014184556652170418,0.0
1962,37,7608,1.7159244663012306e-05,1.5046768552717477e-05,1.8898411458299646e-05,1.5065925545495258e-05,0.0
2001,37,7608,0.0001066289438590584,0.00010488070301137673,0.00010605672965077059,0.00010780498514607592,0.0
2055,38,7608,0.0002368598348078612,0.00022626912502260482,0.0002340048510290921,0.00024182318491941263,0.0
2075,38,7608,7.374726961289899e-05,5.329662079524476e-05,7.340274994963383e-05,7.70617036434008e-05,0.0
2242,41,7608,4.991460879318489e-05,3.0271478506456462e-05,4.883559228804625e-05,5.4143002429329605e-05,0.0
2512,42,7608,0.00011785591622681748,8.516592528428648e-05,0.00012053793673369562,0.00011572071560284686,0.0
2543,43,7608,4.681993687196288e-05,3.6445000614892964e-05,4.750734477873856e-05,4.6846178948142246e-05,0.0
