group,company,n_origins,mse_path,mse_1h,mse_6h,mse_24h,out_of_bounds_fraction
42,2,7608,0.0001849501934233786,0.00013731977821138076,0.00018500892246017816,0.0001959601435022571,0.0
46,2,7608,0.00021990873537608346,0.00012090123102199902,0.0002082226042134536,0.00024335278583360986,0.0
117,3,7608,4.1522591278093686e-05,3.7641056523852155e-05,4.1318458731723987e-05,4.242687815075056e-05,0.0
199,4,7608,1.5861410200888633e-05,1.4054866259898204e-05,1.5538119598729506e-05,1.6703113405800866e-05,0.0
250,4,7608,4.7442244113092974e-06,2.7099643651119686e-06,4.710470780107986e-06,5.230704567967385e-06,0.0
492,7,7608,0.0011837516932749592,0.0007772649389104268,0.0012174964118849196,0.0012159664076742203,0.0
1087,22,7608,3.510435095115251e-05,2.8095329774302678e-05,3.567538453675007e-05,3.515047458289696e-05,0.0
1113,22,7608,4.787644341791146e-05,4.076109684560941e-05,4.8898468683921316e-05,4.452578555049805e-05,0.0
1219,23,7608,1.0093697791036664e-05,7.149539954469421e-06,9.908898045503818e-06,1.059470657118679e-05,0.0
1231,23,7608,2.383052866270755e-05,1.2958493072191958e-05,2.372706399620666e-05,2.5505830058425207e-05,0.0
1319,25,7608,0.0006098572606535854,0.0003910681149393893,0.000596424208508713,0.0006373719783710837,0.0
1348,25,7608,0.0003236788149599796,0.00027623782767857507,0.0003300543300176638,0.00032208925194176813,0.0
1389,26,7608,5.081323710069163e-05,2.706770823269723e-05,4.9163960114016025e-05,5.542807468229117e-05,0.0
1498,27,7608,0.00010133200221199694,4.619171015405395e-05,9.488422996523946e-05,0.00011568428683052659,0.0
1603,28,7608,2.3001555832031574e-05,1.1066005467569936e-05,2.175247235900756e-05,2.604498734509452e-05,0.0
1635,28,7608,3.1832038408048954e-05,1.880735531624907e-05,2.921351398385033e-05,3.605297343276363e-05,0.0
1926,36,7608,0.0001331127083430549,6.185148387088909e-05,0.0001347557478397567,0.0001428861756329744,0.0
1962,37,7608,1.720802989134315e-05,1.5134296298088129e-05,1.8852066784194682e-05,1.509755911291802e-05,0.0
2001,37,7608,0.00010652992044037084,0.00010097235176861872,0.00010624736871951808,0.00010793431878150109,0.0
2055,38,7608,0.0002366579457004838,0.00022591220068126229,0.00023397082595872796,0.0002419306270296169,0.0
2075,38,7608,7.398799588295338e-05,5.4715606882097826e-05,7.355362679412045e-05,7.707497879084254e-05,0.0
2242,41,7608,4.98916352019843e-05,3.014130573799535e-05,4.8723143658297376e-05,5.431201223703023e-05,0.0
2512,42,7608,0.00011792583306393875,8.500778501299177e-05,0.00012074631504967766,0.00011564859428603663,0.0
2543,43,7608,4.6851768277584945e-05,3.657577845445013e-05,4.762929379905703e-05,4.677566230795406e-05,0.0
