group,company,n_origins,mse_path,mse_1h,mse_6h,mse_24h,out_of_bounds_fraction
42,2,7608,0.00018569934295360827,0.00013803226987976012,0.00018435984885138186,0.00019702408565522642,0.0
46,2,7608,0.0002195664070973661,0.00011922672100881887,0.0002067537995849657,0.0002437626846135481,0.0
117,3,7608,4.149249259635476e-05,3.7366074826214467e-05,4.124505198405701e-05,4.238380909845213e-05,0.0
199,4,7608,1.589360316285129e-05,1.4308608497900216e-05,1.5575653199935075e-05,1.6522968622824817e-05,0.0
250,4,7608,4.8120740576543155e-06,2.7337764319128387e-06,4.866124507039929e-06,5.154869338980605e-06,0.0
492,7,7608,0.0011860725098316225,0.0007526257458561612,0.001223251521101376,0.0012142805190477955,0.0
1087,22,7608,3.535356156404084e-05,2.850071267019833e-05,3.595536694181775e-05,3.533113892002873e-05,0.0
1113,22,7608,4.7919575042538685e-05,4.124580442831884e-05,4.894587971570938e-05,4.460708162961537e-05,0.0
1219,23,7608,1.0085510340431765e-05,7.110978834568665e-06,9.873315395537581e-06,1.0589958184193969e-05,0.0
1231,23,7608,2.3953582328158824e-05,1.2896751929692496e-05,2.38822773703003e-05,2.550713293544826e-05,0.0
1319,25,7608,0.0006103320825120139,0.0003955614362656238,0.000594822178731045,0.0006387247644767479,0.0
1348,25,7608,0.0003238776386176596,0.0002838879361491085,0.00032918598944357364,0.00032342306582530797,0.0
1389,26,7608,5.088304535704554e-05,2.746875231502303e-05,4.934673601445498e-05,5.545196234841465e-05,0.0
1498,27,7608,0.00010084676766464605,4.613028293012893e-05,9.322658151801361e-05,0.00011623184755134611,0.0
1603,28,7608,2.274284511063959e-05,1.0860139997097605e-05,2.1294813020721093e-05,2.6012175544201175e-05,0.0
1635,28,7608,3.172272946576981e-05,1.902616868010032e-05,2.9048534697153274e-05,3.6022374967284024e-05,0.0
1926,36,7608,0.00013320774986314842,6.184235485868293e-05,0.00013435768135207365,0.0001429879571026194,0.0
1962,37,7608,1.7235748834250844e-05,1.5243665623609183e-05,1.893251882104279e-05,1.5035690681329757e-05,0.0
2001,37,7608,0.00010679097998560865,0.00010605923666790069,0.0001062279168644619,0.00010790015382748086,0.0
2055,38,7608,0.00023753745542968256,0.0002303741209896676,0.00023483965759313035,0.0002423272685016015,0.0
2075,38,7608,7.376846273952957e-05,5.406171749322292e-05,7.365878495517523e-05,7.715373365773257e-05,0.0
2242,41,7608,5.005957941365183e-05,3.0313959326999135e-05,4.890858310124141e-05,5.4441620915920536e-05,0.0
2512,42,7608,0.0001180178235802042,8.515132369821295e-05,0.00012080317721279797,0.00011583724412452036,0.0
2543,43,7608,4.695977285218435e-05,3.659859073559217e-05,4.770030985296511e-05,4.6939256043816316e-05,0.0
