group,company,n_origins,mse_path,mse_1h,mse_6h,mse_24h,out_of_bounds_fraction
42,2,7608,0.00018589430758623633,0.00013700843757676122,0.00018338897769143553,0.0001985632587734219,0.0
46,2,7608,0.00022097069856593992,0.00011956059968655486,0.00020937610169373988,0.0002448907126978595,0.0
117,3,7608,4.150255612790294e-05,3.749973699013836e-05,4.115807731702541e-05,4.26701929517171e-05,0.0
199,4,7608,1.5952940049782038e-05,1.3739036199965038e-05,1.551289344652222e-05,1.6926441994158772e-05,0.0
250,4,7608,5.146044939732643e-06,2.8368513180119657e-06,5.080697698315764e-06,5.603322312078426e-06,0.0
492,7,7608,0.0011751116837829365,0.0006977601921674273,0.0012143865443796922,0.0012157042543503652,0.0
1087,22,7608,3.559379846977364e-05,2.8457129032443898e-05,3.606145806350807e-05,3.571590179841578e-05,0.0
1113,22,7608,4.7945507510680775e-05,4.079643578153135e-05,4.90413358796353e-05,4.467768843891302e-05,0.0
1219,23,7608,1.0087563328927796e-05,7.264135001137841e-06,9.848594542855123e-06,1.0606100522399293e-05,0.0
1231,23,7608,2.430674168119835e-05,1.2819710629993061e-05,2.4025836905110613e-05,2.618518841377801e-05,0.0
1319,25,7608,0.0006060357697440561,0.0003839070039316115,0.0005975428343082166,0.0006343930797121038,0.0
1348,25,7608,0.0003231460804834886,0.0002762393204048843,0.00033043936431529963,0.00032149373484853023,0.0
1389,26,7608,5.10272980718496e-05,2.7315670191983116e-05,4.927473098111635e-05,5.572632906318464e-05,0.0
1498,27,7608,0.00010150651260472653,4.572795891780548e-05,9.491160855154557e-05,0.00011619803087112413,0.0
1603,28,7608,2.29074116391453e-05,1.0910249175222131e-05,2.160587183967115e-05,2.6065984133435252e-05,0.0
1635,28,7608,3.1834253272885365e-05,1.89485486755296e-05,2.935911276116114e-05,3.6023310907757016e-05,0.0
1926,36,7608,0.00013220848133827258,6.199008404900936e-05,0.00013226991913053938,0.00014314854458667345,0.0
1962,37,7608,1.7284975854871437e-05,1.5103992848899951e-05,1.889548918252549e-05,1.5223568362363267e-05,0.0
2001,37,7608,0.00010656443622854324,0.00010259339141644396,0.00010608210451964278,0.0001079961893884319,0.0
2055,38,7608,0.0002375232804196755,0.00023242110170321162,0.00023426242007456191,0.0002422450891529511,0.0
2075,38,7608,7.420219034445356e-05,5.3559091057977334e-05,7.40899229353974e-05,7.74009218983414e-05,0.0
2242,41,7608,5.018723822105253e-05,3.0105428327050705e-05,4.893468859413122e-05,5.4632022212706156e-05,0.0
2512,42,7608,0.00011810368460332954,8.583941297959177e-05,0.00012079298016719165,0.00011600069529278907,0.0
2543,43,7608,4.6860061020193864e-05,3.6683825161547057e-05,4.752210868848696e-05,4.678206108126875e-05,0.0
