group,company,n_origins,mse_path,mse_1h,mse_6h,mse_24h,out_of_bounds_fraction
42,2,7608,0.00018396343408908682,0.00013314446566932555,0.00018169418381818437,0.00019688589568886566,0.00030669470732562216
46,2,7608,0.00022066802293814434,0.00011859498711060805,0.00020750530470090277,0.0002475026674932645,0.0010515247108307045
117,3,7608,4.270071600594865e-05,3.688267553267117e-05,4.300505894067216e-05,4.414231679852496e-05,0.010783604977216964
199,4,7608,1.6283057045181485e-05,1.3895856485001846e-05,1.584052944501504e-05,1.7443793145928474e-05,0.014064143007360672
250,4,7608,5.701288275408501e-06,3.1654962200700783e-06,6.070489500770625e-06,6.975048778370857e-06,0.05504074658254469
492,7,7608,0.001180295360049987,0.0006611187781029203,0.0012074398034057608,0.0012270014187728345,0.003658429723098493
1087,22,7608,3.6727740283630724e-05,2.9330821938930345e-05,3.76540286454283e-05,3.7528651050680934e-05,0.03352830354013319
1113,22,7608,4.8962369458618264e-05,4.1508289100602476e-05,5.028129590610163e-05,4.5902645432504984e-05,0.04460217315106905
1219,23,7608,1.1064645160588384e-05,7.34611477177458e-06,1.0888934324782576e-05,1.1810717028919014e-05,0.1796519015071854
1231,23,7608,2.531769782714391e-05,1.3322858865930243e-05,2.5317063566140184e-05,2.746016509136829e-05,0.05356751664914126
1319,25,7608,0.0006139976130294042,0.000394229797472824,0.0006084499886631921,0.0006403791549201627,0.003055993690851735
1348,25,7608,0.00032249563459662314,0.000286866894257625,0.0003254592380202348,0.00032496254361258657,0.003877497371188223
1389,26,7608,5.205785803929425e-05,2.7415313549460377e-05,5.115957707711454e-05,5.729198324425425e-05,0.012585436382754995
1498,27,7608,0.00010230108650595136,4.7449163810807224e-05,9.648693531239325e-05,0.00011778576100820021,0.032805380301437086
1603,28,7608,2.343399917564888e-05,1.2083366325400853e-05,2.226158881237991e-05,2.6889838164314585e-05,0.10920522257273046
1635,28,7608,3.2283502549362777e-05,1.9575367080928603e-05,3.033778792644055e-05,3.6718693491161676e-05,0.0666403785488959
1926,36,7608,0.00013239174560474503,6.248664507950839e-05,0.00012852427405277603,0.00014670440462155815,0.003937740974412899
1962,37,7608,1.8599795724129596e-05,1.546036159377654e-05,2.045462615359313e-05,1.707541097481803e-05,0.0986625920084122
2001,37,7608,0.00010936171845230694,0.00012763814694900634,0.00010746102070746926,0.00011059832841319058,0.09100070101647388
2055,38,7608,0.00023797939237926093,0.00024304150097383595,0.0002341193282153065,0.0002461384899427056,0.008817472835611637
2075,38,7608,7.452653237048332e-05,5.5720484985637555e-05,7.394048036701068e-05,7.994816700959359e-05,0.010279749386610585
2242,41,7608,5.0467684510450854e-05,3.0220489040075863e-05,4.888591435131814e-05,5.6290813971477106e-05,0.03511106729758149
2512,42,7608,0.00011884288506601693,8.422309111400002e-05,0.00012170903309901428,0.00011794790642897631,0.034875569575885036
2543,43,7608,4.787732703402407e-05,3.707660425865885e-05,4.891087387310236e-05,4.7991763041671536e-05,0.14491872590255872
