group,company,n_origins,mse_path,mse_1h,mse_6h,mse_24h,out_of_bounds_fraction
42,2,7608,0.00018344970427143276,0.00013269867295674276,0.00018324256406925484,0.00019591816556863555,0.0007119698562916228
46,2,7608,0.00021970688902731142,0.0001161121386419027,0.00020821022960793286,0.0002457377878160021,0.0013144058885383807
117,3,7608,4.2487917283628694e-05,3.762942623022141e-05,4.2494183570728514e-05,4.548031357676186e-05,0.013779355064844024
199,4,7608,1.5944438401135136e-05,1.420955094780175e-05,1.564446023089884e-05,1.7302222206452435e-05,0.06420325096389765
250,4,7608,5.040217949229828e-06,2.8966713434373007e-06,5.121591725788678e-06,7.365817652469318e-06,0.1378757010164739
492,7,7608,0.0011794540369719415,0.0006674276963406974,0.0012066500392138352,0.0012229444248248443,0.007486636873466526
1087,22,7608,3.657736242241624e-05,2.955972275561064e-05,3.752847948568291e-05,3.895225279160354e-05,0.04455288293024886
1113,22,7608,4.8886974136661255e-05,4.217664461540759e-05,5.008307494489924e-05,4.666356452561723e-05,0.04467884682790046
1219,23,7608,1.0927938913969965e-05,7.325842921392534e-06,1.0824129272934371e-05,1.27191526055113e-05,0.2282082457062741
1231,23,7608,2.4836793881735596e-05,1.29878740480648e-05,2.473137715691557e-05,2.8149341412930704e-05,0.08666316158429722
1319,25,7608,0.0006149549168990808,0.0003919055860671284,0.0006081899049457706,0.0006383868047643373,0.0045456536978618995
1348,25,7608,0.00032391627749692956,0.00028729908282268635,0.00032619827179606367,0.00032547057225393886,0.006928014370837714
1389,26,7608,5.126422215754754e-05,2.719295487307743e-05,4.968200598090299e-05,5.728208490491419e-05,0.03885712407991588
1498,27,7608,0.0001021147981754145,4.6551524377802026e-05,9.483886207777653e-05,0.00011785816220067311,0.07415987556957589
1603,28,7608,2.3178374058406283e-05,1.1861358567984953e-05,2.144487098218234e-05,2.7356539851240504e-05,0.19470732562215212
1635,28,7608,3.205657495091128e-05,1.963868447728107e-05,2.955023158768359e-05,3.767317140356604e-05,0.09138406940063092
1926,36,7608,0.0001306469622912501,6.086833470304557e-05,0.00012747657998421193,0.00014550353286314093,0.008943436733263232
1962,37,7608,1.819424355966336e-05,1.549353033020943e-05,2.002865909131613e-05,1.7507915224802378e-05,0.19764830879775674
2001,37,7608,0.00010888132675449446,0.0001274845065456119,0.00010690692823744875,0.00010991351390873062,0.1350168682089029
2055,38,7608,0.00023794449664738234,0.0002438294912312097,0.00023360457603606845,0.00024459436268688427,0.015625
2075,38,7608,7.417409487898984e-05,5.6264832369245864e-05,7.330752278353079e-05,7.927135689965091e-05,0.038583289519803714
2242,41,7608,5.0141185706730064e-05,2.9963548399333852e-05,4.87891511136878e-05,5.655576386385244e-05,0.0375810550297932
2512,42,7608,0.00011820853652308879,8.33957821022595e-05,0.00012087513398045542,0.0001183182406777769,0.05272410620399579
2543,43,7608,4.7686401559481376e-05,3.6890647459374106e-05,4.844849347776165e-05,4.8450619517806235e-05,0.2244840956887487
