n,mu,v,A,B,C,abc_residual,mean_delta,rank,U_unc,R_unc,identity_residual_unc,U_box,R_box,identity_residual_box,boundary_status,n_active_bounds,sigma2,sigma,sse,closure_ratio,closure_pass,interior_unc,mean_flow_interrupt,mean_flow_restore,c_common,rms_delivered_treatment,balanced_lo,balanced_hi,balanced_share,rho_box,median_one_customer_fraction,n_unique_counties,G_plugin,Gamma_plugin,noise_threshold,Gamma_cap,Gamma_near_closure,n_eff_kish,fold,design,query_event,query_county,query_physical_hour,query_y,k,n_source_rows,n_source_events
200,0.02257428474754039,0.005870586929002054,0.9612316157657843,0.006380185260865088,0.0161940994866753,-8.673617379884035e-19,-0.0005491801913752634,2,0.000443149390699116,0.0435152569629064,-2.168404344971009e-19,0.000443149390699116,0.0435152569629064,-2.168404344971009e-19,interior,0,0.00019591178759509955,0.01399684920241336,0.03879053394382971,0.38798395137595537,False,True,0.00043314561016777515,0.0009823258015430388,0.000443149390699116,0.0004285563018978305,0.005066089310740747,0.019960984847066248,0.06,0.010183770512417489,6.440466106277825e-05,76,1.8069600331832653e-07,0.1844666985447346,0.006011588863492355,389.6753392967201,,200.0,0,full,2018-10-11,37027,1539190800,0.0,200,252000,21
200,0.032854553880345604,0.009370458654263981,0.944740772604249,0.010449880364940514,0.02240467351540509,-1.734723475976807e-18,-4.420383657365725e-05,2,-0.0001293816346275353,-0.0024631904138041898,3.3881317890172014e-20,0.0,0.0,4.420383657365725e-05,U_at_0+R_at_0,2,2.3866008652929842e-05,0.004885284910108093,0.004725469713280109,0.2145214557121888,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.6499999999999999,0.0,6.706788435238887e-05,82,0.0,0.0,0.0,5194.914560359842,,200.0,0,full,2018-10-11,37029,1539511200,0.0,200,252000,21
200,0.03957972215764971,0.012594452924985138,0.9350015630157624,0.014161007331061886,0.025418714826587824,0.0,-0.001633980650037972,2,-0.000549575226897434,0.02794758016541747,4.336808689942018e-19,0.0,0.02893405631373648,0.0004887787402464918,U_at_0,1,7.970107143802626e-05,0.008927545655891447,0.0157808121447292,1.0000000000000002,False,False,0.0,0.0011452019097914802,0.0,0.0,0.0,0.0,0.41000000000000003,0.0,6.532532009406845e-05,79,0.0,0.0,0.0,2112.5783455395085,,200.0,0,full,2018-10-11,37035,1539201600,1.13314447592068e-05,200,252000,21
200,0.04020125600864745,0.014724335520552434,0.9359379644879304,0.016340476505225247,0.02386077950342221,1.734723475976807e-18,-0.0018596690787750806,2,-0.001615935856472162,0.007678761909730059,2.168404344971009e-19,0.0,0.01003839255762618,0.0014561130896506493,U_at_0,1,0.0003573454620835331,0.018903583313317426,0.07075440149253955,1.0000000000000002,False,False,0.0,0.0004035559891244313,0.0,0.0,0.0,0.0,0.48000000000000004,0.0,6.854479402289396e-05,87,0.0,0.0,0.0,550.3137736191383,,200.0,0,full,2018-10-11,37047,1539208800,0.0011896722315581172,200,252000,21
200,0.008225518652119092,0.0012913796248734278,0.9849080014777315,0.0013590387819697868,0.006866479870149307,-2.168404344971009e-19,-2.166392251707e-06,2,0.000345894597003471,0.041968882619568645,7.538593230563273e-20,0.000345894597003471,0.041968882619568645,7.538593230563273e-20,interior,0,1.4624992005979102e-05,0.0038242635900234572,0.002895748417183862,0.00314761237184798,True,True,0.00034304943454415175,0.00034521582679585867,0.000345894597003471,0.000341111367807851,0.0041039342344167135,0.01621608766570805,0.055,0.008241691830084422,3.299774238281944e-05,148,1.1368669370799086e-07,1.554690678278834,0.004768368561845673,1120.6568235537218,1.6568755740931778,200.0,0,full,2018-10-11,37057,1539147600,5.9473940070955004e-05,200,252000,21
200,0.006943772068437425,0.0008294308682621231,0.9869901027019258,0.0008776468388005349,0.00606612522963689,1.0842021724855044e-19,0.00018954971764708676,2,0.0002821450440289962,0.013052873080024473,1.3552527156068805e-19,0.0002821450440289962,0.013052873080024473,1.3552527156068805e-19,interior,0,4.302858190329949e-05,0.0065596175119666455,0.008519659216853298,0.5111608333683533,False,True,0.0002801858931530196,9.063617550593272e-05,0.0002821450440289962,0.0002787009692038706,0.010692216435445738,0.04143962153443552,0.04,0.021615551020777043,3.211532849556098e-05,158,7.523245837747129e-08,0.34968597638911436,0.003878980752142792,244.12956438975485,,200.0,0,full,2018-10-11,37071,1539201600,0.0,200,252000,21
200,0.0498608540553621,0.01981817369128777,0.9225825703476936,0.02230427845841789,0.027556575596944192,0.0,-0.001192341265357605,2,-0.0006792728152428753,0.01096927806756072,2.168404344971009e-19,0.0,0.011808508653705274,0.000603558938763726,U_at_0,1,8.654181629496464e-05,0.009302785405187235,0.017135279626403,1.0000000000000002,False,False,0.0,0.000588782326593879,0.0,0.0,0.0,0.0,0.44,0.0,6.532532009406845e-05,83,0.0,0.0,0.0,3102.7186208658536,,200.0,0,full,2018-10-11,37089,1539525600,0.0,200,252000,21
200,0.005811029156508469,0.0007473401517227842,0.9891590498985636,0.0007811082115805757,0.005029920944927895,0.0,-0.0002117297307234527,2,0.0002169496273996248,0.07355300515641831,2.710505431213761e-20,0.0002169496273996248,0.07355300515641831,2.710505431213761e-20,interior,0,1.7079986528307674e-05,0.004132794034101829,0.0033818373326049193,0.3292290992855098,False,True,0.00021568892678931192,0.0004274186575127646,0.0002169496273996248,0.00021475605891090637,0.0014726124664318013,0.005864541275948609,0.045,0.002949568504213502,4.914004914004914e-05,151,4.503238302539782e-08,0.5273116925562322,0.003001079240053412,552.9357579046069,,200.0,0,full,2018-10-11,37145,1539133200,0.0,200,252000,21
200,0.0022414906776448518,0.00011218643671888137,0.9956342293618871,0.00011721071717685014,0.0021242799604680013,0.0,-0.0002825822389481495,2,-2.6879246005261702e-05,0.11410408487219885,0.0,0.0,0.11459123353075808,2.5727057249131128e-05,U_at_0,1,4.95053724577057e-06,0.0022249802798610533,0.0009802063746625728,1.0,False,False,0.0,0.00025685518169901836,0.0,0.0,0.0,0.0,0.33,0.0,2.601998334721066e-05,149,0.0,0.0,0.0,284.51044558581,,200.0,0,full,2018-10-11,37153,1539194400,0.0,200,252000,21
200,0.043803894344924585,0.01688286934813811,0.9311938618180702,0.018801650507919425,0.025002243837005157,0.0,-4.225264070298955e-05,2,0.00038416961984019774,0.009350632888480514,-2.710505431213761e-20,0.00038416961984019774,0.009350632888480514,-2.710505431213761e-20,interior,0,3.431650059419643e-05,0.005858028729376156,0.006794667117650892,0.05438370837720605,False,True,0.00036734149440218784,0.0004095941351051774,0.00038416961984019774,0.0003644534846711839,0.020128941879135002,0.0759305619137068,0.034999999999999996,0.041084878897713374,6.854479402289396e-05,89,1.325245443498811e-07,0.77236630807451,0.005148291840016086,6604.092895066664,,200.0,0,full,2018-10-11,37185,1539248400,0.0,200,252000,21
200,0.0006144051113959435,1.812930106514366e-05,0.9987896965719141,1.850679470605312e-05,0.0005958983166898904,-3.3881317890172014e-21,-2.5302514867735986e-05,2,-9.619565182534439e-06,0.025535041464049064,0.0,0.0,0.02584478082143687,9.423349428137322e-06,U_at_0,1,6.501512679440672e-08,0.00025498064003842864,1.2872995105292531e-05,1.0,False,False,0.0,1.5879165439598664e-05,0.0,0.0,0.0,0.0,0.7100000000000001,0.0,3.114415531413433e-05,158,0.0,0.0,0.0,3489.8166211330604,,200.0,0,full,2018-10-11,45019,1539576000,8.216716819071547e-06,200,252000,21
200,0.025939193250358338,0.009004573250226093,0.9577990284959887,0.00967741499670553,0.016261778253652808,0.0,-0.0014791340488508062,2,-0.001005756091386793,0.019255281159305925,0.0,0.0,0.0209453381157308,0.0009358288757727686,U_at_0,1,2.3790018736550842e-05,0.004877501280015295,0.004710423709837067,1.0,False,False,0.0,0.0005433051730780376,0.0,0.0,0.0,0.0,0.41000000000000003,0.0,3.1912177687005363e-05,143,0.0,0.0,0.0,4939.738650217547,,200.0,0,full,2018-10-11,45021,1539302400,0.0,200,252000,21
200,0.03842642786651625,0.01315187595969829,0.9377756105852464,0.014628466318278866,0.023797961548237396,0.0,-0.0005859527799274154,2,-0.001577703171888249,-0.024231367486615966,-2.168404344971009e-19,0.0,0.0,0.0005859527799274154,U_at_0+R_at_0,2,0.0002831418904186648,0.01682682056773248,0.056062094302895625,0.23933999057334845,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.505,0.0,6.532532009406845e-05,85,0.0,0.0,0.0,619.1482594250932,,200.0,0,full,2018-10-11,45037,1539205200,0.0,200,252000,21
200,0.0037687364284866337,0.00043995845009683535,0.992916688967391,0.00045416182436423754,0.003314574604122397,5.421010862427522e-20,-0.0008732652773706239,2,0.0005739538931543548,0.38343251564552894,1.0842021724855044e-19,0.0001285267665514304,0.25,5.91235532932579e-05,R_at_cap,1,4.562536201689341e-05,0.006754654840692706,0.009033821679344895,0.4329854073684111,False,False,0.00012804238304429244,0.0009421841071216584,0.0001285267665514304,0.00012767190046660709,0.0002569874735648178,0.0010271579940457462,0.08,0.0005141070662057217,3.056141315974451e-05,151,1.6002513462699233e-08,0.07014744762693208,0.0017889948833185205,121.39548726074523,,200.0,0,full,2018-10-11,45091,1539216000,3.3896466632318245e-06,200,252000,21
200,0.010131314478617155,0.0024147693865799727,0.9822547839624103,0.00251741291964461,0.007613901558972547,0.0,-5.8379069093615504e-05,2,-4.561832720242313e-05,0.0013051530024042243,6.776263578034403e-21,0.0,0.0014431253826577123,4.37583120098355e-05,U_at_0,1,1.3563801456560616e-07,0.00036829066586815116,2.6856326883990018e-05,1.0000000000000002,False,False,0.0,1.4620757083780003e-05,0.0,0.0,0.0,0.0,0.7,0.0,3.262429857758058e-05,145,0.0,0.0,0.0,226558.36282719622,,200.0,0,full,2018-10-11,51063,1539241200,0.0007003501750875437,200,252000,21
200,0.036809284432343374,0.0142225732568739,0.9419589278126083,0.015577496677295057,0.02123178775504832,0.0,0.003413041096613529,2,0.0027235882380744754,-0.021453994687737746,4.336808689942018e-19,0.00320716204183442,0.0,-0.0003239323945976075,R_at_0,1,0.0005136082860070278,0.022662927569204905,0.1016944406293915,0.9999999999999999,False,False,0.0030891087020159217,0.0,0.0,0.0,1.0,1.0,0.0,inf,6.348400203148806e-05,87,0.0,0.0,0.0,367.4719586177773,,200.0,0,full,2018-10-11,51115,1539057600,0.0,200,252000,21
200,0.032196074310061995,0.01092853109603372,0.9475729696768886,0.011965118297012753,0.02023095601304924,-1.734723475976807e-18,0.005153502164464195,2,0.003819269896781387,-0.04526010690173985,1.734723475976807e-18,0.004785586224047701,0.0,-0.0005219930301031423,R_at_0,1,0.0014258918333866595,0.03776098295048289,0.2823265830105586,0.9999999999999997,False,False,0.0046315091343610525,0.0,0.0,0.0,1.0,1.0,0.0,inf,6.706788435238887e-05,92,0.0,0.0,0.0,101.10498290528399,,200.0,0,full,2018-10-11,51133,1539054000,0.0,200,252000,21
200,0.011671907460963245,0.0019952769365258693,0.9787876954383766,0.002131510360303159,0.009540397100660085,0.0,-0.0004921932478813962,2,-0.00012862457787803116,0.031277660947410815,-1.0842021724855044e-19,0.0,0.03185336987790208,0.00012040366234668904,U_at_0,1,8.279081028344002e-06,0.002877339227193068,0.0016392580436121126,0.9999999999999998,False,False,0.0,0.0003717895855347072,0.0,0.0,0.0,0.0,0.545,0.0,4.428501837828263e-05,157,0.0,0.0,0.0,3077.8153505901614,,200.0,0,full,2018-10-11,51141,1539136800,0.0,200,252000,21
200,0.006565183078925474,0.002053140571476539,0.9889658760424853,0.0020962422003363485,0.004468940878589126,-4.336808689942018e-19,0.0003436786201457371,2,0.0005172301531200279,0.02591790971851569,-1.6263032587282567e-19,0.0005172301531200279,0.02591790971851569,-1.6263032587282567e-19,interior,0,0.0001406794095582223,0.011860835112175798,0.027854523092528012,0.5024612744280117,False,True,0.0005138344424708542,0.0001701558223251173,0.0005172301531200279,0.0005125863647732079,0.009879656623046627,0.03838105165853333,0.035,0.019956476380134928,3.046736944732192e-05,165,2.620263068043971e-07,0.37251550547054796,0.007239147833887592,184.46622255591979,,200.0,0,full,2018-10-11,51143,1539259200,0.0,200,252000,21
200,0.02460467129473448,0.005069813684278459,0.9564658609443313,0.0056752035338003895,0.0189294677609341,-8.673617379884035e-19,-0.0019503147203773002,2,0.0001262486121259275,0.08427086881441828,2.168404344971009e-19,0.0001262486121259275,0.08427086881441828,2.168404344971009e-19,interior,0,0.00012406526116554134,0.01113845865304268,0.024564921710777187,0.887879136946451,False,True,0.0001231423065231526,0.0020734570269004527,0.0001262486121259275,0.00012137490152036653,0.0007485037020929756,0.0029873067778244354,0.045,0.0014981287591083559,6.532532009406845e-05,87,1.4238485025104408e-08,0.02295321815525117,0.0016875120755185373,534.0505231131134,,200.0,0,full,2018-10-11,51540,1539126000,0.0,200,252000,21
200,0.0025861604754150373,0.00011079408144971605,0.9949451613566243,0.00011748230745431499,0.002468678167960722,0.0,-0.0006303040750432263,2,-8.237828398997408e-05,0.21195082042516034,-2.168404344971009e-19,0.0,0.21368185104250842,7.768851756356754e-05,U_at_0,1,1.2736341487127622e-05,0.0035688011274274756,0.0025217956144512692,0.9999999999999997,False,False,0.0,0.0005526155574796588,0.0,0.0,0.0,0.0,0.35,0.0,2.9500265502389522e-05,139,0.0,0.0,0.0,109.29058110259801,,200.0,0,full,2018-10-11,51590,1539190800,0.0,200,252000,21
200,0.04529167592749667,0.016529347998030162,0.9279973320513583,0.018580683906351543,0.026710992021145127,3.469446951953614e-18,0.00033776031619188815,2,0.0003099970827226135,-0.0009229846328790355,1.0842021724855044e-19,0.0003365637918207675,0.0,-1.644006255919632e-05,R_at_0,1,4.6818039591252204e-05,0.006842370904244537,0.009269971839067937,0.9999999999999997,False,False,0.00032132025363269183,0.0,0.0,0.0,1.0,1.0,0.0,inf,6.545814738797611e-05,82,0.0,0.0,0.0,4755.605097751023,,200.0,0,full,2018-10-11,51735,1539241200,0.0,200,252000,21
200,0.0498608540553621,0.01981817369128777,0.9225825703476936,0.02230427845841789,0.027556575596944192,0.0,-0.001192341265357605,2,-0.0006792728152428753,0.01096927806756072,2.168404344971009e-19,0.0,0.011808508653705274,0.000603558938763726,U_at_0,1,8.654181629496464e-05,0.009302785405187235,0.017135279626403,1.0000000000000002,False,False,0.0,0.000588782326593879,0.0,0.0,0.0,0.0,0.44,0.0,6.532532009406845e-05,83,0.0,0.0,0.0,3102.7186208658536,,200.0,0,full,2018-10-11,51750,1539439200,0.0,200,252000,21
200,0.00415193318017748,0.00047103950404539226,0.9921844116928231,0.0004882780531780509,0.003663655126999428,0.0,-0.0006820723406528481,2,0.0009186550662161242,0.38461919860428717,-4.336808689942018e-19,0.00042157175050702445,0.25,6.391045837674707e-05,R_at_cap,1,2.8417728216241214e-05,0.005330828098545405,0.00562671018681576,0.27155219730614727,False,False,0.00041982141276826886,0.00103798329504437,0.00042157175050702445,0.0004184713628232129,0.000842433208928902,0.0033612379802226504,0.035,0.0016862870020280978,3.699592158646636e-05,150,1.7144827860106908e-07,1.206629026053416,0.0058557369920628965,208.82648967574252,,200.0,0,full,2019-02-20,13085,1550916000,0.0,200,252000,21
200,0.0005597708471139885,1.753087797403314e-05,0.9988983025271472,1.784422137531185e-05,0.0005419266257386765,-3.3881317890172014e-21,-2.2197924640712634e-05,2,5.558348783203657e-05,0.13889665540379117,-6.776263578034403e-21,5.558348783203657e-05,0.13889665540379117,-6.776263578034403e-21,interior,0,1.4445103082434216e-07,0.0003800671398902333,2.8601304103219748e-05,0.16652272803136817,False,True,5.555237381596728e-05,7.775029845667992e-05,5.558348783203657e-05,5.552321080457362e-05,0.00020004933967071728,0.0007997174098635699,0.08,0.00040017873483308815,3.828337353087554e-05,159,3.0352722710009634e-09,4.202493057584293,0.0007791369932176194,1518.6991829677784,,200.0,0,full,2019-02-20,18041,1550685600,0.0,200,252000,21
200,0.0039609428651712665,0.0006303389274080988,0.9927241422654467,0.00064602799578925,0.0033149148693820164,0.0,-0.0002693004752125482,2,-0.00010796995341240498,0.04083830293012085,0.0,0.0,0.04139232103203919,0.00010534785654781406,U_at_0,1,5.375154711656983e-06,0.00231843798960787,0.0010642806329080826,1.0,False,False,0.0,0.00016395261866473417,0.0,0.0,0.0,0.0,0.525,0.0,3.528083545018346e-05,155,0.0,0.0,0.0,1476.6058637982594,,200.0,0,full,2019-02-20,19189,1550869200,0.0,200,252000,21
200,0.008304712573927188,0.0012167292355284105,0.9846762723386097,0.0012856974864639548,0.007019015087463233,0.0,-0.0004981011218437151,2,0.0005819936886707307,0.1294760668281285,0.0,0.0005819936886707307,0.1294760668281285,0.0,interior,0,2.0513276077295958e-05,0.004529158429255479,0.0040616286633046,0.3014370096668516,False,True,0.0005771603983664807,0.0010752615202101958,0.0005819936886707307,0.0005737654786087377,0.002242455335737969,0.008909881310296677,0.08,0.0044949904868773274,3.714848248449051e-05,159,3.2054698667327533e-07,3.125263711807164,0.008006834414089944,752.9661600747418,,200.0,0,full,2019-02-20,21013,1550869200,7.009182028457279e-05,200,252000,21
200,0.019429765142322503,0.006173516282472432,0.9676915017713131,0.006551032055958242,0.012878733086364263,-8.673617379884035e-19,0.00012958382140444664,2,0.000179405619525083,0.002384794089307886,0.0,0.000179405619525083,0.002384794089307886,0.0,interior,0,6.350644112386313e-06,0.002520048434531827,0.0012574275342524899,0.5830391003174028,False,True,0.00017591981047249776,4.63359890680511e-05,0.000179405619525083,0.0001747234881713216,0.03625092833870164,0.1307809236778606,0.025,0.0752289769290522,5.667151423758674e-05,150,3.033157471534058e-08,0.9552282942822067,0.0024629890261769574,12557.058227413363,,200.0,0,full,2019-02-20,21015,1550642400,6.314227533189159e-05,200,252000,21
200,0.0037731581920275366,0.001210993884901157,0.9936789142235881,0.0012252306076432214,0.0025479275843843154,0.0,-0.0001888046494025958,2,-0.00021082650117462242,-0.0056256241990789305,-1.0842021724855044e-19,0.0,0.0,0.0001888046494025958,U_at_0+R_at_0,2,1.4716143187847985e-05,0.0038361625601436634,0.002913796351193901,0.8164264494987314,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.6050000000000001,0.0,4.569339730408956e-05,165,0.0,0.0,0.0,1035.170492695594,,200.0,0,full,2019-02-20,21075,1550858400,0.0,200,252000,21
200,0.0021864277183227536,7.480171331019107e-05,0.995706726742832,7.958217947764111e-05,0.002106845538845112,-1.3552527156068805e-20,-0.0005107744152490855,2,0.00022846357117278578,0.3378746350251777,-3.2526065174565133e-19,4.25270119350424e-05,0.25,6.601515365767274e-06,R_at_cap,1,1.1614580369125282e-05,0.0034080170728922827,0.002299686913086806,0.5283677294569343,False,False,4.243402969737018e-05,0.0005466069295806884,4.25270119350424e-05,4.234743710739344e-05,8.504679029835268e-05,0.000340100387854312,0.09,0.0001701080477401696,3.0178202889110773e-05,162,1.699908144636753e-09,0.029271968346881852,0.0005830794362068951,80.85122301312107,,200.0,0,full,2019-02-20,21107,1550707200,0.0,200,252000,21
200,0.019700364525742833,0.00596673064972888,0.9669541059606903,0.006354835012176026,0.013345529513566805,-8.673617379884035e-19,-0.0013253519427900884,2,-0.00037091829073697624,0.048818430559148876,-2.168404344971009e-19,0.0,0.049597380915321385,0.0003482654592361365,U_at_0,1,5.263073439746601e-05,0.0072547042942814706,0.01042088541069827,0.9999999999999999,False,False,0.0,0.000977086483553952,0.0,0.0,0.0,0.0,0.5650000000000001,0.0,4.037962284643125e-05,150,0.0,0.0,0.0,1465.5517364659497,,200.0,0,full,2019-02-20,21145,1550527200,0.0,200,252000,21
200,0.0023970279210492446,0.00017567655515584994,0.9953873664559115,0.0001814222980101396,0.002215605623039106,0.0,-0.0003599790687088854,2,-5.2191036788397926e-05,0.12845621554467154,5.421010862427522e-20,0.0,0.12909359449890653,5.0538118266397255e-05,U_at_0,1,8.021242080203051e-06,0.0028321797400947296,0.0015882059318802042,1.0000000000000002,False,False,0.0,0.00030944095044248813,0.0,0.0,0.0,0.0,0.5900000000000001,0.0,4.1631973355537055e-05,173,0.0,0.0,0.0,275.036334843442,,200.0,0,full,2019-02-20,24027,1550869200,1.4341543867197304e-05,200,252000,21
200,0.006047700619277401,0.0008428202106521921,0.9887839936548778,0.0008793948934326003,0.005168305725844802,0.0,9.534790478967272e-05,2,7.806279564052293e-05,-0.0029361918991302853,1.3552527156068805e-20,9.341006815083307e-05,0.0,-2.502752765842184e-06,R_at_0,1,1.099274411560725e-06,0.0010484628803923985,0.00021765633348902358,0.9999999999999999,False,False,9.284515202383053e-05,0.0,0.0,0.0,1.0,1.0,0.0,inf,3.953471752385723e-05,164,0.0,0.0,0.0,9692.53567356649,,200.0,0,full,2019-02-20,27021,1550833200,0.0,200,252000,21
200,0.043803894344924585,0.01688286934813811,0.9311938618180702,0.018801650507919425,0.025002243837005157,0.0,-4.225264070298955e-05,2,0.00038416961984019774,0.009350632888480514,-2.710505431213761e-20,0.00038416961984019774,0.009350632888480514,-2.710505431213761e-20,interior,0,3.431650059419643e-05,0.005858028729376156,0.006794667117650892,0.05438370837720605,False,True,0.00036734149440218784,0.0004095941351051774,0.00038416961984019774,0.0003644534846711839,0.020128941879135002,0.0759305619137068,0.034999999999999996,0.041084878897713374,6.854479402289396e-05,89,1.325245443498811e-07,0.77236630807451,0.005148291840016086,6604.092895066664,,200.0,0,full,2019-02-20,27037,1550566800,0.0,200,252000,21
