fold,t_star,beta,memory_sd_learned,memory_sd_truth,spearman_memory,spearman_gain,Vl_norm,Vl_norm_truth
1,430,0.1865130513906479,0.017766019329428673,2.9413466453552246,0.3119828322318019,0.5235372277133922,0.8088935613632202,42.27521896362305
2,450,0.3401619493961334,0.12787511944770813,2.9398579597473145,-0.11015298095811878,-0.11447504399361577,1.3480161428451538,42.27521896362305
3,810,0.6973586678504944,1.5394850969314575,2.9744620323181152,-0.10169059925956857,-0.18102564235834961,3.2982234954833984,42.27521896362305
