design,contrast,cluster,n_clusters,rel_rmse_change,ci_lo,ci_hi,p_worse
loeo,GCRK vs W,county,1756,-0.02527051572161987,-0.03884595655227943,-0.012340014690613028,0.0
loeo,GCRK vs W,event x state,172,-0.02527051572161987,-0.06649057695025858,0.008956999587386926,0.083
loeo,GCRK vs W,event,5,-0.02527051572161987,-0.13430782870898472,0.06436636978805166,0.183
loeo,closed vs W,county,1756,-0.044916666281461626,-0.06068843428106652,-0.031760482909270964,0.0
loeo,closed vs W,event x state,172,-0.044916666281461626,-0.10328535818499777,-0.009176476534290538,0.0002
loeo,closed vs W,event,5,-0.044916666281461626,-0.20053412327265652,0.003579313589983091,0.0392
loeo,GCRK vs closed,county,1756,0.02057009044786806,0.0102664090091442,0.03355319994024882,1.0
loeo,GCRK vs closed,event x state,172,0.02057009044786806,0.0036118069845148485,0.053185871678254885,0.9956
loeo,GCRK vs closed,event,5,0.02057009044786806,-0.0013559311166546628,0.11285209733706858,0.9232
