seed,fold,unit,event,fips,rmse_own,rmse_donor_median,percentile,donor_sd,rmse_donor_min,rmse_donor_max
1,1,1,2019-03-13,01009,0.019280894,0.019280239939689636,0.83,1.0364435638621217e-06,0.019275544211268425,0.019281083717942238
1,1,8,2019-03-13,01055,0.0077731246,0.007772551849484444,0.885,8.763684036239283e-07,0.007768307346850634,0.007773198653012514
1,1,9,2019-03-13,01065,0.0016618499,0.0016614306950941682,0.89,2.531768643621035e-07,0.00166117656044662,0.0016626085853204131
1,1,17,2019-03-13,01127,0.008486818,0.008486373350024223,0.545,3.670865680760471e-06,0.008467838168144226,0.008488837629556656
1,1,19,2019-03-13,05027,0.011341764,0.01131388545036316,0.98,1.1021364116459154e-05,0.011294487863779068,0.011345019564032555
1,1,23,2019-03-13,08009,0.016619356,0.012116989120841026,0.865,0.003419926157221198,0.009530025534331799,0.024551846086978912
1,1,31,2019-03-13,08101,0.007921326,0.00792035460472107,0.615,2.381611693635932e-06,0.007919668219983578,0.0079314224421978
1,1,45,2019-03-13,17127,0.01220298,0.012124745175242424,0.67,0.00022278909455053508,0.011963613331317902,0.013390278443694115
1,1,47,2019-03-13,17151,0.02810311,0.027816355228424072,0.885,0.0002455535577610135,0.027702726423740387,0.029235715046525
1,1,54,2019-03-13,17193,0.009709301,0.009703725576400757,0.52,0.00020501637482084334,0.00957738608121872,0.01072273962199688
1,1,55,2019-03-13,17199,0.008010732,0.007944636046886444,0.72,0.00029325243667699397,0.007847392931580544,0.009350573644042015
1,1,59,2019-03-13,18051,0.009364333,0.009469356387853622,0.28,0.000300062180031091,0.009223618544638157,0.010825762525200844
1,1,66,2019-03-13,18097,0.0075832163,0.008170339278876781,0.045,0.0008432294707745314,0.007552357856184244,0.011919590644538403
1,1,73,2019-03-13,18143,0.005187529,0.0043494319543242455,0.98,0.000203443065402098,0.004232400096952915,0.005412882659584284
1,1,74,2019-03-13,18147,0.010306081,0.01026439480483532,0.735,7.714521052548662e-05,0.010185320861637592,0.010636621154844761
1,1,81,2019-03-13,20051,0.008182478,0.00794353149831295,0.65,0.0009719004738144577,0.007230705115944147,0.013350567780435085
1,1,83,2019-03-13,20065,0.010556708,0.010072476230561733,0.765,0.0005100704147480428,0.00967962946742773,0.012282690033316612
1,1,91,2019-03-13,20181,0.01486153,0.014421951957046986,0.85,0.00046960293548181653,0.013958628289401531,0.016199709847569466
1,1,93,2019-03-13,20199,0.012973514,0.012373056262731552,0.85,0.0006998298922553658,0.011742890812456608,0.015148072503507137
1,1,95,2019-03-13,21015,0.004468573,0.004472706466913223,0.48,6.307916191872209e-05,0.0043968153186142445,0.004751575645059347
1,1,105,2019-03-13,21073,0.003315441,0.003180703381076455,0.645,0.00026231029187329113,0.0028362993616610765,0.004155877511948347
1,1,107,2019-03-13,21081,0.004316626,0.004150522872805595,0.79,0.00022064919176045805,0.0038263218011707067,0.004884549416601658
1,1,108,2019-03-13,21083,0.009958045,0.0100626889616251,0.0,0.00010967326670652255,0.009958661161363125,0.010569429956376553
1,1,109,2019-03-13,21091,0.009606467,0.009577568620443344,0.97,1.2156864613643847e-05,0.00956950057297945,0.009622042067348957
1,1,118,2019-03-13,21157,0.009448282,0.009412148967385292,0.62,0.0001415254664607346,0.009261010214686394,0.009973556734621525
1,1,126,2019-03-13,21223,0.0044537387,0.004488872364163399,0.095,0.00011529566836543381,0.004447301384061575,0.005226850043982267
1,1,134,2019-03-13,24025,0.000810253,0.0008098210673779249,0.57,2.010106754823937e-06,0.0008074521902017295,0.0008143594604916871
1,1,135,2019-03-13,26027,0.018995855,0.019014466553926468,0.33,6.454152025980875e-05,0.018728449940681458,0.019049420952796936
1,1,137,2019-03-13,26093,0.005281289,0.0057420795783400536,0.135,0.0007047167746350169,0.005138714797794819,0.008645637892186642
1,1,147,2019-03-13,28087,0.0010178041,0.0010175970382988453,0.545,1.551211425976362e-06,0.001016416004858911,0.0010237405076622963
1,1,153,2019-03-13,29133,0.013396816,0.013621427118778229,0.09,0.0003924037446267903,0.01336456649005413,0.015557438135147095
1,1,160,2019-03-13,32023,0.0001704152,0.00016993843019008636,0.97,2.22728871790423e-07,0.0001695870014373213,0.00017042939725797623
1,1,162,2019-03-13,34027,0.00080807734,0.0008062301203608513,0.57,5.2311320359876845e-06,0.0007963909883983433,0.0008143832674250007
1,1,165,2019-03-13,35015,0.006224373,0.005989076569676399,0.59,0.0006123052444308996,0.004536076914519072,0.0070310793817043304
1,1,171,2019-03-13,39015,0.006433375,0.006458158139139414,0.235,2.517013308533933e-05,0.0063799540512263775,0.006518191192299128
1,1,182,2019-03-13,39075,0.0043980316,0.004360162653028965,0.63,0.00016549679276067764,0.004144622012972832,0.004966466221958399
1,1,184,2019-03-13,39089,0.003080299,0.00307636521756649,0.505,0.0001784765481716022,0.0028153667226433754,0.003692437894642353
1,1,190,2019-03-13,39151,0.0057669873,0.005987942218780518,0.01,0.00013449140533339232,0.005761262495070696,0.0063870251178741455
1,1,191,2019-03-13,39157,0.0041602044,0.0042616031132638454,0.37,0.000316001009196043,0.0038227897603064775,0.0051945894956588745
1,1,193,2019-03-13,40009,0.0076753553,0.011083717457950115,0.0,0.004255334381014109,0.007783025968819857,0.028392363339662552
1,1,194,2019-03-13,40011,0.013953069,0.013261070474982262,0.555,0.005114474333822727,0.01019064150750637,0.03726688772439957
1,1,201,2019-03-13,40043,0.012169857,0.018819961696863174,0.08,0.0070036049000918865,0.011234342120587826,0.04416833445429802
1,1,211,2019-03-13,40103,0.0271117,0.0270170159637928,0.625,0.00043300222023390234,0.026879170909523964,0.03014020062983036
1,1,215,2019-03-13,40139,0.027559955,0.022439755499362946,0.82,0.005494564771652222,0.014342978596687317,0.04167773202061653
1,1,221,2019-03-13,47117,0.0015077143,0.001479375408962369,0.715,5.862014222657308e-05,0.0014480588724836707,0.0018099186709150672
1,1,222,2019-03-13,47157,0.010307164,0.01061482634395361,0.125,0.0004204981669317931,0.010195550508797169,0.01246487908065319
1,1,230,2019-03-13,48049,0.009448755,0.009433021768927574,0.99,1.4422094864130486e-05,0.009382805787026882,0.009448818862438202
1,1,231,2019-03-13,48065,0.019813303,0.020769458264112473,0.085,0.0007372791296802461,0.01972518302500248,0.022424405440688133
1,1,234,2019-03-13,48079,0.007960243,0.007847944274544716,0.745,0.00014872910105623305,0.00769346859306097,0.008536707609891891
1,1,237,2019-03-13,48087,0.008308505,0.00873122364282608,0.415,0.002873931545764208,0.006268738768994808,0.022208046168088913
1,1,241,2019-03-13,48109,0.02318279,0.023170968517661095,0.735,2.9616912797791883e-05,0.023082643747329712,0.023231301456689835
1,1,245,2019-03-13,48117,0.018241616,0.018179140985012054,0.54,0.0005582464509643614,0.017096776515245438,0.01945105940103531
1,1,246,2019-03-13,48121,0.00426668,0.004286696668714285,0.235,2.8136999389971606e-05,0.004254083149135113,0.004412165377289057
1,1,249,2019-03-13,48135,0.009149732,0.009056052193045616,0.97,0.00022061374329496175,0.008202423341572285,0.009171881712973118
1,1,256,2019-03-13,48173,0.007169523,0.007165135815739632,0.525,4.9996426241705194e-05,0.0069946707226336,0.00721062533557415
1,1,262,2019-03-13,48195,0.07854838,0.08107390999794006,0.2,0.00242998288013041,0.07495240867137909,0.0852646455168724
1,1,282,2019-03-13,48303,0.010638283,0.010394742712378502,0.565,0.001149325747974217,0.008793254382908344,0.01417203713208437
1,1,294,2019-03-13,48363,0.002630382,0.002675463445484638,0.075,6.961038889130577e-05,0.002621789462864399,0.0030279201455414295
1,1,296,2019-03-13,48369,0.013645684,0.013572532683610916,0.58,0.0003132510173600167,0.013076274655759335,0.01430524792522192
1,1,297,2019-03-13,48371,0.0059494106,0.005932424683123827,0.86,1.8251410438097082e-05,0.005884733982384205,0.005959132686257362
1,1,301,2019-03-13,48383,0.005198383,0.0053588757291436195,0.09,0.00015065680781845003,0.005132133606821299,0.005700364243239164
1,1,315,2019-03-13,48459,0.018282505,0.018279653042554855,0.735,4.15291697208886e-06,0.018274176865816116,0.018293170258402824
1,1,317,2019-03-13,48475,0.011388483,0.01129959151148796,0.93,0.0001432645512977615,0.010666989721357822,0.01140184048563242
1,1,320,2019-03-13,48501,0.0040383795,0.0038922028616070747,0.62,0.000429672421887517,0.0034345206804573536,0.005222211591899395
1,1,321,2021-03-26,01009,0.0048840037,0.004883721005171537,0.655,6.909531862220319e-07,0.004883071407675743,0.004886321723461151
1,1,322,2021-03-26,01013,0.013097418,0.013097397051751614,0.93,1.2077426170264971e-08,0.01309738215059042,0.013097423128783703
1,1,324,2021-03-26,01023,0.0045168228,0.004517333582043648,0.335,1.036722323988215e-06,0.004516582004725933,0.004519382491707802
1,1,328,2021-03-26,01035,0.0019436701,0.0019436234142631292,0.95,3.2660363302738915e-08,0.0019435511203482747,0.001943688839673996
1,1,332,2021-03-26,01045,0.0010159642,0.0010151993483304977,0.73,6.500799258901679e-07,0.0010141449747607112,0.0010164608247578144
1,1,346,2021-03-26,05001,0.011026702,0.011026628315448761,0.6,1.5274481768301484e-07,0.011026308871805668,0.01102691050618887
1,1,352,2021-03-26,05069,0.011663797,0.011663805693387985,0.285,1.1488157980465985e-08,0.01166378241032362,0.011663831770420074
1,1,360,2021-03-26,08015,0.0002306776,0.00023161608260124922,0.335,1.8816378997144056e-06,0.00022869283566251397,0.00023529522877652198
1,1,366,2021-03-26,08101,0.0009709708,0.0009694896289147437,0.72,1.4595024140362511e-06,0.0009682943345978856,0.0009735847706906497
1,1,367,2021-03-26,08105,0.00021160553,0.00020473386393859982,0.795,8.377865924558137e-06,0.00019475050794426352,0.00023024891561362892
1,1,372,2021-03-26,13033,0.00089101854,0.0008887340081855655,0.71,2.9605093914142344e-06,0.0008841822855174541,0.0008969904156401753
1,1,380,2021-03-26,13147,0.0026336315,0.002633027732372284,0.79,1.1019521934940713e-06,0.0026315783616155386,0.0026372966822236776
1,1,384,2021-03-26,13205,0.0023321914,0.002333393320441246,0.195,9.503116302767012e-07,0.002331322757527232,0.0023347705136984587
1,1,392,2021-03-26,13313,0.006300244,0.006300259381532669,0.355,2.011761779385779e-07,0.006300211884081364,0.0063013904727995396
1,1,401,2021-03-26,16023,0.025430167,0.02540898695588112,0.615,0.00014497320808004588,0.025017209351062775,0.025603152811527252
1,1,402,2021-03-26,16029,0.009903492,0.009898263961076736,0.535,6.240370566956699e-05,0.009763067588210106,0.010032836347818375
1,1,403,2021-03-26,16031,0.0008755582,0.0009063389734365046,0.38,9.12820833036676e-05,0.0008147699991241097,0.0011861847015097737
1,1,406,2021-03-26,16039,0.0414366,0.04143089801073074,0.515,9.455554391024634e-05,0.04118383675813675,0.04157562181353569
1,1,410,2021-03-26,16049,0.042321846,0.04240979999303818,0.39,0.00024227984249591827,0.042228054255247116,0.04309694096446037
1,1,416,2021-03-26,16065,0.010579696,0.007294946815818548,0.985,0.0008908510208129883,0.006741299293935299,0.011457785032689571
1,1,419,2021-03-26,16071,0.00093422824,0.0009535761782899499,0.3,6.168925756355748e-05,0.0008846697164699435,0.0011223523179069161
1,1,437,2021-03-26,17127,0.0055207866,0.005521042738109827,0.16,3.0118391691758006e-07,0.005520763341337442,0.005521602462977171
1,1,438,2021-03-26,17151,0.0018302219,0.0018311268649995327,0.32,1.2488619631767506e-06,0.001829953514970839,0.0018334503984078765
1,1,443,2021-03-26,17193,0.0022642142,0.0022643497213721275,0.385,5.656553980770695e-07,0.0022638721857219934,0.0022665124852210283
1,1,444,2021-03-26,17199,0.0016432528,0.0016436115838587284,0.14,4.7266675551327353e-07,0.001643181312829256,0.0016445975052192807
1,1,453,2021-03-26,18051,0.0017895426,0.0017903309781104326,0.27,2.093791863444494e-06,0.001788349007256329,0.0017977081006392837
1,1,455,2021-03-26,18059,0.0024618069,0.002463826909661293,0.38,1.3062198377156164e-05,0.0024518566206097603,0.002510595368221402
1,1,457,2021-03-26,18077,0.0021450876,0.0021408097818493843,0.995,1.324389927503944e-06,0.002138978336006403,0.002145314821973443
1,1,459,2021-03-26,18095,0.0026311427,0.0026125817093998194,0.91,9.868695997283794e-06,0.0025994000025093555,0.002635146491229534
1,1,460,2021-03-26,18097,0.0022630014,0.0022713488433510065,0.11,1.0763525096990634e-05,0.002261108485981822,0.002309877658262849
1,1,468,2021-03-26,18147,0.0024677631,0.002467872342094779,0.22,2.242046406308873e-07,0.0024677019100636244,0.00246857525780797
1,1,473,2021-03-26,18177,0.0040189344,0.004020597320050001,0.425,1.9141998564009555e-05,0.004004727117717266,0.004116087686270475
1,1,479,2021-03-26,20065,0.0012948546,0.0012945588678121567,0.565,1.9148287719872314e-06,0.0012905090115964413,0.0012977664591744542
1,1,489,2021-03-26,20171,0.00036387396,0.0003643853706307709,0.47,1.5426894606207497e-05,0.00035423028748482466,0.0004046043904963881
1,1,491,2021-03-26,20181,0.00049829436,0.0005008012522011995,0.25,4.0491222534910776e-06,0.0004967617569491267,0.0005100452108308673
1,1,494,2021-03-26,20199,0.0007699534,0.0007712760707363486,0.32,2.1330718027456896e-06,0.0007688492187298834,0.0007758464198559523
1,1,495,2021-03-26,20203,0.00029914922,0.00029779504984617233,0.53,1.062421597453067e-05,0.00028837434365414083,0.00032577067031525075
1,1,504,2021-03-26,21083,0.0020506277,0.002050569048151374,0.59,1.818902859440641e-07,0.0020504200365394354,0.0020510719623416662
1,1,510,2021-03-26,21123,0.0019856791,0.0019853864796459675,0.695,6.774771463824436e-07,0.0019842812325805426,0.0019873555283993483
1,1,515,2021-03-26,21157,0.00292533,0.0029253773391246796,0.075,5.8015356074747615e-08,0.00292532448656857,0.0029255140107125044
1,1,524,2021-03-26,22031,0.0033228144,0.0033227382227778435,0.88,4.905772499341765e-08,0.0033226695377379656,0.0033228881657123566
1,1,531,2021-03-26,24021,0.0021137034,0.002113756025210023,0.48,8.302832270601357e-07,0.002112371614202857,0.002115730196237564
1,1,533,2021-03-26,24025,0.0015702475,0.001569124637171626,0.68,2.205108103225939e-06,0.0015622953651472926,0.0015727848513051867
1,1,536,2021-03-26,24031,0.0010363816,0.001037434209138155,0.085,9.299634484705166e-07,0.0010359223233535886,0.001040354953147471
1,1,541,2021-03-26,25005,0.0014281926,0.0014199919532984495,0.525,8.411926683038473e-05,0.001332227373495698,0.001689175725914538
1,1,547,2021-03-26,25021,0.0013362716,0.0013454820727929473,0.485,0.00013251695781946182,0.0012117495061829686,0.001810341258533299
1,1,558,2021-03-26,28087,0.004167443,0.004167444072663784,0.435,1.7886213399265216e-08,0.004167434759438038,0.004167549777776003
1,1,559,2021-03-26,28095,0.0058426247,0.005842628888785839,0.415,3.9493635028975405e-08,0.005842611659318209,0.005842768587172031
1,1,565,2021-03-26,28161,0.0053510163,0.0053509874269366264,0.675,7.012843639131461e-08,0.005350889638066292,0.005351188126951456
1,1,567,2021-03-26,29099,0.0005420979,0.0005427654832601547,0.41,1.6558705056013423e-06,0.0005408666329458356,0.0005463742418214679
1,1,568,2021-03-26,29133,0.0013889614,0.001388097065500915,0.64,8.725183988644858e-07,0.0013873911229893565,0.0013900808990001678
1,1,584,2021-03-26,30053,0.011041596,0.011559469625353813,0.385,0.0024623265489935875,0.009985439479351044,0.019678588956594467
1,1,585,2021-03-26,30055,0.0040574996,0.004219220019876957,0.025,0.00014371865836437792,0.0040328106842935085,0.004531130660325289
1,1,586,2021-03-26,30061,0.01660901,0.019340185448527336,0.27,0.00442458176985383,0.014052921906113625,0.028337551280856133
1,1,595,2021-03-26,30083,0.0063287304,0.006700052414089441,0.03,0.0002024685381911695,0.0062543414533138275,0.007040593307465315
1,1,598,2021-03-26,30089,0.014024282,0.016152674332261086,0.235,0.0037777561228722334,0.011980824172496796,0.025223763659596443
1,1,600,2021-03-26,30093,0.0026141533,0.0026707749348133802,0.41,0.0005637556896544993,0.0023503124248236418,0.004450557753443718
1,1,602,2021-03-26,30097,0.0046103774,0.004896277561783791,0.4,0.001610713661648333,0.0037139521446079016,0.009686559438705444
1,1,603,2021-03-26,30103,0.0026400527,0.0027970001101493835,0.085,0.00013449092512018979,0.002614930272102356,0.003078900743275881
1,1,610,2021-03-26,32023,8.398563e-05,8.391848678002134e-05,0.79,5.547117964965764e-08,8.386053377762437e-05,8.402592357015237e-05
1,1,613,2021-03-26,34007,0.0011283315,0.0011378044728189707,0.275,1.4922692571417429e-05,0.001114526530727744,0.0011852041352540255
1,1,618,2021-03-26,34021,0.0014048235,0.0013970386935397983,0.91,6.832916824350832e-06,0.0013763569295406342,0.0014080362161621451
1,1,627,2021-03-26,36013,0.0070018684,0.006810080725699663,0.84,0.00015260072541423142,0.006550871301442385,0.0071323630400002
1,1,628,2021-03-26,36027,0.002321975,0.0022958312183618546,0.625,6.870067591080442e-05,0.00210515852086246,0.002397933043539524
1,1,629,2021-03-26,36029,0.011323683,0.011240826919674873,0.93,7.336237467825413e-05,0.010975881479680538,0.011341458186507225
