seed,fold,unit,event,fips,rmse_own,rmse_donor_median,percentile,donor_sd,rmse_donor_min,rmse_donor_max
2,1,1,2019-03-13,01009,0.019636545,0.019633132964372635,0.565,2.446934740873985e-05,0.019569750875234604,0.019651150330901146
2,1,8,2019-03-13,01055,0.007936892,0.007930648513138294,0.67,1.832814814406447e-05,0.007885691709816456,0.0079450448974967
2,1,9,2019-03-13,01065,0.001236052,0.0012323418632149696,0.99,9.428949852008373e-07,0.001232051057741046,0.0012363153509795666
2,1,17,2019-03-13,01127,0.008676256,0.008747005835175514,0.145,4.2386884160805494e-05,0.00863230787217617,0.0087767094373703
2,1,19,2019-03-13,05027,0.010949485,0.01091091614216566,0.995,1.6748032066971064e-05,0.010891500860452652,0.010949529707431793
2,1,23,2019-03-13,08009,0.011532256,0.012315108440816402,0.28,0.0032282574102282524,0.010984058491885662,0.022051464766263962
2,1,31,2019-03-13,08101,0.0075855167,0.007580375298857689,0.835,1.2073913239873946e-05,0.00754662835970521,0.00758620398119092
2,1,45,2019-03-13,17127,0.012054774,0.0119935292750597,0.555,0.000515716674271971,0.011740854941308498,0.013444536365568638
2,1,47,2019-03-13,17151,0.027683485,0.02747204340994358,0.755,0.00018915261898655444,0.027333825826644897,0.027969539165496826
2,1,54,2019-03-13,17193,0.00984933,0.009836120530962944,0.525,0.00030334890470840037,0.009725797921419144,0.010820235125720501
2,1,55,2019-03-13,17199,0.00813155,0.007706973701715469,0.66,0.000769365462474525,0.007433129940181971,0.010106327012181282
2,1,59,2019-03-13,18051,0.009530359,0.009425578638911247,0.62,0.00027282992959953845,0.009276720695197582,0.010240161791443825
2,1,66,2019-03-13,18097,0.008297662,0.008535553701221943,0.06,0.000458722235634923,0.008288685232400894,0.009874955751001835
2,1,73,2019-03-13,18143,0.00602812,0.004844869952648878,0.825,0.0008050008327700198,0.004553596489131451,0.007274115923792124
2,1,74,2019-03-13,18147,0.009652702,0.00971451960504055,0.355,0.00021212786668911576,0.009560856968164444,0.010287865065038204
2,1,81,2019-03-13,20051,0.008791002,0.00890524685382843,0.46,0.0014533177018165588,0.00844050757586956,0.013514623045921326
2,1,83,2019-03-13,20065,0.010574054,0.010627380572259426,0.485,0.002203446812927723,0.009868492372334003,0.017708569765090942
2,1,91,2019-03-13,20181,0.014719624,0.014316709712147713,0.595,0.0018793628551065922,0.01346961222589016,0.020078659057617188
2,1,93,2019-03-13,20199,0.013241411,0.012824730947613716,0.635,0.0016203972045332193,0.012040131725370884,0.018100131303071976
2,1,95,2019-03-13,21015,0.0060611563,0.006892588920891285,0.18,0.001265335944481194,0.005876533221453428,0.009848032146692276
2,1,105,2019-03-13,21073,0.005215979,0.005423706490546465,0.355,0.0009178065811283886,0.004804784432053566,0.007875986397266388
2,1,107,2019-03-13,21081,0.006563764,0.00648395624011755,0.57,0.0007310166256502271,0.005917906295508146,0.00839223526418209
2,1,108,2019-03-13,21083,0.009859879,0.010231353342533112,0.085,0.0006116947042755783,0.009836023673415184,0.011868573725223541
2,1,109,2019-03-13,21091,0.009438665,0.009464184753596783,0.4,4.313694444135763e-05,0.009402570314705372,0.009532797150313854
2,1,118,2019-03-13,21157,0.00959616,0.009487833827733994,0.615,0.00033124457695521414,0.009209818206727505,0.010388195514678955
2,1,126,2019-03-13,21223,0.0045804447,0.004620368592441082,0.15,0.00012104604684282094,0.00455433176830411,0.005052889697253704
2,1,134,2019-03-13,24025,0.0012668814,0.0012771673500537872,0.425,2.6250334485666826e-05,0.0012342279078438878,0.0013169357553124428
2,1,135,2019-03-13,26027,0.018668039,0.018766183406114578,0.16,5.345425597624853e-05,0.018611235544085503,0.018791386857628822
2,1,137,2019-03-13,26093,0.006442704,0.006091862451285124,0.805,0.0002491371997166425,0.005901501979678869,0.006710289046168327
2,1,147,2019-03-13,28087,0.000880161,0.0008310837438330054,0.71,4.671729766414501e-05,0.0008062458364292979,0.0009592244168743491
2,1,153,2019-03-13,29133,0.013051498,0.013100288808345795,0.46,0.0004011423734482378,0.012867643497884274,0.014225889928638935
2,1,160,2019-03-13,32023,0.00035352315,0.00035051925806328654,0.63,3.504449068714166e-06,0.0003448644420132041,0.00035727856447920203
2,1,162,2019-03-13,34027,0.0012163364,0.0012611260171979666,0.235,4.477259426494129e-05,0.0011654667323455215,0.0013138644862920046
2,1,165,2019-03-13,35015,0.007624502,0.009966913610696793,0.105,0.0028290594927966595,0.007236397359520197,0.017207549884915352
2,1,171,2019-03-13,39015,0.0061634183,0.006175526417791843,0.39,3.502997424220666e-05,0.006117809563875198,0.006231904495507479
2,1,182,2019-03-13,39075,0.0045354804,0.004629290662705898,0.215,0.00013912819849792868,0.004499566741287708,0.0049454038962721825
2,1,184,2019-03-13,39089,0.0033902628,0.003376889508217573,0.555,6.690501322736964e-05,0.0033253980800509453,0.0035342928022146225
2,1,190,2019-03-13,39151,0.005968665,0.006027459166944027,0.015,0.0001146203649113886,0.005965110845863819,0.006353182252496481
2,1,191,2019-03-13,39157,0.007502803,0.007771231234073639,0.34,0.0008905509021133184,0.007091035135090351,0.009911485947668552
2,1,193,2019-03-13,40009,0.013556464,0.016219105571508408,0.11,0.004491584841161966,0.013105195015668869,0.02833402156829834
2,1,194,2019-03-13,40011,0.014201086,0.015751950442790985,0.3,0.004098116885870695,0.013129069469869137,0.027921201661229134
2,1,201,2019-03-13,40043,0.016800782,0.020234404131770134,0.11,0.005335660185664892,0.016356179490685463,0.0353802889585495
2,1,211,2019-03-13,40103,0.02632347,0.026222269982099533,0.63,0.00022484063811134547,0.0257510207593441,0.026454025879502296
2,1,215,2019-03-13,40139,0.016506808,0.018834471702575684,0.245,0.0053397235460579395,0.01492262538522482,0.03417988866567612
2,1,221,2019-03-13,47117,0.0017100056,0.001719769206829369,0.475,0.00035410874988883734,0.001535614486783743,0.0027351542375981808
2,1,222,2019-03-13,47157,0.015212325,0.016636904329061508,0.19,0.0017902660183608532,0.014844539575278759,0.020889675244688988
2,1,230,2019-03-13,48049,0.009610365,0.009562330320477486,0.95,5.531571514438838e-05,0.009434416890144348,0.00961362849920988
2,1,231,2019-03-13,48065,0.017942142,0.018481001257896423,0.23,0.0010319596622139215,0.0177242923527956,0.022640788927674294
2,1,234,2019-03-13,48079,0.011187768,0.012581205926835537,0.285,0.003637896617874503,0.010327611118555069,0.02304219640791416
2,1,237,2019-03-13,48087,0.011125043,0.013704005628824234,0.135,0.004350126255303621,0.010681210085749626,0.026795679703354836
2,1,241,2019-03-13,48109,0.02159488,0.0210786834359169,0.885,0.0005092862411402166,0.020015349611639977,0.021702276542782784
2,1,245,2019-03-13,48117,0.015186752,0.015180548653006554,0.505,0.0005117362015880644,0.014314010739326477,0.016477487981319427
2,1,246,2019-03-13,48121,0.004718037,0.004766879603266716,0.255,9.229371062247083e-05,0.004686265718191862,0.005007104016840458
2,1,249,2019-03-13,48135,0.007135709,0.007658013142645359,0.14,0.004280928056687117,0.007073902525007725,0.021515028551220894
2,1,256,2019-03-13,48173,0.0066754944,0.007148505188524723,0.165,0.0013430730905383825,0.006622105371206999,0.011729666963219643
2,1,262,2019-03-13,48195,0.0823239,0.0818401575088501,0.58,0.002533433260396123,0.075636126101017,0.08399401605129242
