event,county_events,states,customers_millions,share_peak_ge_1pct,share_peak_ge_5pct,median_peak_pct,max_peak_pct,share_p71_zero
2019-03-13,321,23,17.955852508544922,0.6853582554517134,0.3333333333333333,2.693370170891285,57.25460648536682,0.7071651090342679
2021-03-26,544,39,35.902442932128906,0.5110294117647058,0.19852941176470587,1.0800407268106937,65.19480347633362,0.6911764705882353
2021-12-11,991,41,57.203060150146484,0.715438950554995,0.4339051463168517,3.742218390107155,100.0,0.7507568113017155
2022-06-08,385,35,27.070283889770508,0.5662337662337662,0.2623376623376623,1.4215877279639244,71.4026927947998,0.6051948051948052
2024-02-27,419,34,41.82929611206055,0.43914081145584727,0.16467780429594273,0.7412287872284651,71.83359265327454,0.6276849642004774
