event,family,two_flow_h24_mse,direct_hgb_h24_mse,two_gain_pct
2021-02-15,winter,0.0136700445778719,0.016298,16.124404357148727
2021-05-04,convective,0.0053082427526501,0.005089,-4.3081696335252495
2021-06-21,convective,0.0010166751692627,0.000944,-7.698640811726708
2021-08-11,convective,0.0030006587585202,0.004183,28.265389468797515
2021-12-11,convective,0.0032000072202995,0.002733,-17.087713878503465
2021-12-15,wind,0.0088499641165099,0.009143,3.205029897080819
