,train_loss,train_loss,train_loss,inner_mse,inner_mse,inner_mse
,GCRK,GCRK-S,GCRK-P,GCRK,GCRK-S,GCRK-P
step,,,,,,
200,-0.015036805874697468,-0.005455743197968599,-0.008112928002536601,-0.007625087284995669,-0.002444196670781884,-0.0015106141281243657
300,0.04361232298634987,0.030042642094840755,0.04939064334749066,-0.011875973517156857,-0.025255674764948388,0.014865990461309986
400,-0.25968124036424267,-0.14601979538330834,-0.3007058855902802,0.013883078748469835,-0.006134091198651159,0.061698216654673343
500,-0.3291196438608497,-0.2236998347972029,-0.34360990780241607,-0.005921593204751052,-0.0073337646913516075,0.030372585402081098
