gamma,rho,n,validation_n,design,rule,replications,delta,MC_halfwidth,MC_dof,common_component_difference,NET_excluded_component_error,structural_signal,partition_identity_error,max_ASYM_affine_residual,NET_common_bias_squared,NET_common_variance,ASYM_common_bias_squared,ASYM_common_variance,NET_excluded_bias_squared,NET_excluded_variance,common_bias_difference,common_variance_difference,component_ensemble_partition_error,NET_risk,NET_ensemble_bias_squared,NET_ensemble_variance,NET_oob_fraction,ASYM_risk,ASYM_ensemble_bias_squared,ASYM_ensemble_variance,ASYM_oob_fraction
0.04,0.0,128,32,training_support,original_early_stop,30,2.7471908515415227e-06,1.9372981434483644e-06,25.176571297419997,3.078071167193339e-06,1.6699513093573184e-07,4.978753391807393e-07,9.172414504703672e-12,5.1941190432058804e-08,1.0237203325088287e-06,4.401613613720314e-06,1.0150618279080356e-06,1.3322009510465628e-06,6.238450593512401e-08,1.0461062500060788e-07,8.65850460079311e-09,3.0694126626737514e-06,1.0748801429141678e-13,5.592329077164869e-06,1.0861048384439431e-06,4.5062242387209235e-06,0.0,2.8451382256233452e-06,1.5129372744977164e-06,1.332200951125626e-06,0.0
0.04,0.0,128,32,training_support,fixed_3000_ablation,30,6.7648315558996864e-06,8.486802637963835e-06,24.344040212271484,7.181316527752051e-06,8.13903545057931e-08,4.978753391807393e-07,7.1734555966555835e-12,4.896095817663593e-08,2.9547620871005575e-06,1.3647419600393668e-05,8.770216960051815e-07,8.543843463661221e-06,4.2505803245886144e-08,3.888455125990696e-08,2.077740391095376e-06,5.103576136732447e-06,1.2746809934882728e-14,1.6683572042000024e-05,2.9972678903464524e-06,1.3686304151653576e-05,0.0,9.91874048610034e-06,1.3748970223653426e-06,8.543843463734998e-06,0.0
0.04,0.0,128,32,initial_state_interpolation,original_early_stop,30,3.060327315415665e-06,1.7656419619629718e-06,25.45984541866573,3.1051626538173617e-06,2.1112358489330496e-08,6.594736391283013e-08,3.058917884158366e-12,5.733158636722635e-08,1.1772335342181728e-06,4.219538879782827e-06,1.0627927452052046e-06,1.2288170148795858e-06,7.103208833925445e-09,1.4009149655405048e-08,1.1444078901296825e-07,2.9907218649032413e-06,3.330770451013762e-13,5.4178847724903165e-06,1.1843367430520923e-06,4.233548029438228e-06,0.0,2.3575574570746526e-06,1.128740442099052e-06,1.2288170149755989e-06,0.0
0.04,0.0,128,32,initial_state_interpolation,fixed_3000_ablation,30,6.301313537928018e-06,8.821122374546247e-06,24.26910593010185,6.357266230328623e-06,9.994461892781592e-09,6.594736391283013e-08,2.226851892615019e-12,6.364563776006804e-08,2.6488779341186367e-06,1.358608572437005e-05,1.4265939727048277e-06,8.451103455349962e-06,4.639539006331216e-09,5.354922886450373e-09,1.222283961413809e-06,5.134982269020088e-06,2.0951417040355764e-13,1.6244958120381454e-05,2.6535174731249677e-06,1.3591440647256486e-05,0.0,9.943644582453434e-06,1.4925411270003796e-06,8.451103455453056e-06,0.0
0.04,0.0,512,128,training_support,original_early_stop,30,6.45750134060606e-07,1.0739357795815179e-06,19.759620638460277,1.0294162644874333e-06,1.1420835229382337e-07,4.978753391807393e-07,5.3689550588612944e-12,5.5347170124786516e-08,5.664085023530999e-07,2.6811047284942266e-06,9.024094487280196e-07,1.3156875175471806e-06,7.51505210310088e-08,3.9057831262814604e-08,-3.3600094637491974e-07,1.365417210947046e-06,8.563753957195009e-13,3.3617215831411453e-06,6.415590233841038e-07,2.7201625597570404e-06,0.0,2.7159714490805393e-06,1.400283931451689e-06,1.3156875176288486e-06,0.0
0.04,0.0,512,128,training_support,fixed_3000_ablation,30,3.0706213294361644e-06,6.238393601401116e-06,24.91678368069081,3.52178627769326e-06,4.67100961218041e-08,4.978753391807393e-07,1.0353127159307254e-11,5.5347170124786516e-08,4.3082871641486033e-07,1.0179749809761752e-05,7.28803243907311e-07,6.359989004486518e-06,3.716512965504413e-08,9.544966466759973e-09,-2.979745274924507e-07,3.8197608052752335e-06,2.947123165998502e-13,1.065728862229842e-05,4.6799384606990613e-07,1.018929477622851e-05,0.0,7.586667292862257e-06,1.2266782882893505e-06,6.3599890045729056e-06,0.0
0.04,0.0,512,128,initial_state_interpolation,original_early_stop,30,1.2581810785262313e-06,1.117292490900964e-06,22.290941375217326,1.3102016442220668e-06,1.39265136701953e-08,6.594736391283013e-08,3.0986782226837873e-12,5.7584148227540766e-08,6.572037446665082e-07,2.629964080831313e-06,7.320123596776317e-07,1.2449538215052626e-06,8.633687925507058e-09,5.292825744688243e-09,-7.480861501112358e-08,1.3850102593260502e-06,2.8445393953916895e-13,3.301094339168013e-06,6.658374325920144e-07,2.6352569065759987e-06,0.0,2.042913260641781e-06,7.979594390461595e-07,1.2449538215956222e-06,0.0
0.04,0.0,512,128,initial_state_interpolation,fixed_3000_ablation,30,3.7610046048371682e-06,5.8549490910015746e-06,24.157760591784978,3.82154826279977e-06,5.403601945245248e-09,6.594736391283013e-08,3.3482691327234e-12,8.006217128153637e-08,5.274328722348544e-07,1.0089738541894888e-05,4.6027690585326265e-07,6.335346245376499e-06,4.0402270963852246e-09,1.3633748488600234e-09,6.715596638159179e-08,3.7543922965183893e-06,1.0390477227464781e-13,1.0622575016074973e-05,5.31473099331233e-07,1.0091101916743739e-05,0.0,6.8615704112378045e-06,5.262241657631759e-07,6.335346245474628e-06,0.0
0.04,0.25,32,8,training_support,original_early_stop,30,-9.899694607693027e-07,6.452830127696202e-06,21.68997009880451,-1.9224015614393548e-06,1.4303069755329183e-06,4.978753391807393e-07,5.748828660901155e-12,4.789658958337384e-08,1.3357882781497116e-06,2.317079678590369e-05,2.5579172648122246e-06,2.3871069360604085e-05,4.1896363601986207e-07,1.0113433395130565e-06,-1.222128986662513e-06,-7.002725747003935e-07,4.642414249196076e-13,2.593689203958633e-05,1.7547519141695753e-06,2.4182140125416753e-05,0.0,2.6926861500355638e-05,3.055792139676796e-06,2.387106936067884e-05,0.0
0.04,0.25,32,8,training_support,fixed_3000_ablation,30,2.435638894604448e-05,1.9520893325649507e-05,20.009511370795,2.2623352659307847e-05,2.2309111349395883e-06,4.978753391807393e-07,7.2244668252152136e-12,5.108969550193798e-08,6.176315761320339e-07,5.377804570670588e-05,1.6259580208001367e-06,3.0146366602639046e-05,4.6537922796793134e-07,1.7655319069716569e-06,-1.0083264446681027e-06,2.3631679104066836e-05,4.908868958834658e-13,5.662658841777752e-05,1.0830108040999635e-06,5.554357761367754e-05,0.0045138888888888885,3.227019947173302e-05,2.1238328690049797e-06,3.0146366602728046e-05,0.0
0.04,0.25,32,8,initial_state_interpolation,original_early_stop,30,-2.0269226376126287e-06,7.056750669730099e-06,22.32817336361289,-2.154259145080262e-06,1.9328379899108327e-07,6.594736391283013e-08,3.733043689842447e-12,5.354315563144141e-08,1.4562385625534355e-06,2.026034993419515e-05,2.7295612351236797e-06,2.114128640661533e-05,5.363727143764395e-08,1.3964652755343927e-07,-1.2733226725702442e-06,-8.809364724201805e-07,7.229954245154772e-14,2.1909872295739644e-05,1.5098758339910798e-06,2.0399996461748573e-05,0.0,2.393679493335227e-05,2.7955085266510113e-06,2.1141286406701266e-05,0.0
0.04,0.25,32,8,initial_state_interpolation,fixed_3000_ablation,30,2.439016427331036e-05,1.8245810795837674e-05,21.978006168175757,2.412935028983453e-05,3.267615452098198e-07,6.594736391283013e-08,3.404595605682433e-12,5.4553403794344035e-08,1.0002948275413857e-06,5.127339074274285e-05,1.0598527782410406e-06,2.7084482502113395e-05,6.125494365636458e-08,2.655066015534552e-07,-5.955795069965489e-08,2.4188908240629456e-05,1.9791643096536e-13,5.2600447115494014e-05,1.061549771197741e-06,5.1538897344296275e-05,0.004340277777777778,2.8210282842183644e-05,1.1258003399766044e-06,2.708448250220704e-05,0.0
0.04,0.25,128,32,training_support,original_early_stop,30,9.128707695039456e-07,2.552667646245987e-06,24.18604778048595,9.156797593316463e-07,4.950661450005998e-07,4.978753391807393e-07,6.431956706067117e-12,5.7050159957272584e-08,1.3212087591317497e-06,8.531679652072852e-06,1.6056069947801905e-06,7.331601657010674e-06,1.9009571353916694e-07,3.0497043146143294e-07,-2.843982356484408e-07,1.2000779950621778e-06,2.0427034813990476e-13,1.0347954556205204e-05,1.511304472670919e-06,8.836650083534284e-06,0.0,9.435083786701256e-06,2.103482129610582e-06,7.331601657090675e-06,0.0
0.04,0.25,128,32,training_support,fixed_3000_ablation,30,-4.129561093624857e-06,1.0413865148070912e-05,19.01118552355005,-4.39562151188421e-06,7.639358966025746e-07,4.978753391807393e-07,7.1365092620936845e-12,5.364418032005602e-08,1.0137302117112844e-06,1.952982107963227e-05,1.485147333560365e-06,2.345402546959277e-05,2.722414061278533e-07,4.916944904747214e-07,-4.7141712184908066e-07,-3.924204389960501e-06,1.392371096959927e-13,2.1307487187946125e-05,1.2859716178391345e-06,2.0021515570106993e-05,0.0,2.5437048281570982e-05,1.983022811906216e-06,2.3454025469664768e-05,0.0
0.04,0.25,128,32,initial_state_interpolation,original_early_stop,30,1.7843952511448713e-06,2.576183278036726e-06,25.26256961787082,1.7853657751161648e-06,6.497716336719157e-08,6.594736391283013e-08,3.243955803847523e-12,5.1522658917058095e-08,1.573385751714077e-06,8.03417828398485e-06,1.2964297041913873e-06,6.525768556300107e-06,2.3476193658164456e-08,4.1500969709027115e-08,2.769560475226898e-07,1.5084097276847423e-06,3.235169224036211e-13,9.672541199066102e-06,1.5968619453722325e-06,8.07567925369387e-06,0.0,7.88814594792123e-06,1.3623773915323904e-06,6.525768556388838e-06,0.0
0.04,0.25,128,32,initial_state_interpolation,fixed_3000_ablation,30,-2.7628808177249446e-06,1.0888929645943557e-05,20.00807879964116,-2.8018401875782014e-06,1.0490645909225549e-07,6.594736391283013e-08,4.315018326916768e-12,5.15226591391027e-08,1.7324127486092318e-06,1.8829115202602014e-05,7.576868729109766e-07,2.2605681265782175e-05,3.500480834142506e-08,6.990165075083045e-08,9.747258756982551e-07,-3.776566063180161e-06,2.745775357977003e-13,2.0666434410303473e-05,1.767417556950642e-06,1.8899016853352826e-05,0.0,2.342931522802842e-05,8.236339621530658e-07,2.2605681265875356e-05,0.0
0.04,0.25,512,128,training_support,original_early_stop,30,2.6434335779254806e-06,2.8652269937907773e-06,26.17842486003818,2.8939945389523382e-06,2.47314821425561e-07,4.978753391807393e-07,7.667069223309884e-12,4.768371586472142e-08,1.3916828792333061e-06,5.843933370266766e-06,1.407855795725314e-06,2.933765914739281e-06,7.75251713788951e-08,1.6978965004666594e-07,-1.6172916492007937e-08,2.910167455527485e-06,4.433548183087495e-13,7.482931070925631e-06,1.4692080506121994e-06,6.0137230203134325e-06,0.0,4.839497493000149e-06,1.9057315781799268e-06,2.9337659148202243e-06,0.0
0.04,0.25,512,128,training_support,fixed_3000_ablation,30,9.946872546363903e-06,1.0773499894464183e-05,20.040311597799437,1.024733166545812e-05,1.974159927411609e-07,4.978753391807393e-07,8.210597323323051e-12,5.7050160012783735e-08,2.384542042292997e-06,2.1236848564207997e-05,7.617508392883226e-07,1.261230810167739e-05,1.181018431473672e-07,7.931414959379367e-08,1.6227912030046747e-06,8.624540462530607e-06,2.2726819951250816e-13,2.3818806599242155e-05,2.5026438854403583e-06,2.1316162713801794e-05,0.001388888888888889,1.387193405287825e-05,1.2596259511265486e-06,1.26123081017517e-05,0.0
0.04,0.25,512,128,initial_state_interpolation,original_early_stop,30,2.587620263212746e-06,2.791387197553652e-06,26.60658984289608,2.6212463121544004e-06,3.232140573324765e-08,6.594736391283013e-08,3.657301707237436e-12,5.404827946309254e-08,1.3286524078396529e-06,5.627009582056339e-06,1.6763260410819607e-06,2.6580896365587085e-06,9.151380433541763e-09,2.31700252997059e-08,-3.476736332423078e-07,2.96891994549763e-06,9.086299370379561e-14,6.987983395629222e-06,1.337803788273184e-06,5.650179607356038e-06,0.0,4.400363132416477e-06,1.742273495759313e-06,2.6580896366571613e-06,0.0
0.04,0.25,512,128,initial_state_interpolation,fixed_3000_ablation,30,9.286657207081876e-06,9.967490463455026e-06,21.063462646879227,9.32695936889591e-06,2.5645503987497967e-08,6.594736391283013e-08,3.890161376216743e-12,4.823935223496889e-08,2.0959478684032602e-06,2.07380456211153e-05,1.1014689008001842e-06,1.2405565219731298e-05,1.4640471616928154e-08,1.1005032370569816e-08,9.94478967603076e-07,8.332480401384003e-06,3.0197986987520395e-13,2.2859638993506033e-05,2.110588340020183e-06,2.0749050653485852e-05,0.001388888888888889,1.3572981786424157e-05,1.1674165666049848e-06,1.2405565219819171e-05,0.0
0.04,1.0,32,8,training_support,original_early_stop,30,-6.239337182677887e-06,1.3644373890312974e-05,24.36363735062751,-8.70943192184711e-06,2.9679718804305467e-06,4.978753391807393e-07,8.215152852966512e-12,5.2366937952630366e-08,2.3865357031576302e-06,5.115305215719762e-05,7.36354540442954e-06,5.4885474377695675e-05,7.828827264577253e-08,2.8896836077847747e-06,-4.977009701271911e-06,-3.732422220498057e-06,1.8021577289419619e-12,5.650755974078581e-05,2.464823975803411e-06,5.4042735764982396e-05,0.0,6.27468969234637e-05,7.86142254569434e-06,5.488547437776936e-05,0.0
0.04,1.0,32,8,training_support,fixed_3000_ablation,30,1.773670579766528e-05,3.5514978727366566e-05,22.229427119429598,1.1418001736825075e-05,6.816579388487982e-06,4.978753391807393e-07,1.01115214291847e-11,6.215912953799752e-08,2.565322943748337e-06,0.00010143580438318709,2.9498104295685744e-06,8.96333151604636e-05,1.5723942722545742e-07,6.659339961262525e-06,-3.844874858202376e-07,1.1802489222723482e-05,1.1454792463953117e-14,0.00011081770671542341,2.722562370973804e-06,0.00010809514434444962,0.008680555555555556,9.308100091775815e-05,3.4476857572187775e-06,8.963331516053936e-05,0.0
0.04,1.0,32,8,initial_state_interpolation,original_early_stop,30,-3.543308702913894e-06,1.388386285942983e-05,23.01118672431679,-3.8918946039579205e-06,4.1453365295262313e-07,6.594736391283013e-08,2.8412436316985375e-12,4.849191426181676e-08,2.271795360468631e-06,4.729938372193874e-05,6.527238681753098e-06,4.693583500452121e-05,9.431896689490123e-09,4.05101756263133e-07,-4.2554433212844666e-06,3.635487174175284e-07,3.880867485926947e-13,4.9985712735359965e-05,2.2812272571581173e-06,4.7704485478201825e-05,0.0,5.352902143827384e-05,6.593186433665593e-06,4.6935835004608253e-05,0.0
0.04,1.0,32,8,initial_state_interpolation,fixed_3000_ablation,30,7.98492913375022e-06,3.376987218350484e-05,23.2483252016492,6.961239518743853e-06,1.0896372035932192e-06,6.594736391283013e-08,2.7223817140485315e-12,5.96046449141685e-08,1.912870410205789e-06,8.838316817580583e-05,3.1408317288411854e-06,8.019396733833497e-05,3.247190881462256e-08,1.0571652947785964e-06,-1.2279613186353963e-06,8.189200837470853e-06,2.247656237291864e-13,9.138567578960474e-05,1.9453423190204153e-06,8.944033347058435e-05,0.008159722222222223,8.340074665585453e-05,3.2067793174308723e-06,8.019396733842366e-05,0.0
0.04,1.0,128,32,training_support,original_early_stop,30,7.767701115274197e-06,1.4089226974612464e-05,11.897750145588105,6.9425154021579875e-06,1.3230615093511988e-06,4.978753391807393e-07,8.051981120468581e-12,4.4277736144238133e-08,1.279237937563899e-06,2.890960704281067e-05,2.698248481205433e-06,2.0548081096928967e-05,4.135260439708396e-07,9.095354653803594e-07,-1.4190105436415338e-06,8.361525945881702e-06,4.571364310311174e-13,3.1511906489725775e-05,1.6927639815347342e-06,2.9819142508191032e-05,0.002777777777777778,2.3744205374451578e-05,3.1961242774437924e-06,2.0548081097007785e-05,0.0
0.04,1.0,128,32,training_support,fixed_3000_ablation,30,4.097210659278163e-06,2.642832792288535e-05,24.127994001442,2.497410902709176e-06,2.0976746846657267e-06,4.978753391807393e-07,7.375113754160825e-12,6.599085672354121e-08,1.4690876102480957e-06,5.661770228846711e-05,2.4759900610386784e-06,5.3113388934879154e-05,3.889348330130783e-07,1.7087398516526483e-06,-1.0069024507905827e-06,3.504313353587956e-06,4.1099580200742655e-13,6.018446458338093e-05,1.8580224432611725e-06,5.832644214011977e-05,0.004340277777777778,5.608725392410277e-05,2.973864989137424e-06,5.3113388934965354e-05,0.0
0.04,1.0,128,32,initial_state_interpolation,original_early_stop,30,7.625493618869178e-06,1.4000771067724034e-05,12.265222172844442,7.5120950424687345e-06,1.7934577408116984e-07,6.594736391283013e-08,3.145192673605123e-12,5.1017534807851206e-08,1.849130986964669e-06,2.676287560733085e-05,2.444279882690427e-06,1.865563166904386e-05,5.3896402462839235e-08,1.2544937161833063e-07,-5.951488957257578e-07,8.107243938286988e-06,1.6613960878428865e-13,2.8791352368376677e-05,1.9030273894275176e-06,2.688832497894916e-05,0.002951388888888889,2.11658587495075e-05,2.5102270803755516e-06,1.865563166913194e-05,0.0
0.04,1.0,128,32,initial_state_interpolation,fixed_3000_ablation,30,2.6017263083716295e-06,2.8453560092669787e-05,22.98202714573004,2.3747134064834136e-06,2.929604239780305e-07,6.594736391283013e-08,2.1522535611898964e-12,5.4048279685137146e-08,1.3253310959815514e-06,5.5896174437434496e-05,3.485125018510684e-06,5.136166710832549e-05,5.2543015175691406e-08,2.404174088023391e-07,-2.159793922529133e-06,4.534507329109008e-06,1.5827344631368198e-13,5.751446595739402e-05,1.3778741111572353e-06,5.613659184623678e-05,0.003993055555555555,5.491273964902238e-05,3.5510725406036703e-06,5.1361667108418716e-05,0.0
0.04,1.0,512,128,training_support,original_early_stop,30,2.86138885650645e-06,4.175316218888131e-06,25.63543389321579,2.9847208056458393e-06,3.7454220399070934e-07,4.978753391807393e-07,9.072500360023973e-12,5.7475907477844146e-08,2.2548847434279113e-06,1.083083536867312e-05,1.4427023919558812e-06,8.658296914423502e-06,7.786977783996919e-08,2.966724261507402e-07,8.121823514720301e-07,2.172538454249618e-06,1.1859748319653228e-12,1.3460262316091742e-05,2.332754521267882e-06,1.1127507794823861e-05,0.0,1.059887345958529e-05,1.9405765450886937e-06,8.658296914496598e-06,0.0
0.04,1.0,512,128,training_support,fixed_3000_ablation,30,9.972973754255284e-06,2.3299136169018666e-05,23.678071366190323,1.000188341934155e-05,4.689666422317656e-07,4.978753391807393e-07,1.1117622352786218e-11,7.918902811265838e-08,9.096784475296564e-07,5.2366776699409344e-05,8.896914929400135e-07,4.238488023456825e-05,2.085576591271277e-07,2.604089831046379e-07,1.9986954589642846e-08,9.981896464841093e-06,9.68226478945686e-13,5.374542178917077e-05,1.1182361066567852e-06,5.2627185682514e-05,0.008333333333333333,4.377244803491549e-05,1.3875678002601841e-06,4.238488023465532e-05,0.0
0.04,1.0,512,128,initial_state_interpolation,original_early_stop,30,2.358722932817356e-06,4.096942433307511e-06,25.993637938748922,2.374757100298669e-06,4.9912897813083505e-08,6.594736391283013e-08,3.2227233246734225e-12,7.34955578618468e-08,2.0323287068862884e-06,1.010125082774325e-05,1.815286619900929e-06,7.943535814331853e-06,9.313301817055684e-09,4.059959599602782e-08,2.1704208698535934e-07,2.157715013411397e-06,2.985203463377439e-13,1.2183492432442601e-05,2.0416420087033346e-06,1.0141850423739269e-05,0.0,9.824769499625247e-06,1.881233685199617e-06,7.94353581442563e-06,0.0
0.04,1.0,512,128,initial_state_interpolation,fixed_3000_ablation,30,9.713551518476188e-06,2.4423850661540225e-05,24.031188614353823,9.717040330672623e-06,6.245840482917643e-08,6.594736391283013e-08,2.7500655053159465e-12,7.34955578618468e-08,1.1798889740676595e-06,5.134742571152208e-05,1.0070733048882534e-06,4.1803201049921936e-05,2.7059349042427324e-08,3.539905578674912e-08,1.7281566917940607e-07,9.544224661600144e-06,1.4678029130403124e-13,5.258977309041886e-05,1.206948323110086e-06,5.138282476730877e-05,0.008506944444444444,4.287622157194267e-05,1.0730205219157114e-06,4.1803201050026954e-05,0.0
